bias_correction|ref_file,bias_correction|ref_file_filetype,chromInfo,chromInfo_filetype,conditions1,conditions1_filetype,conditions2,conditions2_filetype,conditions3,conditions3_filetype,conditions4,conditions4_filetype,conditions5,conditions5_filetype,conditions6,conditions6_filetype,conditions_0|samples,conditions_0|samples1,conditions_0|samples10,conditions_0|samples10_filetype,conditions_0|samples11,conditions_0|samples11_filetype,conditions_0|samples1_filetype,conditions_0|samples2,conditions_0|samples2_filetype,conditions_0|samples3,conditions_0|samples3_filetype,conditions_0|samples4,conditions_0|samples4_filetype,conditions_0|samples5,conditions_0|samples5_filetype,conditions_0|samples6,conditions_0|samples6_filetype,conditions_0|samples7,conditions_0|samples7_filetype,conditions_0|samples8,conditions_0|samples8_filetype,conditions_0|samples9,conditions_0|samples9_filetype,conditions_0|samples_filetype,conditions_10|samples,conditions_10|samples1,conditions_10|samples1_filetype,conditions_10|samples2,conditions_10|samples2_filetype,conditions_10|samples3,conditions_10|samples3_filetype,conditions_10|samples_filetype,conditions_11|samples,conditions_11|samples1,conditions_11|samples1_filetype,conditions_11|samples2,conditions_11|samples2_filetype,conditions_11|samples3,conditions_11|samples3_filetype,conditions_11|samples_filetype,conditions_12|samples,conditions_12|samples1,conditions_12|samples1_filetype,conditions_12|samples2,conditions_12|samples2_filetype,conditions_12|samples3,conditions_12|samples3_filetype,conditions_12|samples4,conditions_12|samples4_filetype,conditions_12|samples_filetype,conditions_13|samples,conditions_13|samples1,conditions_13|samples1_filetype,conditions_13|samples2,conditions_13|samples2_filetype,conditions_13|samples3,conditions_13|samples3_filetype,conditions_13|samples_filetype,conditions_14|samples,conditions_14|samples1,conditions_14|samples1_filetype,conditions_14|samples2,conditions_14|samples2_filetype,conditions_14|samples3,conditions_14|samples3_filetype,conditions_14|samples_filetype,conditions_15|samples,conditions_15|samples1,conditions_15|samples1_filetype,conditions_15|samples2,conditions_15|samples2_filetype,conditions_15|samples_filetype,conditions_16|samples,conditions_16|samples1,conditions_16|samples1_filetype,conditions_16|samples2,conditions_16|samples2_filetype,conditions_16|samples3,conditions_16|samples3_filetype,conditions_16|samples_filetype,conditions_17|samples,conditions_17|samples1,conditions_17|samples1_filetype,conditions_17|samples2,conditions_17|samples2_filetype,conditions_17|samples3,conditions_17|samples3_filetype,conditions_17|samples_filetype,conditions_18|samples,conditions_18|samples1,conditions_18|samples1_filetype,conditions_18|samples2,conditions_18|samples2_filetype,conditions_18|samples3,conditions_18|samples3_filetype,conditions_18|samples_filetype,conditions_19|samples,conditions_19|samples1,conditions_19|samples1_filetype,conditions_19|samples2,conditions_19|samples2_filetype,conditions_19|samples3,conditions_19|samples3_filetype,conditions_19|samples_filetype,conditions_1|samples,conditions_1|samples1,conditions_1|samples10,conditions_1|samples10_filetype,conditions_1|samples11,conditions_1|samples11_filetype,conditions_1|samples12,conditions_1|samples12_filetype,conditions_1|samples13,conditions_1|samples13_filetype,conditions_1|samples14,conditions_1|samples14_filetype,conditions_1|samples15,conditions_1|samples15_filetype,conditions_1|samples16,conditions_1|samples16_filetype,conditions_1|samples17,conditions_1|samples17_filetype,conditions_1|samples18,conditions_1|samples18_filetype,conditions_1|samples19,conditions_1|samples19_filetype,conditions_1|samples1_filetype,conditions_1|samples2,conditions_1|samples20,conditions_1|samples20_filetype,conditions_1|samples21,conditions_1|samples21_filetype,conditions_1|samples22,conditions_1|samples22_filetype,conditions_1|samples23,conditions_1|samples23_filetype,conditions_1|samples24,conditions_1|samples24_filetype,conditions_1|samples25,conditions_1|samples25_filetype,conditions_1|samples26,conditions_1|samples26_filetype,conditions_1|samples27,conditions_1|samples27_filetype,conditions_1|samples28,conditions_1|samples28_filetype,conditions_1|samples2_filetype,conditions_1|samples3,conditions_1|samples3_filetype,conditions_1|samples4,conditions_1|samples4_filetype,conditions_1|samples5,conditions_1|samples5_filetype,conditions_1|samples6,conditions_1|samples6_filetype,conditions_1|samples7,conditions_1|samples7_filetype,conditions_1|samples8,conditions_1|samples8_filetype,conditions_1|samples9,conditions_1|samples9_filetype,conditions_1|samples_filetype,conditions_2|samples,conditions_2|samples1,conditions_2|samples1_filetype,conditions_2|samples2,conditions_2|samples2_filetype,conditions_2|samples3,conditions_2|samples3_filetype,conditions_2|samples4,conditions_2|samples4_filetype,conditions_2|samples5,conditions_2|samples5_filetype,conditions_2|samples6,conditions_2|samples6_filetype,conditions_2|samples7,conditions_2|samples7_filetype,conditions_2|samples8,conditions_2|samples8_filetype,conditions_2|samples_filetype,conditions_3|samples,conditions_3|samples1,conditions_3|samples1_filetype,conditions_3|samples2,conditions_3|samples2_filetype,conditions_3|samples3,conditions_3|samples3_filetype,conditions_3|samples4,conditions_3|samples4_filetype,conditions_3|samples5,conditions_3|samples5_filetype,conditions_3|samples6,conditions_3|samples6_filetype,conditions_3|samples_filetype,conditions_4|samples,conditions_4|samples1,conditions_4|samples1_filetype,conditions_4|samples2,conditions_4|samples2_filetype,conditions_4|samples3,conditions_4|samples3_filetype,conditions_4|samples4,conditions_4|samples4_filetype,conditions_4|samples5,conditions_4|samples5_filetype,conditions_4|samples6,conditions_4|samples6_filetype,conditions_4|samples_filetype,conditions_5|samples,conditions_5|samples1,conditions_5|samples1_filetype,conditions_5|samples2,conditions_5|samples2_filetype,conditions_5|samples3,conditions_5|samples3_filetype,conditions_5|samples4,conditions_5|samples4_filetype,conditions_5|samples5,conditions_5|samples5_filetype,conditions_5|samples_filetype,conditions_6|samples,conditions_6|samples1,conditions_6|samples1_filetype,conditions_6|samples2,conditions_6|samples2_filetype,conditions_6|samples3,conditions_6|samples3_filetype,conditions_6|samples_filetype,conditions_7|samples,conditions_7|samples1,conditions_7|samples1_filetype,conditions_7|samples2,conditions_7|samples2_filetype,conditions_7|samples3,conditions_7|samples3_filetype,conditions_7|samples_filetype,conditions_8|samples,conditions_8|samples1,conditions_8|samples1_filetype,conditions_8|samples2,conditions_8|samples2_filetype,conditions_8|samples3,conditions_8|samples3_filetype,conditions_8|samples_filetype,conditions_9|samples,conditions_9|samples1,conditions_9|samples1_filetype,conditions_9|samples2,conditions_9|samples2_filetype,conditions_9|samples3,conditions_9|samples3_filetype,conditions_9|samples_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,gtf_input,gtf_input_filetype,handler,history_id,id,imported,in_type|conditions_0|samples,in_type|conditions_0|samples1,in_type|conditions_0|samples1_filetype,in_type|conditions_0|samples2,in_type|conditions_0|samples2_filetype,in_type|conditions_0|samples3,in_type|conditions_0|samples3_filetype,in_type|conditions_0|samples_filetype,in_type|conditions_1|samples,in_type|conditions_1|samples1,in_type|conditions_1|samples1_filetype,in_type|conditions_1|samples2,in_type|conditions_1|samples2_filetype,in_type|conditions_1|samples3,in_type|conditions_1|samples3_filetype,in_type|conditions_1|samples4,in_type|conditions_1|samples4_filetype,in_type|conditions_1|samples_filetype,in_type|conditions_2|samples,in_type|conditions_2|samples1,in_type|conditions_2|samples1_filetype,in_type|conditions_2|samples2,in_type|conditions_2|samples2_filetype,in_type|conditions_2|samples_filetype,in_type|conditions_3|samples,in_type|conditions_3|samples1,in_type|conditions_3|samples1_filetype,in_type|conditions_3|samples2,in_type|conditions_3|samples2_filetype,in_type|conditions_3|samples_filetype,in_type|conditions_4|samples,in_type|conditions_4|samples1,in_type|conditions_4|samples1_filetype,in_type|conditions_4|samples2,in_type|conditions_4|samples2_filetype,in_type|conditions_4|samples_filetype,in_type|conditions_5|samples,in_type|conditions_5|samples1,in_type|conditions_5|samples1_filetype,in_type|conditions_5|samples2,in_type|conditions_5|samples2_filetype,in_type|conditions_5|samples_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,mask_file,mask_file_filetype,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.additional.__current_case__,parameters.additional.frag_len_std_dev,parameters.additional.frag_mean_len,parameters.additional.sAdditional,parameters.advanced_settings.__current_case__,parameters.advanced_settings.hits_norm,parameters.advanced_settings.library_type,parameters.advanced_settings.mask_file,parameters.advanced_settings.max_bundle_frags,parameters.advanced_settings.max_mle_iterations,parameters.advanced_settings.min_reps_for_js_test,parameters.advanced_settings.num_frag_assign_draws,parameters.advanced_settings.num_frag_count_draws,parameters.advanced_settings.sAdvanced,parameters.advanced_settings.time_series,parameters.bias_correction.__current_case__,parameters.bias_correction.do_bias_correction,parameters.bias_correction.seq_source.__current_case__,parameters.bias_correction.seq_source.index,parameters.bias_correction.seq_source.index.__class__,parameters.bias_correction.seq_source.index.value,parameters.bias_correction.seq_source.index_source,parameters.bias_correction.seq_source.ref_file,parameters.bias_correction.seq_source.ref_file.values,parameters.chromInfo,parameters.conditions_0|samples,parameters.conditions_10|samples,parameters.conditions_11|samples,parameters.conditions_12|samples,parameters.conditions_13|samples,parameters.conditions_14|samples,parameters.conditions_15|samples,parameters.conditions_16|samples,parameters.conditions_17|samples,parameters.conditions_18|samples,parameters.conditions_19|samples,parameters.conditions_1|samples,parameters.conditions_2|samples,parameters.conditions_3|samples,parameters.conditions_4|samples,parameters.conditions_5|samples,parameters.conditions_6|samples,parameters.conditions_7|samples,parameters.conditions_8|samples,parameters.conditions_9|samples,parameters.dbkey,parameters.dispersion_method,parameters.fdr,parameters.generate_sqlite,parameters.gtf_input,parameters.gtf_input.values,parameters.gtf_input|__identifier__,parameters.in_type.__current_case__,parameters.in_type.conditions,parameters.in_type.set_in_type,parameters.in_type|conditions_0|samples,parameters.in_type|conditions_1|samples,parameters.include_count_files,parameters.include_read_group_files,parameters.length_correction,parameters.library_norm_method,parameters.min_alignment_count,parameters.multiread_correct,parameters.omit_tabular_output,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,,,,,,,,,,,,,,,3483937252.0,3483937252.0,,,,,bam,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3842108445.0,3842108445.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-06-18 23:25:20.499477,slurm_multi_dynamic_walltime,1434679994.0,0,,6.0,178619707,gtf,main_w2_handler2,2299825,9688774,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3997732,slurm,,,,132112168.0,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,0,Yes,0.0,hg19,,,cached,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,,,,,,,,,,,,,,,,,,,,"""hg19""","""pooled""","""0.05""","""True""",20062834,,,0,"[{'__index__': 0, 'name': 'co', 'samples': '20052924'}, {'__index__': 1, 'name': 'lv', 'samples': '20055574'}]",BAM,,,"""No""","""No""","""""","""geometric""","""10""","""False""","""False""",32.0,,,,23177553.0,1434670080.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-06-19 02:13:24.454362,63307,9914.0
,,,,,,,,,,,,,,,,342563.0,342563.0,,,,,bam,7999053.0,bam,7783105.0,bam,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89988.0,89988.0,,,,,,,,,,,,,,,,,,,,,bam,1947733.0,,,,,,,,,,,,,,,,,,,bam,2006041.0,bam,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-06-19 02:34:54.770849,slurm_multi_dynamic_walltime,1434681584.0,0,,6.0,197482,gtf,main_w2_handler2,2348104,9689162,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3998320,slurm,,,,132112168.0,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,1,No,,,,,,,,"""/galaxy-repl/localdata/chrom/28583.len""","""__collection_reduce__|4027""",,,,,,,,,,,"""__collection_reduce__|4049""",,,,,,,,,"""28583""","""pooled""","""0.05""","""False""",20063810,,,0,"[{'__index__': 0, 'name': 'untreated', 'samples': '20059036,20059041,20059047'}, {'__index__': 1, 'name': 'treated novobiocin', 'samples': '20062754,20062759,20062764'}]",BAM,,,"""No""","""No""","""""","""geometric""","""10""","""False""","""False""",32.0,,,,23716594.0,1434681328.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-06-19 02:39:52.771920,64959,256.0
,,,,,,,,,,,,,,,,3892011438.0,3892011438.0,,,,,bam,3461437551.0,bam,3635957154.0,bam,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4605793635.0,4605793635.0,,,,,,,,,,,,,,,,,,,,,bam,4147982705.0,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-06-18 20:45:04.657141,slurm_multi_dynamic_walltime,1434673678.0,0,,6.0,77206695,gtf,main_w2_handler2,2205434,9687458,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3996702,slurm,,,,132112168.0,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,0,Yes,0.0,mm9,,,cached,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,,,,,,,,,,,,,,,,,,,,"""mm9""","""per-condition""","""0.05""","""True""",18858187,,,0,"[{'__index__': 0, 'name': 'BF3', 'samples': '18742889,18742911,18767484'}, {'__index__': 1, 'name': 'CF3', 'samples': '18742901,18742921'}]",BAM,,,"""Yes""","""No""","""""","""geometric""","""10""","""True""","""False""",32.0,,,,22931706.0,1434660348.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-06-19 00:28:09.012562,44240,13330.0
,,,,,,,,,,,,,,,,47383660.0,47383660.0,,,,,bam,47383660.0,bam,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47383660.0,47383660.0,,,,,,,,,,,,,,,,,,,,,bam,47383660.0,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-09-15 09:18:45.801446,slurm_multi_dynamic_walltime,1442309803.0,0,,6.0,3274347,gtf,main_w2_handler2,2439420,10321855,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4605993,slurm,,,,132112168.0,corral-repl,,0,no,,"""a4139a865b8a11e5b9f3005056a51846""",0,,,No,0.0,,,,,,,,,No,,1,No,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,,,,,,,,,,,,,,,,,,,,"""hg19""","""pooled""","""0.05""","""False""",21114479,,,0,"[{'__index__': 0, 'name': 'CD20', 'samples': '21114439,21114430'}, {'__index__': 1, 'name': 'H1hesc', 'samples': '21114423,21114416'}]",BAM,,,"""No""","""No""","""""","""geometric""","""10""","""False""","""False""",32.0,,,,25111037.0,1442309515.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-09-15 09:37:08.000441,69005,288.0
,,,,,,,,,,,,,,,,47383660.0,47383660.0,,,,,bam,47383660.0,bam,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47383660.0,47383660.0,,,,,,,,,,,,,,,,,,,,,bam,47383660.0,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-09-15 09:20:49.452041,slurm_multi_dynamic_walltime,1442310938.0,0,,6.0,3274405,gtf,main_w2_handler2,2439421,10321895,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4606140,slurm,,,,132112168.0,corral-repl,,0,no,,"""fb208f965b8a11e59e2b005056a51846""",0,,,No,0.0,,,,,,,,,No,,1,No,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,,,,,,,,,,,,,,,,,,,,"""hg19""","""pooled""","""0.05""","""False""",21114589,,,0,"[{'__index__': 0, 'name': 'CD20', 'samples': '21114562,21114557'}, {'__index__': 1, 'name': 'H1hesc', 'samples': '21114552,21114547'}]",BAM,,,"""No""","""No""","""""","""geometric""","""10""","""False""","""False""",32.0,,,,25111037.0,1442310665.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-09-15 09:55:53.015504,69005,273.0
,,,,,,,,,,,,,,,,11071100.0,11071100.0,,,,,bam,47383660.0,bam,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11071100.0,11071100.0,,,,,,,,,,,,,,,,,,,,,bam,47383660.0,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-27 09:31:43.978470,slurm_multi_dynamic_walltime,1437989800.0,0,,6.0,5192396,gtf,main_w2_handler2,2391581,10004689,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4287057,slurm,,,,132112168.0,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,1,No,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,,,,,,,,,,,,,,,,,,,,"""hg19""","""pooled""","""0.05""","""False""",20576273,,,0,"[{'__index__': 0, 'name': 'CD20', 'samples': '20575351,20575652'}, {'__index__': 1, 'name': 'H1hesc', 'samples': '20575351,20575652'}]",BAM,,,"""No""","""No""","""""","""geometric""","""10""","""False""","""False""",32.0,,,,24333515.0,1437989536.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-07-27 09:36:48.029990,65717,264.0
,,,,,,,,,,,,,,,,3091189294.0,3091189294.0,,,,,bam,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2649821042.0,2649821042.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-06-19 09:25:23.592741,slurm_multi_dynamic_walltime,1434706766.0,0,,6.0,50072536,gtf,main_w2_handler2,2341970,9690711,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3999829,slurm,,,,132112168.0,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,1,No,,,,,,,,"""/galaxy-repl/localdata/chrom/hg38.len""",,,,,,,,,,,,,,,,,,,,,"""hg38""","""pooled""","""0.05""","""False""",20004211,,,0,"[{'__index__': 0, 'name': 'Control', 'samples': '20057319'}, {'__index__': 1, 'name': 'IBM', 'samples': '20057343'}]",BAM,,,"""No""","""No""","""""","""geometric""","""10""","""False""","""False""",32.0,,,,22180724.0,1434705958.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-06-19 09:39:32.998718,14117,808.0
,,,,,,,,,,,,,,,,5741045901.0,5741045901.0,,,,,bam,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6435940196.0,6435940196.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-27 09:13:56.970771,slurm_multi_dynamic_walltime,1437990412.0,0,,6.0,160963229,gtf,main_w2_handler2,2336428,10004592,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4286959,slurm,,,,132112168.0,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,0,Yes,0.0,dm3,,,cached,,,"""/galaxy-repl/localdata/chrom/dm3.len""",,,,,,,,,,,,,,,,,,,,,"""dm3""","""pooled""","""0.05""","""False""",20514981,,,0,"[{'__index__': 0, 'name': 'dsBrm', 'samples': '20575903'}, {'__index__': 1, 'name': 'dsGFP', 'samples': '20575904'}]",BAM,,,"""Yes""","""No""","""""","""geometric""","""10""","""True""","""False""",32.0,,,,23560169.0,1437988460.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-07-27 09:47:03.648011,64679,1952.0
,,,,,,,,,,,,,,,,41378467.0,41378467.0,,,,,bam,47383660.0,bam,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11071100.0,11071100.0,,,,,,,,,,,,,,,,,,,,,bam,14462782.0,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-27 09:45:00.028212,slurm_multi_dynamic_walltime,1437990610.0,0,,6.0,5192452,gtf,main_w2_handler2,2391426,10004750,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4287123,slurm,,,,132112168.0,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,1,No,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,,,,,,,,,,,,,,,,,,,,"""hg19""","""pooled""","""0.05""","""False""",20576383,,,0,"[{'__index__': 0, 'name': 'CD20', 'samples': '20574242,20574247'}, {'__index__': 1, 'name': 'H1hesc', 'samples': '20574212,20574237'}]",BAM,,,"""No""","""No""","""""","""geometric""","""10""","""False""","""False""",32.0,,,,24255149.0,1437990341.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-07-27 09:50:22.476487,65713,269.0
,,,,,,,,,,,,,,,,798588.0,798588.0,,,,,bam,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,861920.0,861920.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-06-19 10:05:40.293171,slurm_multi_dynamic_walltime,1434708521.0,0,,6.0,6385180,gtf,main_w2_handler2,2348630,9690925,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000034,slurm,,,,132112168.0,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,1,No,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,,,,,,,,,,,,,,,,,,,,"""hg19""","""pooled""","""0.05""","""False""",20066976,,,0,"[{'__index__': 0, 'name': 'H1hesc', 'samples': '20065933'}, {'__index__': 1, 'name': 'K562', 'samples': '20065940'}]",BAM,,,"""No""","""No""","""""","""geometric""","""10""","""False""","""False""",32.0,,,,23719700.0,1434708371.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-06-19 10:08:47.246475,65071,150.0
,,,,,,,,,,,,,,,,24472185.0,24472185.0,,,,,bam,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2510049.0,2510049.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-09-15 10:28:04.633257,slurm_multi_dynamic_walltime,1442313038.0,0,,6.0,6499318,gtf,main_w2_handler2,2439424,10322243,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4606249,slurm,,,,132112168.0,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,1,No,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,,,,,,,,,,,,,,,,,,,,"""hg19""","""pooled""","""0.05""","""False""",21114997,,,0,"[{'__index__': 0, 'name': 'Tomor', 'samples': '21114796'}, {'__index__': 1, 'name': 'Normal', 'samples': '21114824'}]",BAM,,,"""No""","""No""","""""","""geometric""","""10""","""False""","""False""",32.0,,,,25163504.0,1442312908.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-09-15 10:30:45.196892,57258,130.0
