bias_correction|ref_file,bias_correction|ref_file_filetype,chromInfo,chromInfo_filetype,conditions1,conditions1_filetype,conditions2,conditions2_filetype,conditions3,conditions3_filetype,conditions4,conditions4_filetype,conditions5,conditions5_filetype,conditions6,conditions6_filetype,conditions_0|samples,conditions_0|samples1,conditions_0|samples10,conditions_0|samples10_filetype,conditions_0|samples11,conditions_0|samples11_filetype,conditions_0|samples1_filetype,conditions_0|samples2,conditions_0|samples2_filetype,conditions_0|samples3,conditions_0|samples3_filetype,conditions_0|samples4,conditions_0|samples4_filetype,conditions_0|samples5,conditions_0|samples5_filetype,conditions_0|samples6,conditions_0|samples6_filetype,conditions_0|samples7,conditions_0|samples7_filetype,conditions_0|samples8,conditions_0|samples8_filetype,conditions_0|samples9,conditions_0|samples9_filetype,conditions_0|samples_filetype,conditions_10|samples,conditions_10|samples1,conditions_10|samples1_filetype,conditions_10|samples2,conditions_10|samples2_filetype,conditions_10|samples3,conditions_10|samples3_filetype,conditions_10|samples_filetype,conditions_11|samples,conditions_11|samples1,conditions_11|samples1_filetype,conditions_11|samples2,conditions_11|samples2_filetype,conditions_11|samples3,conditions_11|samples3_filetype,conditions_11|samples_filetype,conditions_12|samples,conditions_12|samples1,conditions_12|samples1_filetype,conditions_12|samples2,conditions_12|samples2_filetype,conditions_12|samples3,conditions_12|samples3_filetype,conditions_12|samples4,conditions_12|samples4_filetype,conditions_12|samples_filetype,conditions_13|samples,conditions_13|samples1,conditions_13|samples1_filetype,conditions_13|samples2,conditions_13|samples2_filetype,conditions_13|samples3,conditions_13|samples3_filetype,conditions_13|samples_filetype,conditions_14|samples,conditions_14|samples1,conditions_14|samples1_filetype,conditions_14|samples2,conditions_14|samples2_filetype,conditions_14|samples3,conditions_14|samples3_filetype,conditions_14|samples_filetype,conditions_15|samples,conditions_15|samples1,conditions_15|samples1_filetype,conditions_15|samples2,conditions_15|samples2_filetype,conditions_15|samples_filetype,conditions_16|samples,conditions_16|samples1,conditions_16|samples1_filetype,conditions_16|samples2,conditions_16|samples2_filetype,conditions_16|samples3,conditions_16|samples3_filetype,conditions_16|samples_filetype,conditions_17|samples,conditions_17|samples1,conditions_17|samples1_filetype,conditions_17|samples2,conditions_17|samples2_filetype,conditions_17|samples3,conditions_17|samples3_filetype,conditions_17|samples_filetype,conditions_18|samples,conditions_18|samples1,conditions_18|samples1_filetype,conditions_18|samples2,conditions_18|samples2_filetype,conditions_18|samples3,conditions_18|samples3_filetype,conditions_18|samples_filetype,conditions_19|samples,conditions_19|samples1,conditions_19|samples1_filetype,conditions_19|samples2,conditions_19|samples2_filetype,conditions_19|samples3,conditions_19|samples3_filetype,conditions_19|samples_filetype,conditions_1|samples,conditions_1|samples1,conditions_1|samples10,conditions_1|samples10_filetype,conditions_1|samples11,conditions_1|samples11_filetype,conditions_1|samples12,conditions_1|samples12_filetype,conditions_1|samples13,conditions_1|samples13_filetype,conditions_1|samples14,conditions_1|samples14_filetype,conditions_1|samples15,conditions_1|samples15_filetype,conditions_1|samples16,conditions_1|samples16_filetype,conditions_1|samples17,conditions_1|samples17_filetype,conditions_1|samples18,conditions_1|samples18_filetype,conditions_1|samples19,conditions_1|samples19_filetype,conditions_1|samples1_filetype,conditions_1|samples2,conditions_1|samples20,conditions_1|samples20_filetype,conditions_1|samples21,conditions_1|samples21_filetype,conditions_1|samples22,conditions_1|samples22_filetype,conditions_1|samples23,conditions_1|samples23_filetype,conditions_1|samples24,conditions_1|samples24_filetype,conditions_1|samples25,conditions_1|samples25_filetype,conditions_1|samples26,conditions_1|samples26_filetype,conditions_1|samples27,conditions_1|samples27_filetype,conditions_1|samples28,conditions_1|samples28_filetype,conditions_1|samples2_filetype,conditions_1|samples3,conditions_1|samples3_filetype,conditions_1|samples4,conditions_1|samples4_filetype,conditions_1|samples5,conditions_1|samples5_filetype,conditions_1|samples6,conditions_1|samples6_filetype,conditions_1|samples7,conditions_1|samples7_filetype,conditions_1|samples8,conditions_1|samples8_filetype,conditions_1|samples9,conditions_1|samples9_filetype,conditions_1|samples_filetype,conditions_2|samples,conditions_2|samples1,conditions_2|samples1_filetype,conditions_2|samples2,conditions_2|samples2_filetype,conditions_2|samples3,conditions_2|samples3_filetype,conditions_2|samples4,conditions_2|samples4_filetype,conditions_2|samples5,conditions_2|samples5_filetype,conditions_2|samples6,conditions_2|samples6_filetype,conditions_2|samples7,conditions_2|samples7_filetype,conditions_2|samples8,conditions_2|samples8_filetype,conditions_2|samples_filetype,conditions_3|samples,conditions_3|samples1,conditions_3|samples1_filetype,conditions_3|samples2,conditions_3|samples2_filetype,conditions_3|samples3,conditions_3|samples3_filetype,conditions_3|samples4,conditions_3|samples4_filetype,conditions_3|samples5,conditions_3|samples5_filetype,conditions_3|samples6,conditions_3|samples6_filetype,conditions_3|samples_filetype,conditions_4|samples,conditions_4|samples1,conditions_4|samples1_filetype,conditions_4|samples2,conditions_4|samples2_filetype,conditions_4|samples3,conditions_4|samples3_filetype,conditions_4|samples4,conditions_4|samples4_filetype,conditions_4|samples5,conditions_4|samples5_filetype,conditions_4|samples6,conditions_4|samples6_filetype,conditions_4|samples_filetype,conditions_5|samples,conditions_5|samples1,conditions_5|samples1_filetype,conditions_5|samples2,conditions_5|samples2_filetype,conditions_5|samples3,conditions_5|samples3_filetype,conditions_5|samples4,conditions_5|samples4_filetype,conditions_5|samples5,conditions_5|samples5_filetype,conditions_5|samples_filetype,conditions_6|samples,conditions_6|samples1,conditions_6|samples1_filetype,conditions_6|samples2,conditions_6|samples2_filetype,conditions_6|samples3,conditions_6|samples3_filetype,conditions_6|samples_filetype,conditions_7|samples,conditions_7|samples1,conditions_7|samples1_filetype,conditions_7|samples2,conditions_7|samples2_filetype,conditions_7|samples3,conditions_7|samples3_filetype,conditions_7|samples_filetype,conditions_8|samples,conditions_8|samples1,conditions_8|samples1_filetype,conditions_8|samples2,conditions_8|samples2_filetype,conditions_8|samples3,conditions_8|samples3_filetype,conditions_8|samples_filetype,conditions_9|samples,conditions_9|samples1,conditions_9|samples1_filetype,conditions_9|samples2,conditions_9|samples2_filetype,conditions_9|samples3,conditions_9|samples3_filetype,conditions_9|samples_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,gtf_input,gtf_input_filetype,handler,history_id,id,imported,in_type|conditions_0|samples,in_type|conditions_0|samples1,in_type|conditions_0|samples1_filetype,in_type|conditions_0|samples2,in_type|conditions_0|samples2_filetype,in_type|conditions_0|samples3,in_type|conditions_0|samples3_filetype,in_type|conditions_0|samples_filetype,in_type|conditions_1|samples,in_type|conditions_1|samples1,in_type|conditions_1|samples1_filetype,in_type|conditions_1|samples2,in_type|conditions_1|samples2_filetype,in_type|conditions_1|samples3,in_type|conditions_1|samples3_filetype,in_type|conditions_1|samples4,in_type|conditions_1|samples4_filetype,in_type|conditions_1|samples_filetype,in_type|conditions_2|samples,in_type|conditions_2|samples1,in_type|conditions_2|samples1_filetype,in_type|conditions_2|samples2,in_type|conditions_2|samples2_filetype,in_type|conditions_2|samples_filetype,in_type|conditions_3|samples,in_type|conditions_3|samples1,in_type|conditions_3|samples1_filetype,in_type|conditions_3|samples2,in_type|conditions_3|samples2_filetype,in_type|conditions_3|samples_filetype,in_type|conditions_4|samples,in_type|conditions_4|samples1,in_type|conditions_4|samples1_filetype,in_type|conditions_4|samples2,in_type|conditions_4|samples2_filetype,in_type|conditions_4|samples_filetype,in_type|conditions_5|samples,in_type|conditions_5|samples1,in_type|conditions_5|samples1_filetype,in_type|conditions_5|samples2,in_type|conditions_5|samples2_filetype,in_type|conditions_5|samples_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,mask_file,mask_file_filetype,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.additional.__current_case__,parameters.additional.frag_len_std_dev,parameters.additional.frag_mean_len,parameters.additional.sAdditional,parameters.advanced_settings.__current_case__,parameters.advanced_settings.hits_norm,parameters.advanced_settings.library_type,parameters.advanced_settings.mask_file,parameters.advanced_settings.max_bundle_frags,parameters.advanced_settings.max_mle_iterations,parameters.advanced_settings.min_reps_for_js_test,parameters.advanced_settings.num_frag_assign_draws,parameters.advanced_settings.num_frag_count_draws,parameters.advanced_settings.sAdvanced,parameters.advanced_settings.time_series,parameters.bias_correction.__current_case__,parameters.bias_correction.do_bias_correction,parameters.bias_correction.seq_source.__current_case__,parameters.bias_correction.seq_source.index,parameters.bias_correction.seq_source.index.__class__,parameters.bias_correction.seq_source.index.value,parameters.bias_correction.seq_source.index_source,parameters.bias_correction.seq_source.ref_file,parameters.bias_correction.seq_source.ref_file.values,parameters.chromInfo,parameters.conditions_0|samples,parameters.conditions_10|samples,parameters.conditions_11|samples,parameters.conditions_12|samples,parameters.conditions_13|samples,parameters.conditions_14|samples,parameters.conditions_15|samples,parameters.conditions_16|samples,parameters.conditions_17|samples,parameters.conditions_18|samples,parameters.conditions_19|samples,parameters.conditions_1|samples,parameters.conditions_2|samples,parameters.conditions_3|samples,parameters.conditions_4|samples,parameters.conditions_5|samples,parameters.conditions_6|samples,parameters.conditions_7|samples,parameters.conditions_8|samples,parameters.conditions_9|samples,parameters.dbkey,parameters.dispersion_method,parameters.fdr,parameters.generate_sqlite,parameters.gtf_input,parameters.gtf_input.values,parameters.gtf_input|__identifier__,parameters.in_type.__current_case__,parameters.in_type.conditions,parameters.in_type.set_in_type,parameters.in_type|conditions_0|samples,parameters.in_type|conditions_1|samples,parameters.include_count_files,parameters.include_read_group_files,parameters.length_correction,parameters.library_norm_method,parameters.min_alignment_count,parameters.multiread_correct,parameters.omit_tabular_output,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,,,,,,,,,,,,,,,2900715887.0,2900715887.0,,,,,bam,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2404221545.0,2404221545.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2240286417.0,2240286417.0,bam,,,,,,,,,,,,,,,bam,2536089418.0,2536089418.0,bam,,,,,,,,,,,bam,2419527062.0,2419527062.0,bam,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-05 22:26:22.619529,slurm_multi_dynamic_walltime,1438820415.0,0,,6.0,51356087,gtf,main_w2_handler2,2399163,10069855,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4347953,slurm,,,,132112168.0,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,0,Yes,0.0,bosTau2,,,cached,,,"""/galaxy-repl/localdata/chrom/bosTau2.len""",,,,,,,,,,,,,,,,,,,,,"""bosTau2""","""blind""","""0.05""","""False""",20677372,,,0,"[{'__index__': 0, 'name': 'N population', 'samples': '20676033'}, {'__index__': 1, 'name': 'H population', 'samples': '20670072'}, {'__index__': 2, 'name': '75C population', 'samples': '20670077'}, {'__index__': 3, 'name': '50CSN population', 'samples': '20670082'}, {'__index__': 4, 'name': '50CSH population', 'samples': '20670087'}]",BAM,,,"""No""","""No""","""""","""geometric""","""10""","""True""","""False""",32.0,,,,24522730.0,1438813615.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-08-06 00:20:26.385095,67320,6800.0
,,,,,,,,,,,,,,,,23753447459.0,23753447459.0,,,,,bam,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17826551526.0,17826551526.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-21 13:27:05.924215,slurm_multi_dynamic_walltime,1437520166.0,0,,6.0,233598484,gtf,main_w2_handler2,2370626,9926817,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4214193,slurm,,,,132112168.0,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,0,Yes,0.0,mm9,,,cached,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,,,,,,,,,,,,,,,,,,,,"""mm9""","""blind""","""0.05""","""False""",20443548,,,0,"[{'__index__': 0, 'name': '0h', 'samples': '20447853'}, {'__index__': 1, 'name': '60h', 'samples': '20447856'}]",BAM,,,"""No""","""No""","""""","""classic-fpkm""","""10""","""False""","""False""",32.0,,,,23636010.0,1437485260.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-07-21 23:09:38.774449,49657,34906.0
,,,,,,,,,,,,,,,,2900715887.0,2900715887.0,,,,,bam,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2404221545.0,2404221545.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2240286417.0,2240286417.0,bam,,,,,,,,,,,,,,,bam,2536089418.0,2536089418.0,bam,,,,,,,,,,,bam,2419527062.0,2419527062.0,bam,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-08-05 22:26:17.228542,slurm_multi_dynamic_walltime,1438820672.0,0,,6.0,53114896,gtf,main_w2_handler2,2399163,10069854,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4347952,slurm,,,,132112168.0,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,0,Yes,0.0,bosTau2,,,cached,,,"""/galaxy-repl/localdata/chrom/bosTau2.len""",,,,,,,,,,,,,,,,,,,,,"""bosTau2""","""blind""","""0.05""","""False""",20677367,,,0,"[{'__index__': 0, 'name': 'N population', 'samples': '20676033'}, {'__index__': 1, 'name': 'H population', 'samples': '20670072'}, {'__index__': 2, 'name': '75C population', 'samples': '20670077'}, {'__index__': 3, 'name': '50CSN population', 'samples': '20670082'}, {'__index__': 4, 'name': '50CSH population', 'samples': '20670087'}]",BAM,,,"""No""","""No""","""""","""geometric""","""10""","""True""","""False""",32.0,,,,24522730.0,1438813599.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-08-06 00:24:41.857989,67320,7073.0
,,,,,,,,,,,,,,,,11071100.0,11071100.0,,,,,bam,14462782.0,bam,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41378467.0,41378467.0,,,,,,,,,,,,,,,,,,,,,bam,47383660.0,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-21 23:24:23.058264,slurm_multi_dynamic_walltime,1437521364.0,0,,6.0,5192396,gtf,main_w2_handler2,2384621,9935481,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4221221,slurm,,,,132112168.0,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,1,No,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,,,,,,,,,,,,,,,,,,,,"""hg19""","""pooled""","""0.05""","""False""",20468244,,,0,"[{'__index__': 0, 'name': 'CD20', 'samples': '20467930,20467951'}, {'__index__': 1, 'name': 'H1hesc', 'samples': '20467956,20467961'}]",BAM,,,"""No""","""No""","""""","""geometric""","""10""","""False""","""False""",32.0,,,,24232183.0,1437521102.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-07-21 23:29:39.816676,66582,262.0
,,,,,,,,,,,,,,,,4273182540.0,4273182540.0,,,,,bam,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3904979690.0,3904979690.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,3948469695.0,3948469695.0,bam,,,,,,,,,,,,,,,bam,4310674136.0,4310674136.0,bam,,,,,,,,,,,bam,4107965563.0,4107965563.0,bam,,,,,,,,,,,bam,4170703751.0,4170703751.0,bam,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-21 21:00:44.229800,slurm_multi_dynamic_walltime,1437522588.0,0,,6.0,87347161,gtf,main_w2_handler2,2371828,9934171,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4219709,slurm,,,,132112168.0,corral-repl,,0,no,,,0,,,No,,,,,,,,,,,,1,No,,,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""",,,,,,,,,,,,,,,,,,,,,"""mm10""","""pooled""","""0.05""","""False""",20464877,,,0,"[{'__index__': 0, 'name': 'Control1', 'samples': '20440801'}, {'__index__': 1, 'name': 'Control2', 'samples': '20397005'}, {'__index__': 2, 'name': 'Control3', 'samples': '20415875'}, {'__index__': 3, 'name': 'cKO1', 'samples': '20440811'}, {'__index__': 4, 'name': 'cKO2', 'samples': '20397046'}, {'__index__': 5, 'name': 'cKO3', 'samples': '20415881'}]",BAM,,,"""No""","""No""","""""","""geometric""","""10""","""True""","""False""",32.0,,,,24006027.0,1437514006.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-07-21 23:50:02.803143,59622,8582.0
,,,,,,,,,,,,,,,,4755960145.0,4755960145.0,,,,,bam,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2505944274.0,2505944274.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-21 14:15:16.148599,slurm_multi_dynamic_walltime,1437524902.0,0,,6.0,51798033,gtf,main_w2_handler2,2378919,9927148,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4219385,slurm,,,,132112168.0,corral-repl,,0,no,,,0,,,No,,,,,,,,,,,,0,Yes,0.0,dm3,,,cached,,,"""/galaxy-repl/localdata/chrom/dm3.len""",,,,,,,,,,,,,,,,,,,,,"""dm3""","""blind""","""0.05""","""False""",20450345,,,0,"[{'__index__': 0, 'name': 'w1118OV', 'samples': '20430869'}, {'__index__': 1, 'name': 'belneo47m7D624A', 'samples': '20419469'}]",BAM,,,"""No""","""No""","""""","""geometric""","""10""","""True""","""False""",32.0,,,,24244426.0,1437512433.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-07-22 00:28:33.522942,66102,12469.0
,,,,,,,,,,,,,,,,4755960145.0,4755960145.0,,,,,bam,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2593699312.0,2593699312.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-21 14:21:09.997619,slurm_multi_dynamic_walltime,1437536294.0,0,,6.0,51798033,gtf,main_w2_handler2,2378919,9927233,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4221546,slurm,,,,132112168.0,corral-repl,,0,no,,,0,,,No,,,,,,,,,,,,0,Yes,0.0,dm3,,,cached,,,"""/galaxy-repl/localdata/chrom/dm3.len""",,,,,,,,,,,,,,,,,,,,,"""dm3""","""blind""","""0.05""","""False""",20450345,,,0,"[{'__index__': 0, 'name': 'w1118OV', 'samples': '20430869'}, {'__index__': 1, 'name': 'belnulm1L51AOV', 'samples': '20419525'}]",BAM,,,"""No""","""No""","""""","""geometric""","""10""","""True""","""False""",32.0,,,,24244426.0,1437525596.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-07-22 03:38:27.507163,66102,10698.0
,,,,,,,,,,,,,,,,1357497611.0,1357497611.0,,,,,bam,1606514755.0,bam,1361062156.0,bam,1612088734.0,bam,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1943057486.0,1943057486.0,,,,,,,,,,,,,,,,,,,,,bam,1947848378.0,,,,,,,,,,,,,,,,,,,bam,1543889362.0,bam,1538529432.0,bam,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-21 23:02:27.446050,slurm_multi_dynamic_walltime,1437525257.0,0,,6.0,103125067,gtf,main_w2_handler2,2380034,9935362,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4221061,slurm,,,,132112168.0,corral-repl,,0,no,,,0,,,No,0.0,,,,,,,,,No,,1,No,,,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""",,,,,,,,,,,,,,,,,,,,,"""mm9""","""pooled""","""0.05""","""False""",20467972,,,0,"[{'__index__': 0, 'name': 'PNP', 'samples': '20404899,20404910,20404915,20404926'}, {'__index__': 1, 'name': 'PNPOHT', 'samples': '20404887,20404893,20404905,20404920'}]",BAM,,,"""No""","""No""","""""","""classic-fpkm""","""10""","""False""","""False""",32.0,,,,24190824.0,1437519783.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-07-22 00:34:31.176866,66431,5474.0
,,,,,,,,,,,,,,,,4755960145.0,4755960145.0,,,,,bam,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2836643199.0,2836643199.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-21 14:18:00.282648,slurm_multi_dynamic_walltime,1437526172.0,0,,6.0,51798033,gtf,main_w2_handler2,2378919,9927176,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4219712,slurm,,,,132112168.0,corral-repl,,0,no,,,0,,,No,,,,,,,,,,,,0,Yes,0.0,dm3,,,cached,,,"""/galaxy-repl/localdata/chrom/dm3.len""",,,,,,,,,,,,,,,,,,,,,"""dm3""","""blind""","""0.05""","""False""",20450345,,,0,"[{'__index__': 0, 'name': 'w1118OV', 'samples': '20430869'}, {'__index__': 1, 'name': 'belneo47m9delCOV', 'samples': '20419483'}]",BAM,,,"""No""","""No""","""""","""geometric""","""10""","""True""","""False""",32.0,,,,24244426.0,1437514063.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-07-22 00:49:41.695996,66102,12109.0
,,,,,,,,,,,,,,,,13769464536.0,13769464536.0,,,,,bam,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11605439624.0,11605439624.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-07-21 02:03:37.454262,slurm_multi_dynamic_walltime,1437541376.0,0,,6.0,120925982,gtf,main_w2_handler2,2380504,9922517,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4221559,slurm,,,,132112168.0,corral-repl,,0,no,,"""aa360e902f4c11e5810a005056a52a46""",0,,,No,0.0,,,,,,,,,No,,0,Yes,1.0,,,,history,20443172.0,,"""/galaxy-repl/localdata/chrom/hg19.len""",,,,,,,,,,,,,,,,,,,,,"""hg19""","""pooled""","""0.05""","""False""",20443195,,,0,"[{'__index__': 0, 'name': 'Pa04C - NS shRNA', 'samples': '20443179'}, {'__index__': 1, 'name': 'Pa04C - KRAS shRNA', 'samples': '20443184'}]",BAM,,,"""No""","""Yes""","""""","""geometric""","""10""","""True""","""False""",32.0,3199905909.0,fasta,,23677599.0,1437525894.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffdiff/cuffdiff/2.2.1.2,2.2.1.2,,2015-07-22 05:03:12.417868,65001,15482.0
