chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.accession,parameters.chromInfo,parameters.dbkey,parameters.description,parameters.disname,parameters.gi,parameters.heading,parameters.html_out1,parameters.input1,parameters.input1.values,parameters.length,parameters.pgc,parameters.type,parameters.usa,parameters.version,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-10-24 19:54:16.973485,slurm_normal,1508874880.0,0.0,,1.0,main_w4_handler1,3298641,17202442,False,,59455081,fasta,11261907,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 31860670}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,41496574.0,1508874873.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2017-10-24 19:54:48.097204,,7.0
,,2017-10-25 07:17:32.490759,slurm_normal,1508915878.0,0.0,,1.0,main_w4_handler1,3297989,17207118,False,,15677583,fasta,11266887,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 31847902}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,41487665.0,1508915872.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2017-10-25 07:18:06.182667,114356.0,6.0
,,2017-10-25 08:12:22.976730,slurm_normal,1508919176.0,0.0,,1.0,main_w4_handler1,3297989,17207779,False,,17883,fasta,11267839,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/arabidopsis.len""","""arabidopsis""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 31870610}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,41487665.0,1508919169.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2017-10-25 08:13:01.993824,114356.0,7.0
,,2017-10-25 15:37:33.300565,slurm_normal,1508945890.0,0.0,,1.0,main_w4_handler0,3279351,17214581,False,,59455081,fasta,11275282,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 31879705}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,41134690.0,1508945883.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2017-10-25 15:38:19.421639,113069.0,7.0
,,2017-10-25 16:03:04.728813,slurm_normal,1508947409.0,0.0,,1.0,main_w3_handler1,3299735,17214908,False,,59455081,fasta,11275609,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 31880119}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,41517260.0,1508947403.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2017-10-25 16:03:34.945753,,6.0
,,2017-10-25 15:43:47.890597,slurm_normal,1508946264.0,0.0,,1.0,main_w3_handler0,3299716,17214675,False,,140371854,fasta,11275380,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 31879728}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,41515923.0,1508946241.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2017-10-25 15:44:27.136142,,23.0
,,2017-10-25 17:15:32.905389,slurm_normal,1508951747.0,0.0,,1.0,main_w4_handler1,3295324,17215713,False,,178877,fasta,11276431,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""no""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 31881395}]","""yes""","""yes""","""yes""","""no""","""no""",32.0,,41446665.0,1508951743.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2017-10-25 17:15:48.420193,,4.0
,,2017-10-25 17:29:04.654422,slurm_normal,1508952581.0,0.0,,1.0,main_w4_handler1,3299811,17215840,False,,59455081,fasta,11276585,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 31881497}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,41519596.0,1508952566.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2017-10-25 17:29:46.037964,,15.0
,,2017-10-25 21:40:22.922056,slurm_normal,1508967651.0,0.0,,1.0,main_w4_handler0,3300079,17218288,False,,59455081,fasta,11279061,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 31885148}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,41526727.0,1508967640.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2017-10-25 21:40:58.668662,,11.0
,,2017-10-26 00:14:57.260921,slurm_normal,1508976924.0,0.0,,1.0,main_w4_handler1,3300195,17219380,False,,59455081,fasta,11280333,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 31888222}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,41529358.0,1508976917.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2017-10-26 00:15:26.606278,,7.0
,,2018-01-05 12:33:55.597947,slurm_normal,1515155643.0,0.0,,1.0,main_w4_handler1,3382797,17953708,False,,14717,fasta,12030084,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""yes""",,"[{'src': 'hda', 'id': 33186180}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,42738684.0,1515155639.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2018-01-05 12:34:05.530215,112871.0,4.0
,,2017-10-26 08:10:35.392648,slurm_normal,1509005471.0,0.0,,1.0,main_w3_handler0,3300126,17224234,False,,59455081,fasta,11285258,slurm,,132112168.0,corral-repl,,,"""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""no""","""yes""","""no""","""no""","""no""",,"[{'src': 'hda', 'id': 31894741}]","""yes""","""yes""","""no""","""no""","""no""",32.0,,41527846.0,1509005464.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2017-10-26 08:11:18.290863,,7.0
,,2017-10-26 14:22:31.169367,slurm_normal,1509027777.0,0.0,,1.0,main_w4_handler1,3300894,17227552,False,,59455081,fasta,11289038,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 31900206}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,41542181.0,1509027770.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2017-10-26 14:23:01.389430,,7.0
,,2017-10-26 10:02:30.676725,slurm_normal,1509012168.0,0.0,,1.0,main_w4_handler1,3300634,17224893,False,,4545,fasta,11286257,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 31895930}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,41536960.0,1509012164.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2017-10-26 10:02:49.462375,,4.0
,,2017-10-26 10:37:07.792769,slurm_normal,1509014244.0,0.0,,1.0,main_w3_handler0,3300669,17225142,False,,59455081,fasta,11286526,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 31896254}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,41537340.0,1509014237.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2017-10-26 10:37:28.077686,,7.0
,,2017-10-26 14:03:22.286679,slurm_normal,1509026622.0,0.0,,1.0,main_w3_handler0,3293853,17227414,False,,59455081,fasta,11288896,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 31900011}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,41423398.0,1509026609.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2017-10-26 14:03:43.533604,,13.0
,,2017-10-26 13:09:37.213824,slurm_normal,1509023396.0,0.0,,1.0,main_w4_handler0,3300800,17226936,False,,59455081,fasta,11288334,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 31898976}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,41540743.0,1509023389.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2017-10-26 13:09:58.671008,,7.0
,,2018-01-07 17:55:58.572749,slurm_normal,1515347769.0,0.0,,1.0,main_w3_handler0,3384275,17967023,False,,17002,fasta,12043579,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 33205802}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,42818056.0,1515347764.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2018-01-07 17:56:10.405059,112867.0,5.0
,,2018-01-07 17:57:18.564417,slurm_normal,1515347846.0,0.0,,1.0,main_w3_handler1,3384275,17967025,False,,17002,fasta,12043599,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""yes""",,"[{'src': 'hda', 'id': 33205802}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,42818056.0,1515347842.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2018-01-07 17:57:27.024598,112867.0,4.0
,,2017-10-26 14:12:05.954115,slurm_normal,1509027140.0,0.0,,1.0,main_w3_handler0,3276546,17227467,False,,59455086,fasta,11288956,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 31900074}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,41541879.0,1509027133.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2017-10-26 14:12:23.909674,112878.0,7.0
,,2017-10-26 15:28:14.631964,slurm_normal,1509031718.0,0.0,,1.0,main_w4_handler0,3275357,17228419,False,,59455081,fasta,11289818,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 31901232}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,41543516.0,1509031711.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2017-10-26 15:28:42.954392,112785.0,7.0
,,2017-10-26 15:29:40.340275,slurm_normal,1509031836.0,0.0,,1.0,main_w4_handler1,3295382,17228434,False,,59455081,fasta,11289871,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 31901242}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,41448052.0,1509031829.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2017-10-26 15:30:46.621388,112788.0,7.0
,,2017-10-26 16:38:59.511318,slurm_normal,1509035960.0,0.0,,1.0,main_w4_handler0,3298530,17229845,False,,59455081,fasta,11291101,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 31858315}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,41513117.0,1509035952.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2017-10-26 16:39:21.837048,112873.0,8.0
,,2017-10-26 16:33:28.849616,slurm_normal,1509035647.0,0.0,,1.0,main_w3_handler0,3300449,17229741,False,,59455081,fasta,11291026,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 31903235}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,41528063.0,1509035638.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2017-10-26 16:34:15.797856,112957.0,9.0
,,2017-10-26 18:25:59.123574,slurm_normal,1509042390.0,0.0,,1.0,main_w4_handler1,3301288,17232473,False,,59455081,fasta,11292684,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 31909626}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,41549438.0,1509042382.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2017-10-26 18:26:39.478272,,8.0
,,2017-10-26 19:26:18.555793,slurm_normal,1509046010.0,0.0,,1.0,main_w3_handler1,3301337,17233130,False,,59455081,fasta,11293369,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 31910659}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,41550466.0,1509046001.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2017-10-26 19:26:57.572512,,9.0
,,2017-10-26 20:10:05.957143,slurm_normal,1509048640.0,0.0,,1.0,main_w3_handler0,3277408,17233430,False,,17303,fasta,11293726,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 31911166}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,41516325.0,1509048636.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2017-10-26 20:10:55.638772,112937.0,4.0
,,2017-10-26 17:31:58.169622,slurm_normal,1509039176.0,0.0,,1.0,main_w4_handler1,3301152,17230633,False,,59455081,fasta,11291836,slurm,,132112168.0,corral-repl,,"""8e90af4cba7311e7b44f005056ba55fb""","""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 31906611}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,,1509039167.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2017-10-26 17:32:59.865800,112947.0,9.0
,,2017-10-26 21:42:49.612774,slurm_normal,1509054186.0,0.0,,1.0,main_w4_handler1,3276548,17234248,False,,59455081,fasta,11294572,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""yes""",,"[{'src': 'hda', 'id': 31569947}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,41552801.0,1509054180.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2017-10-26 21:43:09.330180,112871.0,6.0
,,2017-10-26 18:23:33.213790,slurm_normal,1509042340.0,0.0,,1.0,main_w3_handler1,3277508,17232440,False,,1344,fasta,11292680,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 31909589}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,41528738.0,1509042337.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2017-10-26 18:27:25.229479,112946.0,3.0
,,2017-10-26 18:47:10.661661,slurm_normal,1509044001.0,0.0,,1.0,main_w3_handler1,3301320,17232737,False,,59455081,fasta,11293050,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 31910104}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,41549728.0,1509043995.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2017-10-26 18:57:48.294784,,6.0
,,2017-10-26 19:28:11.882109,slurm_normal,1509046123.0,0.0,,1.0,main_w3_handler0,3301288,17233142,False,,59455081,fasta,11293382,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 31910329}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,41549438.0,1509046116.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2017-10-26 19:28:49.012864,,7.0
,,2017-10-26 20:50:04.993237,slurm_normal,1509051030.0,0.0,,1.0,main_w4_handler1,3277497,17233847,False,,2444,cusp,11294129,slurm,,132112168.0,corral-repl,,"""39f86d00ba8f11e79a98005056ba55fb""","""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 31581929}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,,1509051026.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2017-10-26 20:50:35.215496,112944.0,4.0
,,2017-10-26 22:05:24.224039,slurm_normal,1509055573.0,0.0,,1.0,main_w3_handler1,3301509,17234362,False,,59455081,fasta,11294718,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 31913409}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,41553007.0,1509055561.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2017-10-26 22:06:17.442292,,12.0
,,2017-10-26 21:25:21.235107,slurm_normal,1509053149.0,0.0,,1.0,main_w3_handler0,3299716,17234173,False,,17303,fasta,11294486,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 31913020}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,41515923.0,1509053144.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2017-10-26 21:25:54.350670,,5.0
,,2017-10-27 01:29:48.261340,slurm_normal,1509067805.0,0.0,,1.0,main_w3_handler1,3300938,17235414,False,,59455081,fasta,11295817,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 31916352}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,41542563.0,1509067797.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2017-10-27 01:30:08.821270,,8.0
,,2017-10-27 03:30:25.965834,slurm_normal,1509075060.0,0.0,,1.0,main_w4_handler1,3301337,17235947,False,,59455081,fasta,11296402,slurm,,132112168.0,corral-repl,,,"""no""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""no""","""no""","""no""","""no""","""no""",,"[{'src': 'hda', 'id': 31917131}]","""yes""","""yes""","""no""","""no""","""no""",32.0,,41550466.0,1509075047.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2017-10-27 03:31:03.981669,,13.0
,,2017-10-27 08:20:21.648118,slurm_normal,1509092452.0,0.0,,1.0,main_w4_handler1,3301915,17237557,False,,781,fasta,11298268,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 31919652}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,41561565.0,1509092448.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2017-10-27 08:21:00.798795,,4.0
,,2018-01-07 13:30:22.937811,slurm_normal,1515331830.0,0.0,,1.0,main_w3_handler0,3384055,17965733,False,,24937,fasta,12042348,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 33204182}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,42789302.0,1515331826.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2018-01-07 13:30:32.189393,112951.0,4.0
,,2018-03-05 11:10:46.263187,slurm_normal,1520248307.0,0.0,7680.0,1.0,main_w4_handler0,3451372,18608601,False,,83032863,fasta,12703976,slurm,,132112168.0,corral-repl,,"""d7fb33b6206511e89a8f005056ba2773""","""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 34213564}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,,1520248301.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2018-03-05 11:11:48.853123,121504.0,6.0
,,2017-11-03 13:50:01.758254,slurm_normal,1509717060.0,0.0,,1.0,main_w3_handler0,3309467,17317494,False,,205608451,fasta,11377712,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 32050228}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,41717698.0,1509717048.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2017-11-03 13:51:07.451900,,12.0
,,2017-11-03 13:48:13.575847,slurm_normal,1509716930.0,0.0,,1.0,main_w3_handler0,3309467,17317451,False,,94151,fasta,11377675,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 32050182}]","""yes""","""yes""","""yes""","""yes""","""no""",32.0,,41717698.0,1509716926.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2017-11-03 13:48:52.555035,,4.0
,,2017-11-03 14:00:55.904271,slurm_normal,1509717699.0,0.0,,1.0,main_w4_handler0,3309467,17317566,False,,205608451,fasta,11377846,slurm,,132112168.0,corral-repl,,,"""yes""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""no""","""yes""","""no""","""yes""","""no""",,"[{'src': 'hda', 'id': 32050228}]","""yes""","""yes""","""no""","""no""","""no""",32.0,,41717698.0,1509717685.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: infoseq46/5.0.0,5.0.0,,2017-11-03 14:01:46.463432,,14.0
