bamfiles,bamfiles1,bamfiles10,bamfiles10_filetype,bamfiles11,bamfiles11_filetype,bamfiles12,bamfiles12_filetype,bamfiles13,bamfiles13_filetype,bamfiles14,bamfiles14_filetype,bamfiles15,bamfiles15_filetype,bamfiles16,bamfiles16_filetype,bamfiles17,bamfiles17_filetype,bamfiles18,bamfiles18_filetype,bamfiles19,bamfiles19_filetype,bamfiles1_filetype,bamfiles2,bamfiles20,bamfiles20_filetype,bamfiles21,bamfiles21_filetype,bamfiles22,bamfiles22_filetype,bamfiles23,bamfiles23_filetype,bamfiles24,bamfiles24_filetype,bamfiles25,bamfiles25_filetype,bamfiles26,bamfiles26_filetype,bamfiles27,bamfiles27_filetype,bamfiles28,bamfiles28_filetype,bamfiles29,bamfiles29_filetype,bamfiles2_filetype,bamfiles3,bamfiles30,bamfiles30_filetype,bamfiles31,bamfiles31_filetype,bamfiles32,bamfiles32_filetype,bamfiles33,bamfiles33_filetype,bamfiles34,bamfiles34_filetype,bamfiles35,bamfiles35_filetype,bamfiles36,bamfiles36_filetype,bamfiles37,bamfiles37_filetype,bamfiles38,bamfiles38_filetype,bamfiles39,bamfiles39_filetype,bamfiles3_filetype,bamfiles4,bamfiles40,bamfiles40_filetype,bamfiles41,bamfiles41_filetype,bamfiles42,bamfiles42_filetype,bamfiles43,bamfiles43_filetype,bamfiles44,bamfiles44_filetype,bamfiles45,bamfiles45_filetype,bamfiles46,bamfiles46_filetype,bamfiles47,bamfiles47_filetype,bamfiles48,bamfiles48_filetype,bamfiles49,bamfiles49_filetype,bamfiles4_filetype,bamfiles5,bamfiles50,bamfiles50_filetype,bamfiles51,bamfiles51_filetype,bamfiles52,bamfiles52_filetype,bamfiles53,bamfiles53_filetype,bamfiles54,bamfiles54_filetype,bamfiles55,bamfiles55_filetype,bamfiles56,bamfiles56_filetype,bamfiles57,bamfiles57_filetype,bamfiles58,bamfiles58_filetype,bamfiles59,bamfiles59_filetype,bamfiles5_filetype,bamfiles6,bamfiles60,bamfiles60_filetype,bamfiles6_filetype,bamfiles7,bamfiles7_filetype,bamfiles8,bamfiles8_filetype,bamfiles9,bamfiles9_filetype,bamfiles_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__workflow_invocation_uuid__,parameters.advancedOpt.__current_case__,parameters.advancedOpt.centerReads,parameters.advancedOpt.doExtendCustom.__current_case__,parameters.advancedOpt.doExtendCustom.doExtend,parameters.advancedOpt.doExtendCustom.extendReadsValue,parameters.advancedOpt.ignoreDuplicates,parameters.advancedOpt.minMappingQuality,parameters.advancedOpt.samFlagExclude,parameters.advancedOpt.samFlagInclude,parameters.advancedOpt.showAdvancedOpt,parameters.bamfiles,parameters.bamfiles.values,parameters.chromInfo,parameters.dbkey,parameters.mode.__current_case__,parameters.mode.binSize,parameters.mode.distanceBetweenBins,parameters.mode.modeOpt,parameters.mode.region_file,parameters.mode.region_file.values,parameters.multibam_conditional.__current_case__,parameters.multibam_conditional.bamfiles.__class__,parameters.multibam_conditional.orderMatters,parameters.outRawCounts,parameters.region,processor_count,region_file,region_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
96006210,96006210,93631672.0,bam,97396591.0,bam,96827904.0,bam,95330118.0,bam,98884907.0,bam,87526694.0,bam,88945572.0,bam,92928161.0,bam,92498458.0,bam,89266531.0,bam,bam,99704449,92907672.0,bam,82402087.0,bam,83928833.0,bam,87133170.0,bam,86547171.0,bam,89600014.0,bam,79284365.0,bam,80588530.0,bam,84088270.0,bam,83701830.0,bam,bam,88715903.0,112258159.0,bam,116689379.0,bam,103687517.0,bam,105521495.0,bam,109466087.0,bam,108756808.0,bam,93462062.0,bam,97235337.0,bam,86343781.0,bam,87966082.0,bam,bam,90141356.0,91364704.0,bam,90762534.0,bam,86445029.0,bam,,,,,,,,,,,,,,,bam,93735905.0,,,,,,,,,,,,,,,,,,,,,bam,93066771.0,,,bam,100028682.0,bam,103965922.0,bam,92093686.0,bam,bam,2016-03-20 20:30:03.368269,slurm_normal,1458505862.0,0,1.0,main_w1_handler0,1372215,12205269,False,,6417875.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,"""23810978,23810979,23810980,23810981,23810983,23810984,23810985,23810987,23810988,23810989,23810990,23810991,23810992,23810993,23810994,23810995,23810996,23810997,23810998,23810999,23811000,23811001,23811002,23811003,23811004,23811005,23811006,23811007,23811008,23811009,23811010,23811011,23811012,23811013,23811014,23811015,23811016,23811017,23811018,23811019,23811021,23811022""",,"""/galaxy-repl/localdata/chrom/panTro4.len""","""panTro4""",0,10000,0,bins,,,,,,"""False""","""""",32.0,,,,28361080.0,1458505855.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-03-20 20:31:06.878839,32813.0,7.0
8490197409,8490197409,,,,,,,,,,,,,,,,,,,,,bam,6619337593,,,,,,,,,,,,,,,,,,,,,bam,5457874500.0,,,,,,,,,,,,,,,,,,,,,bam,8080708036.0,,,,,,,,,,,,,,,,,,,,,bam,6309742734.0,,,,,,,,,,,,,,,,,,,,,bam,5161124622.0,,,bam,,,,,,,bam,2016-03-22 13:45:26.798124,slurm_normal,1458666942.0,0,1.0,main_w2_handler0,2312125,12226257,False,,6439605.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,"""23906286,23910676,23927128,23957759,23956824,23957773""",,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,10000,0,bins,,,,,,"""False""","""""",32.0,,,,28975786.0,1458654369.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-03-22 17:15:45.424312,29072.0,12573.0
2998766079,2998766079,,,,,,,,,,,,,,,,,,,,,bam,1186513575,,,,,,,,,,,,,,,,,,,,,bam,1291379665.0,,,,,,,,,,,,,,,,,,,,,bam,3307731406.0,,,,,,,,,,,,,,,,,,,,,bam,2424353306.0,,,,,,,,,,,,,,,,,,,,,bam,2456700930.0,,,bam,,,,,,,bam,2016-03-22 19:37:59.311197,slurm_normal,1458681588.0,0,1.0,main_w1_handler0,2608002,12230084,False,,6443935.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,"""23457519,23457529,23614811,23615020,23742618,23742619""",,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,10000,0,bins,,,,,,"""False""","""""",32.0,,,,28747253.0,1458675856.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-03-22 21:19:52.168076,55649.0,5732.0
215693800,215693800,,,,,,,,,,,,,,,,,,,,,bam,183926681,,,,,,,,,,,,,,,,,,,,,bam,185749145.0,,,,,,,,,,,,,,,,,,,,,bam,167320364.0,,,,,,,,,,,,,,,,,,,,,bam,141871471.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,bam,2016-03-24 13:28:06.240750,slurm_normal,1458826954.0,0,1.0,main_w1_handler2,2617409,12242984,False,,6455251.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,"""__collection_reduce__|14003""",,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,10000,0,bins,,,,,,"""False""","""""",32.0,,,,29178151.0,1458826666.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-03-24 13:42:37.808311,61799.0,288.0
3345018049,3345018049,,,,,,,,,,,,,,,,,,,,,bam,2720741303,,,,,,,,,,,,,,,,,,,,,bam,2529085554.0,,,,,,,,,,,,,,,,,,,,,bam,2676568305.0,,,,,,,,,,,,,,,,,,,,,bam,2823356715.0,,,,,,,,,,,,,,,,,,,,,bam,2816370943.0,,,bam,2979396715.0,bam,2674889427.0,bam,,,bam,2016-03-25 14:00:47.684966,slurm_normal,1458914523.0,0,1.0,main_w1_handler0,2301454,12251102,False,,6462523.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,"""19677449,19677450,19677451,19677452,19682016,19682017,19682018,19682020""",,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,10000,0,bins,,,,,,"""False""","""""",32.0,,,,28448641.0,1458914518.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-03-25 14:02:07.197755,63340.0,5.0
480209731,480209731,,,,,,,,,,,,,,,,,,,,,bam,511901698,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2016-03-25 15:12:32.422203,slurm_normal,1458918835.0,0,1.0,main_w2_handler1,2643115,12251816,False,,6463451.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,"""23989709,23989710""",,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",0,10000,0,bins,,,,,,"""False""","""""",32.0,,,,29133344.0,1458918821.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-03-25 15:13:57.930128,81148.0,14.0
2067217441,2067217441,,,,,,,,,,,,,,,,,,,,,bam,2238299427,,,,,,,,,,,,,,,,,,,,,bam,2457281053.0,,,,,,,,,,,,,,,,,,,,,bam,2381334226.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2016-03-25 15:21:06.639891,slurm_normal,1458919288.0,0,1.0,main_w1_handler0,2301454,12251907,False,,6463539.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,"""19674896,19674897,19674898,19674899""",,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,10000,0,bins,,,,,,"""False""","""""",32.0,,,,28448641.0,1458919284.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-03-25 15:21:30.087401,63340.0,4.0
480209731,480209731,,,,,,,,,,,,,,,,,,,,,bam,511901698,,,,,,,,,,,,,,,,,,,,,bam,493028189.0,,,,,,,,,,,,,,,,,,,,,bam,504294922.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2016-03-25 15:27:42.000773,slurm_normal,1458920190.0,0,1.0,main_w2_handler1,2646952,12251975,False,,6463604.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,"""24016820,24016821,24016822,24016826""",,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",0,10000,0,bins,,,,,,"""False""","""""",32.0,,,,29133344.0,1458919678.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-03-25 15:36:33.655486,81148.0,512.0
1215736285,1215736285,,,,,,,,,,,,,,,,,,,,,bam,1215736285,,,,,,,,,,,,,,,,,,,,,bam,1410118592.0,,,,,,,,,,,,,,,,,,,,,bam,512010195.0,,,,,,,,,,,,,,,,,,,,,bam,1233788200.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,bam,2016-05-24 19:15:25.876954,slurm_multi,1464119422.0,0,6.0,main_w2_handler2,2716748,12977293,False,,7164319,slurm,,132112168.0,corral-repl,,0.0,no,"""ce8b9cf821e311e68284005056a51846""",0,,,,,,,,,no,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b88cfcf22a135448'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b88cfcf22a135448'}, {'src': 'hda', 'id': 'bbd44e69cb8906b511cbe38c0eed07eb'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52f053aae94c156b6'}, {'src': 'hda', 'id': 'bbd44e69cb8906b52f833072a0de5878'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,10000,0,bins,,,,,,"""false""","""""",32.0,,,,29445865.0,1464118781.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-05-24 19:50:59.226405,81993.0,641.0
162331675,162331675,,,,,,,,,,,,,,,,,,,,,bam,236296962,,,,,,,,,,,,,,,,,,,,,bam,443954441.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2016-03-25 07:14:26.654610,slurm_normal,1458890167.0,0,1.0,main_w1_handler2,2642815,12248881,False,,6461088.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,"""23977983,23977987,23977990""",,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,10000,0,bins,,,,,,"""False""","""""",32.0,,,,29080134.0,1458890160.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-03-25 07:16:09.464892,78891.0,7.0
7354341310,7354341310,,,,,,,,,,,,,,,,,,,,,bam,7197289624,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2016-03-28 18:36:59.156688,slurm_normal,1459221367.0,0,1.0,main_w2_handler1,2647761,12263666,False,,6475950.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,"""24025241,24025247""",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,1000,0,bins,,,,,,"""False""","""""",32.0,,,,28734687.0,1459220790.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-03-29 03:16:19.541395,17244.0,577.0
2169636302,2169636302,2033742277.0,bam,2060207422.0,bam,2060127832.0,bam,1985210488.0,bam,2902639678.0,bam,3460755760.0,bam,2271497586.0,bam,1497973189.0,bam,1833429415.0,bam,2911495438.0,bam,bam,2357870207,1900426725.0,bam,2432760925.0,bam,1530297261.0,bam,1914253458.0,bam,2851532970.0,bam,2280197701.0,bam,2853227542.0,bam,1668605106.0,bam,2730585929.0,bam,4056065903.0,bam,bam,2655276906.0,2746016333.0,bam,3379226156.0,bam,1829116857.0,bam,1829116857.0,bam,2287281904.0,bam,3881714173.0,bam,2351585256.0,bam,2111772603.0,bam,2525853389.0,bam,2183076465.0,bam,bam,1455912414.0,2882806174.0,bam,2638635900.0,bam,3530911734.0,bam,1996184600.0,bam,3395213642.0,bam,2773807191.0,bam,1847304087.0,bam,2000505445.0,bam,1421718293.0,bam,1738871539.0,bam,bam,4288490547.0,2569568543.0,bam,2199175595.0,bam,1726564851.0,bam,2055730728.0,bam,3292958426.0,bam,3150959731.0,bam,2994338253.0,bam,2750041379.0,bam,2576839051.0,bam,3330097404.0,bam,bam,2041453629.0,1144607482.0,bam,bam,2164486292.0,bam,3550626928.0,bam,2149551117.0,bam,bam,2016-03-29 17:26:10.490332,slurm_normal,1459272999.0,0,1.0,main_w2_handler1,2642165,12275448,False,,6483372.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,"""23993747,23993748,23993750,23993751,23993752,23993753,23993754,23993755,23993756,23993757,23993758,23993761,23993762,23993763,23993764,23993765,23993766,23993767,23993768,23993769,23993770,23993771,23993773,23993774,23993775,23993777,23993778,23993779,23993785,23993786,23994175,23994176,23994177,23994180,23998560,23998561,23998562,23998568,23998569,23998570,23998571,23998572,23998573,23998574,23998575,23998576,23998578,23998579,23998580,23998581,23998582,23998583,23998584,23998585,23998586,23998587,23998588,23998589,23998590,24047677""",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,10000,0,bins,,,,,,"""True""","""""",32.0,,,,29266596.0,1459272990.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-03-29 17:36:48.841058,79663.0,9.0
25869394,25869394,,,,,,,,,,,,,,,,,,,,,bam,33503884,,,,,,,,,,,,,,,,,,,,,bam,25869396.0,,,,,,,,,,,,,,,,,,,,,bam,33503884.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2016-03-30 17:21:04.584061,reserved,1459368195.0,0,1.0,main_w2_handler0,2651665,12288360,False,,6494091.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,"""24066506,24066678,24066681,24066684""",,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,10000,0,bins,,,,,,"""True""","""""",32.0,,,,29276741.0,1459368173.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-03-30 20:03:23.712429,5254.0,22.0
1295921205,1295921205,,,,,,,,,,,,,,,,,,,,,bam,1190743389,,,,,,,,,,,,,,,,,,,,,bam,2888760346.0,,,,,,,,,,,,,,,,,,,,,bam,2800281715.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2016-03-31 10:00:45.175114,slurm_normal,1459426553.0,0,1.0,main_w2_handler0,2502735,12297006,False,,6504797.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,"""23979230,23979231,23980069,23980071""",,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,1000,0,bins,,,,,,"""False""","""""",32.0,,,,28747253.0,1459418458.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-03-31 12:15:55.841931,55649.0,8095.0
1295921205,1295921205,,,,,,,,,,,,,,,,,,,,,bam,1190743389,,,,,,,,,,,,,,,,,,,,,bam,2888760346.0,,,,,,,,,,,,,,,,,,,,,bam,2800281715.0,,,,,,,,,,,,,,,,,,,,,bam,553428325.0,,,,,,,,,,,,,,,,,,,,,bam,581628302.0,,,bam,,,,,,,bam,2016-03-31 11:02:43.079629,slurm_normal,1459433124.0,0,1.0,main_w1_handler1,2502735,12297577,False,,6505409.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,"""23979230,23979231,23980069,23980071,24082050,24082051""",,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,1000,0,bins,,,,,,"""False""","""""",32.0,,,,28747253.0,1459422461.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-03-31 14:05:27.393888,55649.0,10663.0
5119261983,5119261983,,,,,,,,,,,,,,,,,,,,,bam,7899974870,,,,,,,,,,,,,,,,,,,,,bam,6228730107.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2016-03-31 16:22:47.477340,slurm_normal,1459448370.0,0,1.0,main_w1_handler0,2312125,12302267,False,,6509674.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,"""24051124,24052024,24052025""",,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,10000,0,bins,,,,,,"""False""","""""",32.0,,,,29297634.0,1459441397.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-03-31 18:19:36.901578,29072.0,6973.0
162331675,162331675,193763226.0,bam,236296962.0,bam,268436920.0,bam,238431655.0,bam,246033596.0,bam,249514238.0,bam,216206043.0,bam,222592380.0,bam,250509618.0,bam,285256495.0,bam,bam,188671102,250639272.0,bam,443954441.0,bam,277608253.0,bam,343410459.0,bam,219600036.0,bam,253861648.0,bam,218284942.0,bam,204119916.0,bam,169727026.0,bam,239330552.0,bam,bam,119780202.0,119809460.0,bam,,,,,,,,,,,,,,,,,,,bam,322595595.0,,,,,,,,,,,,,,,,,,,,,bam,234031195.0,,,,,,,,,,,,,,,,,,,,,bam,175617421.0,,,bam,178350349.0,bam,119160070.0,bam,133905198.0,bam,bam,2016-03-31 23:17:45.569917,slurm_normal,1459466298.0,0,1.0,main_w1_handler2,2648239,12305639,False,,6513608.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,"""24027977,24027978,24027979,24027980,24027981,24027982,24027983,24027984,24027985,24027986,24027987,24027988,24027989,24027990,24027991,24027992,24027993,24027994,24027995,24027996,24027997,24027998,24027999,24028000,24028001,24028002,24028003,24028004,24028005,24028006""",,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,10000,0,bins,,,,,,"""False""","""""",32.0,,,,29009079.0,1459466279.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-03-31 23:18:20.468507,80620.0,19.0
651224604,651224604,,,,,,,,,,,,,,,,,,,,,bam,710034696,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2016-04-01 18:29:34.428951,slurm_normal,1459535409.0,0,1.0,main_w2_handler1,2575879,12314164,False,,6521380.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,"""23467874,23473455""",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,10000,0,bins,,,,,,"""False""","""""",32.0,,,,27690724.0,1459535403.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-04-01 18:30:11.454838,57068.0,6.0
500645050,500645050,,,,,,,,,,,,,,,,,,,,,bam,710034696,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2016-04-01 18:27:11.401438,slurm_normal,1459535258.0,0,1.0,main_w2_handler0,2575879,12314157,False,,6521368.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,"""23467389,23473616""",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,10000,0,bins,,,,,,"""False""","""""",32.0,,,,27690724.0,1459535248.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-04-01 18:27:42.542025,57068.0,10.0
1537612869,1537612869,,,,,,,,,,,,,,,,,,,,,bam,1380491585,,,,,,,,,,,,,,,,,,,,,bam,1442972757.0,,,,,,,,,,,,,,,,,,,,,bam,1353814067.0,,,,,,,,,,,,,,,,,,,,,bam,1469203714.0,,,,,,,,,,,,,,,,,,,,,bam,1474180833.0,,,bam,1095067952.0,bam,1439328472.0,bam,,,bam,2016-04-03 12:29:01.078427,slurm_normal,1459688403.0,0,1.0,main_w1_handler1,2229015,12325055,False,,6531753.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,"""18751000,18751001,18751002,18751003,20933902,20933903,20933904,20933905""",,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,200,50,bins,,,,,,"""False""","""chr7""",32.0,,,,29388342.0,1459686557.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-04-03 13:00:08.876128,60604.0,1846.0
1537612869,1537612869,,,,,,,,,,,,,,,,,,,,,bam,1380491585,,,,,,,,,,,,,,,,,,,,,bam,1442972757.0,,,,,,,,,,,,,,,,,,,,,bam,1353814067.0,,,,,,,,,,,,,,,,,,,,,bam,1469203714.0,,,,,,,,,,,,,,,,,,,,,bam,1474180833.0,,,bam,1095067952.0,bam,1439328472.0,bam,,,bam,2016-04-04 04:54:15.626641,slurm_normal,1459746289.0,0,1.0,main_w1_handler1,2229015,12330116,False,,6536544.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,"""18751000,18751001,18751002,18751003,20933902,20933903,20933904,20933905""",,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,1000,100,bins,,,,,,"""False""","""chr7""",32.0,,,,29388614.0,1459745672.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-04-04 05:04:50.523730,60604.0,617.0
1469203714,1469203714,,,,,,,,,,,,,,,,,,,,,bam,1474180833,,,,,,,,,,,,,,,,,,,,,bam,1095067952.0,,,,,,,,,,,,,,,,,,,,,bam,1439328472.0,,,,,,,,,,,,,,,,,,,,,bam,1948372702.0,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,bam,2016-04-04 05:41:28.840530,slurm_normal,1459749323.0,0,1.0,main_w2_handler0,2229015,12330255,False,,6536676.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,"""20933902,20933903,20933904,20933905,24099927""",,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",0,500,100,bins,,,,,,"""False""","""chr1""",32.0,,,,29400678.0,1459748502.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-04-04 05:55:28.013578,60604.0,821.0
2155820845,2155820845,,,,,,,,,,,,,,,,,,,,,bam,1751531062,,,,,,,,,,,,,,,,,,,,,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bam,2016-04-05 13:19:25.676886,slurm_normal,1459862402.0,0,1.0,main_w1_handler1,2634023,12343237,False,,6548591.roundup,slurm,,132112168.0,corral-repl,,,,,0,,,,,,,,,no,"""24135488,24136896""",,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,50000,0,bins,,,,,,"""True""","""""",32.0,,,,29353376.0,1459862397.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_multi_bam_summary/deeptools_multi_bam_summary/2.2.2.0,2.2.2.0,,2016-04-05 13:20:09.235625,38442.0,5.0
