advanced_options|bed_regions,advanced_options|bed_regions_filetype,bed_regions,bed_regions_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input_bams_0|input_bam,input_bams_0|input_bam_filetype,input_bams_10|input_bam,input_bams_10|input_bam_filetype,input_bams_11|input_bam,input_bams_11|input_bam_filetype,input_bams_12|input_bam,input_bams_12|input_bam_filetype,input_bams_13|input_bam,input_bams_13|input_bam_filetype,input_bams_14|input_bam,input_bams_14|input_bam_filetype,input_bams_15|input_bam,input_bams_15|input_bam_filetype,input_bams_16|input_bam,input_bams_16|input_bam_filetype,input_bams_17|input_bam,input_bams_17|input_bam_filetype,input_bams_18|input_bam,input_bams_18|input_bam_filetype,input_bams_19|input_bam,input_bams_19|input_bam_filetype,input_bams_1|input_bam,input_bams_1|input_bam_filetype,input_bams_20|input_bam,input_bams_20|input_bam_filetype,input_bams_21|input_bam,input_bams_21|input_bam_filetype,input_bams_22|input_bam,input_bams_22|input_bam_filetype,input_bams_23|input_bam,input_bams_23|input_bam_filetype,input_bams_24|input_bam,input_bams_24|input_bam_filetype,input_bams_25|input_bam,input_bams_25|input_bam_filetype,input_bams_26|input_bam,input_bams_26|input_bam_filetype,input_bams_27|input_bam,input_bams_27|input_bam_filetype,input_bams_28|input_bam,input_bams_28|input_bam_filetype,input_bams_29|input_bam,input_bams_29|input_bam_filetype,input_bams_2|input_bam,input_bams_2|input_bam_filetype,input_bams_30|input_bam,input_bams_30|input_bam_filetype,input_bams_31|input_bam,input_bams_31|input_bam_filetype,input_bams_32|input_bam,input_bams_32|input_bam_filetype,input_bams_33|input_bam,input_bams_33|input_bam_filetype,input_bams_34|input_bam,input_bams_34|input_bam_filetype,input_bams_35|input_bam,input_bams_35|input_bam_filetype,input_bams_36|input_bam,input_bams_36|input_bam_filetype,input_bams_37|input_bam,input_bams_37|input_bam_filetype,input_bams_38|input_bam,input_bams_38|input_bam_filetype,input_bams_39|input_bam,input_bams_39|input_bam_filetype,input_bams_3|input_bam,input_bams_3|input_bam_filetype,input_bams_40|input_bam,input_bams_40|input_bam_filetype,input_bams_41|input_bam,input_bams_41|input_bam_filetype,input_bams_42|input_bam,input_bams_42|input_bam_filetype,input_bams_43|input_bam,input_bams_43|input_bam_filetype,input_bams_44|input_bam,input_bams_44|input_bam_filetype,input_bams_45|input_bam,input_bams_45|input_bam_filetype,input_bams_46|input_bam,input_bams_46|input_bam_filetype,input_bams_47|input_bam,input_bams_47|input_bam_filetype,input_bams_48|input_bam,input_bams_48|input_bam_filetype,input_bams_49|input_bam,input_bams_49|input_bam_filetype,input_bams_4|input_bam,input_bams_4|input_bam_filetype,input_bams_50|input_bam,input_bams_50|input_bam_filetype,input_bams_51|input_bam,input_bams_51|input_bam_filetype,input_bams_52|input_bam,input_bams_52|input_bam_filetype,input_bams_53|input_bam,input_bams_53|input_bam_filetype,input_bams_54|input_bam,input_bams_54|input_bam_filetype,input_bams_55|input_bam,input_bams_55|input_bam_filetype,input_bams_56|input_bam,input_bams_56|input_bam_filetype,input_bams_57|input_bam,input_bams_57|input_bam_filetype,input_bams_58|input_bam,input_bams_58|input_bam_filetype,input_bams_59|input_bam,input_bams_59|input_bam_filetype,input_bams_5|input_bam,input_bams_5|input_bam_filetype,input_bams_60|input_bam,input_bams_60|input_bam_filetype,input_bams_61|input_bam,input_bams_61|input_bam_filetype,input_bams_62|input_bam,input_bams_62|input_bam_filetype,input_bams_63|input_bam,input_bams_63|input_bam_filetype,input_bams_64|input_bam,input_bams_64|input_bam_filetype,input_bams_65|input_bam,input_bams_65|input_bam_filetype,input_bams_66|input_bam,input_bams_66|input_bam_filetype,input_bams_67|input_bam,input_bams_67|input_bam_filetype,input_bams_68|input_bam,input_bams_68|input_bam_filetype,input_bams_69|input_bam,input_bams_69|input_bam_filetype,input_bams_6|input_bam,input_bams_6|input_bam_filetype,input_bams_70|input_bam,input_bams_70|input_bam_filetype,input_bams_71|input_bam,input_bams_71|input_bam_filetype,input_bams_72|input_bam,input_bams_72|input_bam_filetype,input_bams_73|input_bam,input_bams_73|input_bam_filetype,input_bams_74|input_bam,input_bams_74|input_bam_filetype,input_bams_75|input_bam,input_bams_75|input_bam_filetype,input_bams_76|input_bam,input_bams_76|input_bam_filetype,input_bams_77|input_bam,input_bams_77|input_bam_filetype,input_bams_78|input_bam,input_bams_78|input_bam_filetype,input_bams_79|input_bam,input_bams_79|input_bam_filetype,input_bams_7|input_bam,input_bams_7|input_bam_filetype,input_bams_80|input_bam,input_bams_80|input_bam_filetype,input_bams_81|input_bam,input_bams_81|input_bam_filetype,input_bams_82|input_bam,input_bams_82|input_bam_filetype,input_bams_83|input_bam,input_bams_83|input_bam_filetype,input_bams_84|input_bam,input_bams_84|input_bam_filetype,input_bams_85|input_bam,input_bams_85|input_bam_filetype,input_bams_86|input_bam,input_bams_86|input_bam_filetype,input_bams_87|input_bam,input_bams_87|input_bam_filetype,input_bams_88|input_bam,input_bams_88|input_bam_filetype,input_bams_89|input_bam,input_bams_89|input_bam_filetype,input_bams_8|input_bam,input_bams_8|input_bam_filetype,input_bams_90|input_bam,input_bams_90|input_bam_filetype,input_bams_91|input_bam,input_bams_91|input_bam_filetype,input_bams_92|input_bam,input_bams_92|input_bam_filetype,input_bams_93|input_bam,input_bams_93|input_bam_filetype,input_bams_9|input_bam,input_bams_9|input_bam_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.advanced_options.__current_case__,parameters.advanced_options.advanced_options_selector,parameters.advanced_options.coefficient_for_downgrading,parameters.advanced_options.disable_probabilistic_realignment,parameters.advanced_options.exclude_read_group.__current_case__,parameters.advanced_options.exclude_read_group.exclude_read_groups,parameters.advanced_options.extended_BAQ_computation,parameters.advanced_options.filter_by_flags.__current_case__,parameters.advanced_options.filter_by_flags.exclude_flags,parameters.advanced_options.filter_by_flags.filter_flags,parameters.advanced_options.filter_by_flags.require_flags,parameters.advanced_options.ignore_overlaps,parameters.advanced_options.limit_by_region.__current_case__,parameters.advanced_options.limit_by_region.bed_regions,parameters.advanced_options.limit_by_region.bed_regions.values,parameters.advanced_options.limit_by_region.limit_by_regions,parameters.advanced_options.limit_by_region.region_paste,parameters.advanced_options.max_reads_per_bam,parameters.advanced_options.minimum_base_quality,parameters.advanced_options.minimum_mapping_quality,parameters.advanced_options.region_string,parameters.advanced_options.skip_anomalous_read_pairs,parameters.chromInfo,parameters.dbkey,parameters.genotype_likelihood_computation_type.__current_case__,parameters.genotype_likelihood_computation_type.base_position_on_reads,parameters.genotype_likelihood_computation_type.genotype_likelihood_computation_type_selector,parameters.genotype_likelihood_computation_type.output_mapping_quality,parameters.input_bams_0|input_bam|__identifier__,parameters.reference_source.__current_case__,parameters.reference_source.input_bams,parameters.reference_source.ref_file,parameters.reference_source.ref_file.__class__,parameters.reference_source.ref_file.value,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,processor_count,ref_file,ref_file_filetype,reference_source|input_bams_0|input_bam,reference_source|input_bams_0|input_bam_filetype,reference_source|input_bams_1|input_bam,reference_source|input_bams_1|input_bam_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,,,,,2015-05-28 09:45:24.786670,slurm_normal,1432806978.0,0,,1.0,main_w1_handler1,2322138,9552301,False,,409951894.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3866204.roundup,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/16235.len""","""16235""",1.0,False,do_not_perform_genotype_likelihood_computation,False,,1,"[{'__index__': 0, 'input_bam': 19839296}]",19838979,,,,history,32.0,5009545.0,fasta,,,,,,23309925.0,1432806335.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-05-28 09:56:22.682478,60721.0,643.0
,,,,,,2015-05-28 11:23:56.194335,slurm_normal,1432812468.0,0,,1.0,main_w2_handler1,2322193,9552799,False,,17947446.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3866713.roundup,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/bosTau6.len""","""bosTau6""",,,,,,0,"[{'__index__': 0, 'input_bam': 19840346}]",bosTau6,,,,cached,32.0,,,,,,,,23310017.0,1432812367.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-05-28 11:27:51.477018,424.0,101.0
,,,,,,2015-05-28 11:23:47.686036,slurm_normal,1432812361.0,0,,1.0,main_w1_handler1,2322193,9552798,False,,17947446.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3866703.roundup,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/bosTau6.len""","""bosTau6""",,,,,,0,"[{'__index__': 0, 'input_bam': 19840346}]",bosTau6,,,,cached,32.0,,,,,,,,23310017.0,1432812235.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-05-28 11:26:04.277610,424.0,126.0
,,,,,,2015-05-28 11:26:21.016208,slurm_normal,1432812437.0,0,,1.0,main_w1_handler0,2322253,9552812,False,,8831993.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3866715.roundup,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",,,,,,0,"[{'__index__': 0, 'input_bam': 19840521}]",Araly1,,,,cached,32.0,,,,,,,,23311186.0,1432812392.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-05-28 11:27:19.714277,,45.0
,,,,,,2015-05-28 11:56:20.766985,slurm_normal,1432814244.0,0,,1.0,main_w1_handler1,2322193,9553074,False,,17042902.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3866981.roundup,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/bosTau6.len""","""bosTau6""",,,,,,0,"[{'__index__': 0, 'input_bam': 19840793}]",bosTau6,,,,cached,32.0,,,,,,,,23310017.0,1432814189.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-05-28 11:57:28.019280,424.0,55.0
,,,,,,2015-05-28 11:41:40.993822,slurm_normal,1432813367.0,0,,1.0,main_w2_handler1,2322193,9552969,False,,17042902.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3866880.roundup,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/bosTau6.len""","""bosTau6""",,,,,,0,"[{'__index__': 0, 'input_bam': 19840665}]",bosTau6,,,,cached,32.0,,,,,,,,23310017.0,1432813309.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-05-28 11:42:50.648708,424.0,58.0
,,,,,,2015-05-28 12:12:29.483191,slurm_normal,1432815206.0,0,,1.0,main_w1_handler0,2322193,9553191,False,,17017790.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3867074.roundup,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/bosTau6.len""","""bosTau6""",,,,,,0,"[{'__index__': 0, 'input_bam': 19840896}]",bosTau6,,,,cached,32.0,,,,,,,,23310017.0,1432815156.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-05-28 12:13:31.319794,424.0,50.0
,,,,,,2015-05-28 12:06:22.934823,slurm_normal,1432814843.0,0,,1.0,main_w1_handler1,2322193,9553165,False,,17017790.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3867048.roundup,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/bosTau6.len""","""bosTau6""",,,,,,0,"[{'__index__': 0, 'input_bam': 19840896}]",bosTau6,,,,cached,32.0,,,,,,,,23310017.0,1432814792.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-05-28 12:07:27.363639,424.0,51.0
,,,,,,2015-05-29 06:37:23.282569,slurm_normal,1432881504.0,0,,1.0,main_w2_handler0,2322063,9559689,False,,1166028.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3873086.roundup,slurm,,132112168.0,corral-repl,,,1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,,,,,0,"[{'__index__': 0, 'input_bam': 19839801}]",hg19,,,,cached,32.0,,,,,,,,23329036.0,1432881456.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-05-29 06:38:32.396633,63493.0,48.0
,,,,,,2015-05-28 13:27:28.543647,slurm_normal,1432819965.0,0,,1.0,main_w2_handler0,2322414,9553643,False,,7100632.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3867451.roundup,slurm,,132112168.0,corral-repl,,"""3fa51a6e053d11e5825e005056a52a46""",1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/bosTau6.len""","""bosTau6""",,,,,,0,"[{'__index__': 0, 'input_bam': 19841530}]",bosTau6,,,,cached,32.0,,,,,,,,23310017.0,1432819924.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-05-28 13:32:49.371709,424.0,41.0
,,,,,,2015-05-28 13:48:46.164650,slurm_normal,1432821327.0,0,,1.0,main_w1_handler1,2322434,9553765,False,,7100568.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3867539.roundup,slurm,,132112168.0,corral-repl,,"""3585baea054011e5908b005056a52a46""",1.0,basic,,,,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/bosTau6.len""","""bosTau6""",,,,,,0,"[{'__index__': 0, 'input_bam': 19841724}]",bosTau6,,,,cached,32.0,,,,,,,,23310017.0,1432821284.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-05-28 13:55:28.720599,424.0,43.0
,,,,,,2015-06-02 23:05:01.733099,slurm_normal,1433286334.0,0,,1.0,main_w2_handler0,2285174,9585482,False,,4081992.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3897499.roundup,slurm,,132112168.0,corral-repl,,,0.0,advanced,0,False,2.0,no_limit,False,1.0,,nofilter,,False,2.0,,,no_limit,,250,30,30,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,,,,,1,"[{'__index__': 0, 'input_bam': 19882367}]",19882366,,,,history,32.0,159205.0,fasta,,,,,,23390365.0,1433286331.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-06-02 23:05:36.811915,49035.0,3.0
,,,,,,2015-06-02 22:56:35.585099,slurm_normal,1433285826.0,0,,1.0,main_w2_handler0,2285174,9585418,False,,4081992.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3897444.roundup,slurm,,132112168.0,corral-repl,,,0.0,advanced,0,False,2.0,no_limit,False,1.0,,nofilter,,False,2.0,,,no_limit,,250,30,35,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,,,,,1,"[{'__index__': 0, 'input_bam': 19882367}]",19882366,,,,history,32.0,159205.0,fasta,,,,,,22744562.0,1433285819.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-06-02 22:57:07.956467,49035.0,7.0
,,,,,,2015-06-02 22:18:42.972380,slurm_normal,1433283598.0,0,,1.0,main_w1_handler1,2328196,9585223,False,,34663012.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3897310.roundup,slurm,,132112168.0,corral-repl,,,0.0,advanced,0,False,2.0,no_limit,False,1.0,,nofilter,,False,2.0,,,no_limit,,550,25,30,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,,,,,1,"[{'__index__': 0, 'input_bam': 19891569}]",19891567,,,,history,32.0,239094.0,fasta,,,,,,22744562.0,1433283548.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-06-02 22:20:01.719749,49035.0,50.0
,,,,,,2015-06-02 22:37:02.926182,slurm_normal,1433284842.0,0,,1.0,main_w2_handler0,2328196,9585393,False,,34663012.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3897381.roundup,slurm,,132112168.0,corral-repl,,,0.0,advanced,0,False,2.0,no_limit,False,1.0,,nofilter,,False,2.0,,,no_limit,,261,30,35,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,,,,,1,"[{'__index__': 0, 'input_bam': 19891569}]",19891567,,,,history,32.0,239094.0,fasta,,,,,,23390365.0,1433284651.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-06-02 22:40:48.304937,49035.0,191.0
,,,,,,2015-06-02 22:54:55.901739,slurm_normal,1433285800.0,0,,1.0,main_w2_handler0,2285174,9585417,False,,4081992.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3897440.roundup,slurm,,132112168.0,corral-repl,,,0.0,advanced,0,False,2.0,no_limit,False,1.0,,nofilter,,False,2.0,,,no_limit,,250,30,30,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,,,,,1,"[{'__index__': 0, 'input_bam': 19882367}]",19882366,,,,history,32.0,159205.0,fasta,,,,,,22744562.0,1433285735.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-06-02 22:56:46.257656,49035.0,65.0
,,,,,,2015-06-02 22:53:08.292193,slurm_normal,1433285631.0,0,,1.0,main_w2_handler1,2285174,9585415,False,,4081992.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3897436.roundup,slurm,,132112168.0,corral-repl,,,0.0,advanced,0,False,2.0,no_limit,False,1.0,,nofilter,,False,2.0,,,no_limit,,250,20,20,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,,,,,1,"[{'__index__': 0, 'input_bam': 19882367}]",19882366,,,,history,32.0,159205.0,fasta,,,,,,22744562.0,1433285621.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-06-02 22:53:54.029419,49035.0,10.0
,,,,,,2015-06-02 23:12:29.490566,slurm_normal,1433286792.0,0,,1.0,main_w2_handler0,2285174,9585523,False,,4081992.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3897556.roundup,slurm,,132112168.0,corral-repl,,,0.0,advanced,0,False,2.0,no_limit,False,1.0,,nofilter,,False,2.0,,,no_limit,,250,25,20,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,,,,,1,"[{'__index__': 0, 'input_bam': 19882367}]",19882366,,,,history,32.0,159205.0,fasta,,,,,,22744562.0,1433286781.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-06-02 23:13:17.289452,49035.0,11.0
,,,,,,2015-06-02 23:08:46.389576,slurm_normal,1433286569.0,0,,1.0,main_w2_handler0,2285174,9585505,False,,4081992.0,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3897530.roundup,slurm,,132112168.0,corral-repl,,,0.0,advanced,0,False,2.0,no_limit,False,1.0,,nofilter,,False,2.0,,,no_limit,,250,20,25,,False,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,,,,,1,"[{'__index__': 0, 'input_bam': 19882367}]",19882366,,,,history,32.0,159205.0,fasta,,,,,,23390365.0,1433286560.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/samtools_mpileup/samtools_mpileup/2.0,2.0,,2015-06-02 23:09:34.795051,49035.0,9.0
