chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,infile_control_cond1,infile_control_cond1_filetype,infile_control_cond2,infile_control_cond2_filetype,infile_pileup_cond1,infile_pileup_cond1_filetype,infile_pileup_cond2,infile_pileup_cond2_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.cutoff,parameters.dbkey,parameters.depth1,parameters.depth2,parameters.infile_control_cond1,parameters.infile_control_cond1.values,parameters.infile_control_cond2,parameters.infile_control_cond2.values,parameters.infile_pileup_cond1,parameters.infile_pileup_cond1.values,parameters.infile_pileup_cond2,parameters.infile_pileup_cond2.values,parameters.maxgap,parameters.minlen,parameters.outputs,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-02-17 17:01:44.573158,slurm_normal,1455729916.0,0,1.0,main_w2_handler1,2589142,11858932,False,554481466,bedgraph,497393540,bedgraph,901503745,bedgraph,618788533,bedgraph,,6100341.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/013/967/dataset_13967963.dat""","""1.0""","""dm6""","""14""","""12""",23188944,,23188948,,23189078,,23188949,,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,27907924,1455728916.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-02-17 17:25:23.572723,59928,1000.0
,,2016-02-19 14:37:44.570976,slurm_normal,1455893807.0,0,1.0,main_w2_handler1,2526101,11877580,False,2667801130,bedgraph,2855144944,bedgraph,1300200408,bedgraph,1712189582,bedgraph,,6117836.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",23391177,,23391193,,23391176,,23391192,,"""100""","""200""","[""--ofile-both-conditions""]",32.0,,28493264,1455892697.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-02-19 14:56:53.850972,74595,1110.0
,,2016-02-22 20:53:01.905169,slurm_normal,1456174713.0,0,1.0,main_w1_handler0,2607906,11903139,False,27240234,bedgraph,18083355,bedgraph,16887195,bedgraph,16552705,bedgraph,,6141657.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""1.0""","""mm9""","""1""","""1""",23462191,,23461588,,23462190,,23461587,,"""100""","""200""","[""--ofile-both-conditions""]",32.0,,28547408,1456174557.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-02-22 20:58:40.228600,36153,156.0
,,2016-02-19 15:21:53.947955,slurm_normal,1455896783.0,0,1.0,main_w1_handler1,2526101,11878021,False,2667801130,bedgraph,2855144944,bedgraph,1300200408,bedgraph,1712189582,bedgraph,,6118195.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",23391177,,23391193,,23391176,,23391192,,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,28493264,1455895497.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-02-19 15:46:33.456081,74595,1286.0
,,2016-02-23 17:51:17.351127,slurm_normal,1456251017.0,0,1.0,main_w1_handler2,2589142,11912624,False,497393540,bedgraph,497393540,bedgraph,901503745,bedgraph,618788533,bedgraph,,6150183.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/013/967/dataset_13967963.dat""","""1.0""","""dm6""","""14""","""12""",23188948,,23188948,,23189078,,23188949,,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,27907924,1456250575.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-02-23 18:10:23.734422,59928,442.0
,,2016-02-25 13:12:27.347432,slurm_normal,1456406103.0,0,1.0,main_w2_handler1,2612407,11938975,False,247634646,bedgraph,274383365,bedgraph,76451196,bedgraph,216605861,bedgraph,,6169649.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""1.0""","""mm10""","""1""","""1""",23511880,,23511884,,23511879,,23511883,,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,28491104,1456405998.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-02-25 13:15:06.661915,78933,105.0
,,2016-02-29 15:22:13.613117,slurm_normal,1456760212.0,0,1.0,main_w2_handler1,2609965,11967778,False,1975979232,bedgraph,1613115710,bedgraph,2031768981,bedgraph,1501149507,bedgraph,,6200533.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",23529880,,23529832,,23529879,,23529831,,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,28570004,1456759369.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-02-29 15:36:54.624858,79205,843.0
,,2016-09-25 20:08:19.596716,slurm_normal,1474835017.0,0,1.0,main_w3_handler0,2829536,13937859,False,433207838,bedgraph,754686271,bedgraph,1744925803,bedgraph,2045504310,bedgraph,,8160269.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57a6c59ee97e37e6d'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5578010976f6e2869'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55f5e46832cd090d8'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5225ddc90e899a072'}]","""100""","""200""","[""--ofile-both-conditions""]",32.0,,33166196,1474834203.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-09-25 20:23:39.552505,90821,814.0
,,2016-06-13 14:37:02.336524,slurm_normal,1465828797.0,0,1.0,main_w1_handler1,1285283,13148705,False,337989338,bedgraph,166247323,bedgraph,324067974,bedgraph,71687656,bedgraph,,7332971.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""1.0""","""Arabidopsis_thaliana_TAIR10""","""1""","""1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5361a3655ce2061b4'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50a21e98d831d0741'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b586e65dd7bc39201e'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5142c414f19fd38ad'}]","""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,30510112,1465828635.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2016-06-13 14:40:00.138735,30507,162.0
,,2017-04-06 19:28:00.224376,slurm_normal,1491508572.0,0,1.0,main_w3_handler0,3049750,15511232,False,1923845814,bedgraph,1789023298,bedgraph,2455960339,bedgraph,2835697185,bedgraph,,9637944.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""1.0""","""mm9""","""48""","""57""",,"[{'src': 'hda', 'id': 28971689}]",,"[{'src': 'hda', 'id': 28971702}]",,"[{'src': 'hda', 'id': 28971688}]",,"[{'src': 'hda', 'id': 28971701}]","""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,37164212,1491506899.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2017-04-06 19:56:26.421676,95216,1673.0
,,2017-04-19 20:28:48.841235,slurm_normal,1492634108.0,0,1.0,main_w4_handler0,3060657,15629081,False,161983102,bedgraph,177137243,bedgraph,816122669,bedgraph,974466466,bedgraph,"INFO  @ Wed, 19 Apr 2017 15:29:21: Read and build treatment 1 bedGraph... 
INFO  @ Wed, 19 Apr 2017 15:30:04: Read and build control 1 bedGraph... 
INFO  @ Wed, 19 Apr 2017 15:30:14: Read and build treatment 2 bedGraph... 
INFO  @ Wed, 19 Apr 2017 15:31:1",9747699.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""1.0""","""mm10""","""1""","""1""",,"[{'src': 'hda', 'id': 29269458}]",,"[{'src': 'hda', 'id': 29269718}]",,"[{'src': 'hda', 'id': 29269457}]",,"[{'src': 'hda', 'id': 29269717}]","""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",32.0,,37032143,1492633751.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20140616.0,2.1.0.20140616.0,,2017-04-19 20:36:08.425021,97264,357.0
