create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,input2,input2_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.globaldifferences,parameters.input1,parameters.input1.values,parameters.input2,parameters.input2.values,parameters.out_format1,parameters.out_format2,parameters.out_format3,parameters.wordsize,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-02-28 14:02:01.466109,rodeo_normal,1425132133.0,0.0,,1.0,main_w2_handler0,2196283,8833159,False,,11855164,fasta,11370676,fasta,2953802.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",18677404,,18677403,,"""diffseq""","""gff""","""gff""","""50""",32.0,,21032455,1425132129.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2015-02-28 14:02:17.301842,,4.0
2017-03-01 14:21:09.842271,slurm_normal,1488378079.0,0.0,,1.0,main_w4_handler1,3015135,15178725,False,,106121,fasta,106109,fasta,9329226.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""",,"[{'src': 'hda', 'id': 28571038}]",,"[{'src': 'hda', 'id': 28571015}]","""diffseq""","""gff""","""gff""","""10""",32.0,,36358849,1488378074.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2017-03-01 14:21:21.521236,,5.0
2017-03-02 18:49:13.172141,slurm_normal,1488489115.0,0.0,,1.0,main_w4_handler1,3009520,15191502,False,,1818987,fasta,1788685,fasta,9342308.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""",,"[{'src': 'hda', 'id': 28590915}]",,"[{'src': 'hda', 'id': 28590771}]","""excel""","""gff""","""gff""","""20""",32.0,,35281501,1488480556.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2017-03-02 21:11:58.389318,5613.0,8559.0
2017-03-07 19:08:51.779769,slurm_normal,1488913741.0,0.0,,1.0,main_w4_handler0,3009978,15234235,False,,5144173,fasta,347,fasta,9382432.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""no""",,"[{'src': 'hda', 'id': 28532253}]",,"[{'src': 'hda', 'id': 28640359}]","""diffseq""","""gff""","""gff""","""20""",32.0,,36490266,1488913735.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2017-03-07 19:09:04.686087,99424.0,6.0
2017-05-23 15:07:31.116327,slurm_normal,1495552066.0,0.0,,1.0,main_w3_handler0,3123649,15918242,False,,601120408,fasta,769751361,fasta,10015910.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/264.len""","""264""","""no""",,"[{'src': 'hda', 'id': 29733637}]",,"[{'src': 'hda', 'id': 29733631}]","""diffseq""","""gff""","""gff""","""20""",32.0,,38162112,1495552062.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2017-05-23 15:07:48.852027,106469.0,4.0
2017-07-07 02:33:59.184394,slurm_normal,1499394858.0,0.0,,1.0,main_w4_handler0,3180861,16278660,False,,31899,fasta,23575,fasta,10349357.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""no""",,"[{'src': 'hda', 'id': 30341977}]",,"[{'src': 'hda', 'id': 30341976}]","""diffseq""","""gff""","""gff""","""20""",32.0,,39080839,1499394852.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2017-07-07 02:34:21.866342,108491.0,6.0
2017-09-21 07:53:33.996401,slurm_normal,1505980462.0,0.0,,1.0,main_w3_handler0,3259332,16886749,False,,18937,fasta,519,fasta,10953250.roundup,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""",,"[{'src': 'hda', 'id': 31343921}]",,"[{'src': 'hda', 'id': 31344249}]","""excel""","""gff""","""gff""","""1000""",32.0,,40638969,1505980458.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2017-09-21 07:54:30.935359,,4.0
2017-11-16 17:08:45.222978,slurm_normal,1510852176.0,0.0,,1.0,main_w4_handler0,3319403,17484159,False,,1251213,fasta,1286431,fasta,11542425,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""",,"[{'src': 'hda', 'id': 32209389}]",,"[{'src': 'hda', 'id': 32209391}]","""excel""","""gff""","""gff""","""20""",32.0,,40883689,1510852154.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2017-11-16 17:09:43.266688,5613.0,22.0
2018-01-18 11:24:36.793073,slurm_normal,1516274686.0,0.0,,1.0,main_w3_handler1,3383979,18071009,False,,174549,fasta,174549,fasta,12149522,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""",,"[{'src': 'hda', 'id': 33368367}]",,"[{'src': 'hda', 'id': 33368366}]","""diffseq""","""gff""","""gff""","""20""",32.0,,43022166,1516274682.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2018-01-18 11:24:48.667136,,4.0
2018-01-19 22:42:52.199520,slurm_normal,1516401832.0,0.0,,1.0,main_w3_handler0,3397050,18089617,False,,27231974,fasta,7092,fasta,12168817,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""",,"[{'src': 'hda', 'id': 33400330}]",,"[{'src': 'hda', 'id': 33400314}]","""diffseq""","""gff""","""gff""","""20""",32.0,,42949236,1516401784.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2018-01-19 22:43:53.466487,5613.0,48.0
2018-02-13 06:15:28.650047,slurm_normal,1518502542.0,0.0,7680.0,1.0,main_w3_handler1,3405874,18360589,False,,145,txt,145,txt,12445491,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""no""",,"[{'src': 'hda', 'id': 33822625}]",,"[{'src': 'hda', 'id': 33822627}]","""diffseq""","""gff""","""gff""","""2""",32.0,,43879719,1518502538.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2018-02-13 06:15:44.608061,120682.0,4.0
2018-02-13 06:23:02.348650,slurm_normal,1518502992.0,0.0,7680.0,1.0,main_w3_handler1,3405874,18360699,False,,145,txt,145,txt,12445616,slurm,,132112168.0,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""no""",,"[{'src': 'hda', 'id': 33822625}]",,"[{'src': 'hda', 'id': 33822627}]","""diffseq""","""gff""","""gff""","""20""",32.0,,43879719,1518502989.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: diffseq22/5.0.0,5.0.0,,2018-02-13 06:23:15.099889,120682.0,3.0
