create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.fiveprime,parameters.input1,parameters.input1.values,parameters.minlength,parameters.mismatches,parameters.out_format1,parameters.reverse,parameters.tolower,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-11-05 11:05:03.681830,slurm_normal,1446721521.0,0.0,1.0,main_w1_handler2,2496559,10825641,False,,3028,fasta,5080972.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""",21886843,,"""4""","""1""","""fasta""","""yes""","""no""",32.0,,26117677,1446721516.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: trimest102/5.0.0,5.0.0,,2015-11-05 11:05:25.532890,72758.0,5.0
2015-11-05 11:05:02.478116,slurm_normal,1446721524.0,0.0,1.0,main_w2_handler1,2496564,10825640,False,,3028,fasta,5080971.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""",21886845,,"""4""","""1""","""fasta""","""yes""","""no""",32.0,,26117722,1446721513.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: trimest102/5.0.0,5.0.0,,2015-11-05 11:05:31.742850,72759.0,11.0
2015-12-13 20:48:36.052409,slurm_normal,1450039744.0,0.0,1.0,main_w2_handler1,2537163,11168173,False,,3028,fasta,5437520.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""",22436401,,"""4""","""1""","""fasta""","""yes""","""no""",32.0,,26781900,1450039738.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: trimest102/5.0.0,5.0.0,,2015-12-13 20:49:07.229265,,6.0
2015-12-14 20:33:11.683981,slurm_normal,1450125253.0,0.0,1.0,main_w2_handler0,2538335,11178160,False,,3028,fasta,5446258.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""",22455048,,"""4""","""1""","""fasta""","""yes""","""no""",32.0,,26249802,1450125244.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: trimest102/5.0.0,5.0.0,,2015-12-14 20:34:15.505313,72759.0,9.0
2015-12-15 19:25:16.574233,slurm_normal,1450207554.0,0.0,1.0,main_w1_handler0,2527070,11189597,False,,3028,fasta,5457613.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""",22471149,,"""4""","""1""","""fasta""","""yes""","""no""",32.0,,26560767,1450207548.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: trimest102/5.0.0,5.0.0,,2015-12-15 19:26:00.021002,72758.0,6.0
2016-08-18 00:25:08.558386,slurm_normal,1471479952.0,0.0,1.0,main_w4_handler0,2795483,13679822,False,,137490991,fasta,7897526.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51dcf9cb4208e195c'}]","""10""","""1""","""fasta""","""yes""","""no""",32.0,,32351070,1471479921.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: trimest102/5.0.0,5.0.0,,2016-08-18 00:25:53.752803,63456.0,31.0
2016-08-18 00:19:18.152584,slurm_normal,1471479594.0,0.0,1.0,main_w3_handler1,2795483,13679808,False,,164917725,fasta,7897513.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ac89b3be5ebd1631'}]","""4""","""4""","""fasta""","""no""","""no""",32.0,,32351070,1471479568.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: trimest102/5.0.0,5.0.0,,2016-08-18 00:19:55.031400,63456.0,26.0
2014-10-29 09:13:21.784142,rodeo_normal,1414574015.0,0.0,1.0,main_w1_handler1,2100969,8061348,False,,52854,fasta,91556.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""",17365038,,"""4""","""1""","""fasta""","""yes""","""no""",2.0,,17995665,1414574013.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: trimest102/5.0.0,5.0.0,,2014-10-29 09:13:38.497158,55098.0,2.0
2014-09-23 18:42:57.286438,roundup_single,1411497800.0,0.0,1.0,main_w2_handler1,815198,7844170,False,,82619868,fasta,1827025,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""",16996788,,"""4""","""1""","""fasta""","""yes""","""no""",32.0,,17159734,1411497791.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: trimest102/5.0.0,5.0.0,,2014-09-23 18:43:22.637278,17569.0,9.0
2014-09-24 21:49:18.683496,roundup_single,1411595380.0,0.0,1.0,main_w2_handler1,2064773,7855688,False,,82619868,fasta,1837641,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""",17012763,,"""4""","""1""","""fasta""","""yes""","""no""",32.0,,17197291,1411595371.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: trimest102/5.0.0,5.0.0,,2014-09-24 21:49:43.346879,53455.0,9.0
2014-10-08 22:45:46.734623,roundup_single,1412808367.0,0.0,1.0,main_w1_handler0,2064773,7950979,False,,81982096,fasta,1928456,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""",17175914,,"""4""","""1""","""fasta""","""yes""","""no""",32.0,,17475227,1412808356.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: trimest102/5.0.0,5.0.0,,2014-10-08 22:46:09.160592,53455.0,11.0
2014-10-08 23:21:32.173762,roundup_single,1412810507.0,0.0,1.0,main_w1_handler0,2064773,7951039,False,,22414830,fasta,1928530,slurm,,132112068.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""",17176036,,"""4""","""1""","""fasta""","""yes""","""no""",32.0,,17475227,1412810503.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: trimest102/5.0.0,5.0.0,,2014-10-08 23:21:48.607099,53455.0,4.0
2014-10-08 23:20:18.676329,roundup_single,1412810441.0,0.0,1.0,main_w2_handler0,2064773,7951034,False,,56398791,fasta,1928525,slurm,,132112264.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""",17176037,,"""4""","""1""","""fasta""","""yes""","""no""",32.0,,17475227,1412810435.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: trimest102/5.0.0,5.0.0,,2014-10-08 23:20:44.959435,53455.0,6.0
2014-10-08 23:36:48.855410,roundup_single,1412811428.0,0.0,1.0,main_w2_handler0,2064773,7951093,False,,65958832,fasta,1928560,slurm,,132112068.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""",17176084,,"""4""","""1""","""fasta""","""yes""","""no""",32.0,,17475227,1412811421.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: trimest102/5.0.0,5.0.0,,2014-10-08 23:37:09.455986,53455.0,7.0
2015-01-14 15:05:17.510963,rodeo_normal,1421247943.0,0.0,1.0,main_w1_handler1,2173487,8545409,False,,16499492,fasta,765979.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""",18207869,,"""4""","""1""","""fasta""","""yes""","""no""",2.0,,20495416,1421247935.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: trimest102/5.0.0,5.0.0,,2015-01-14 15:05:46.816165,,8.0
2015-01-14 15:05:29.717471,rodeo_normal,1421247959.0,0.0,1.0,main_w2_handler1,2173487,8545410,False,,16499492,fasta,765981.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""",18207869,,"""4""","""1""","""fasta""","""yes""","""no""",2.0,,20495416,1421247951.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: trimest102/5.0.0,5.0.0,,2015-01-14 15:06:02.366462,,8.0
2014-12-10 14:02:38.038629,rodeo_normal,1418220198.0,0.0,1.0,main_w2_handler1,1943009,8389382,False,,322135978,fasta,524867.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""yes""",17893926,,"""4""","""1""","""fasta""","""yes""","""no""",2.0,,19558330,1418220165.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: trimest102/5.0.0,5.0.0,,2014-12-10 14:03:21.107389,20292.0,33.0
2014-12-10 14:20:46.240278,rodeo_normal,1418223774.0,0.0,1.0,main_w1_handler0,1943009,8389606,False,,322135978,fasta,525491.rodeo,slurm,,8059880.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""no""",17893926,,"""4""","""5""","""fasta""","""no""","""yes""",1.0,,19558330,1418223738.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: trimest102/5.0.0,5.0.0,,2014-12-10 15:02:59.755233,20292.0,36.0
2014-12-22 19:26:20.939919,rodeo_normal,1419276407.0,0.0,1.0,main_w1_handler1,2156537,8457219,False,,31883081,fasta,622910.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""",18049182,,"""4""","""1""","""fasta""","""yes""","""no""",2.0,,20201139,1419276399.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: trimest102/5.0.0,5.0.0,,2014-12-22 19:26:51.360041,,8.0
2014-12-23 22:42:42.911610,rodeo_normal,1419374603.0,0.0,1.0,main_w2_handler1,2156537,8462391,False,,121541465,fasta,631317.rodeo,slurm,,16332532.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""yes""",18059105,,"""4""","""1""","""fasta""","""yes""","""no""",2.0,,20201139,1419374584.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: trimest102/5.0.0,5.0.0,,2014-12-23 22:43:26.654650,,19.0
2018-01-15 16:08:26.168770,slurm_normal,1516032513.0,0.0,1.0,main_w3_handler0,3393101,18039957,False,,1028779,fasta,12117102,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""yes""",,"[{'src': 'hda', 'id': 33319832}]","""4""","""1""","""fasta""","""yes""","""no""",32.0,,43206463,1516032508.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: trimest102/5.0.0,5.0.0,,2018-01-15 16:08:35.101287,,5.0
