chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input_bams_0|input_bam,input_bams_0|input_bam_filetype,input_bams_10|input_bam,input_bams_10|input_bam_filetype,input_bams_11|input_bam,input_bams_11|input_bam_filetype,input_bams_12|input_bam,input_bams_12|input_bam_filetype,input_bams_13|input_bam,input_bams_13|input_bam_filetype,input_bams_14|input_bam,input_bams_14|input_bam_filetype,input_bams_15|input_bam,input_bams_15|input_bam_filetype,input_bams_16|input_bam,input_bams_16|input_bam_filetype,input_bams_17|input_bam,input_bams_17|input_bam_filetype,input_bams_18|input_bam,input_bams_18|input_bam_filetype,input_bams_19|input_bam,input_bams_19|input_bam_filetype,input_bams_1|input_bam,input_bams_1|input_bam_filetype,input_bams_20|input_bam,input_bams_20|input_bam_filetype,input_bams_21|input_bam,input_bams_21|input_bam_filetype,input_bams_22|input_bam,input_bams_22|input_bam_filetype,input_bams_23|input_bam,input_bams_23|input_bam_filetype,input_bams_24|input_bam,input_bams_24|input_bam_filetype,input_bams_25|input_bam,input_bams_25|input_bam_filetype,input_bams_26|input_bam,input_bams_26|input_bam_filetype,input_bams_27|input_bam,input_bams_27|input_bam_filetype,input_bams_28|input_bam,input_bams_28|input_bam_filetype,input_bams_29|input_bam,input_bams_29|input_bam_filetype,input_bams_2|input_bam,input_bams_2|input_bam_filetype,input_bams_30|input_bam,input_bams_30|input_bam_filetype,input_bams_31|input_bam,input_bams_31|input_bam_filetype,input_bams_32|input_bam,input_bams_32|input_bam_filetype,input_bams_33|input_bam,input_bams_33|input_bam_filetype,input_bams_34|input_bam,input_bams_34|input_bam_filetype,input_bams_35|input_bam,input_bams_35|input_bam_filetype,input_bams_3|input_bam,input_bams_3|input_bam_filetype,input_bams_4|input_bam,input_bams_4|input_bam_filetype,input_bams_5|input_bam,input_bams_5|input_bam_filetype,input_bams_6|input_bam,input_bams_6|input_bam_filetype,input_bams_7|input_bam,input_bams_7|input_bam_filetype,input_bams_8|input_bam,input_bams_8|input_bam_filetype,input_bams_9|input_bam,input_bams_9|input_bam_filetype,input_interval_repeat_0|input_intervals,input_interval_repeat_0|input_intervals_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.gatk_param_type.__current_case__,parameters.gatk_param_type.baq,parameters.gatk_param_type.baq_gap_open_penalty,parameters.gatk_param_type.default_base_qualities,parameters.gatk_param_type.disable_experimental_low_memory_sharding,parameters.gatk_param_type.downsampling_type.__current_case__,parameters.gatk_param_type.downsampling_type.downsampling_type_selector,parameters.gatk_param_type.gatk_param_type_selector,parameters.gatk_param_type.input_exclude_interval_repeat,parameters.gatk_param_type.input_interval_repeat,parameters.gatk_param_type.interval_merging,parameters.gatk_param_type.interval_set_rule,parameters.gatk_param_type.non_deterministic_random_seed,parameters.gatk_param_type.pedigree,parameters.gatk_param_type.pedigree_string_repeat,parameters.gatk_param_type.pedigree_validation_type,parameters.gatk_param_type.read_filter,parameters.gatk_param_type.read_group_black_list_repeat,parameters.gatk_param_type.use_original_qualities,parameters.gatk_param_type.validation_strictness,parameters.number,parameters.platform,parameters.read_group,parameters.reference_source.__current_case__,parameters.reference_source.input_bams,parameters.reference_source.ref_file,parameters.reference_source.reference_source_selector,parameters.sample_file_repeat,parameters.sample_name_repeat,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-11-24 14:58:36.071387,slurm_normal,1448377275.0,0,1.0,main_w1_handler1,2515867,10995662,False,,985032,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5255128.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22143198}]",22126242,history,[],[],32.0,3140756381.0,fasta,,26414850,1448377137.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-11-24 15:01:19.182184,73998,138.0
,,2015-11-24 14:58:21.148029,slurm_normal,1448377216.0,0,1.0,main_w2_handler0,2515867,10995657,False,,946162,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5255123.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22143167}]",22126242,history,[],[],32.0,3140756381.0,fasta,,26414850,1448377149.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-11-24 15:00:21.309741,73998,67.0
,,2015-11-24 20:31:02.207509,slurm_normal,1448397199.0,0,1.0,main_w2_handler0,2516056,10998934,False,,995008,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5258170.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22149852}]",22125616,history,[],[],32.0,3140756381.0,fasta,,26396107,1448397085.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-11-24 20:33:26.384914,74020,114.0
,,2015-11-24 20:33:19.419496,slurm_normal,1448397309.0,0,1.0,main_w1_handler1,2516056,10998947,False,,984782,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5258189.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22149924}]",22125616,history,[],[],32.0,3140756381.0,fasta,,26396107,1448397223.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-11-24 20:35:13.611213,74020,86.0
,,2015-11-24 20:26:52.394711,slurm_normal,1448396934.0,0,1.0,main_w1_handler2,2513059,10998907,False,,922752,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5258129.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22149102}]",22088305,history,[],[],32.0,3140756381.0,fasta,,26420369,1448396832.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-11-24 20:28:57.939636,73590,102.0
,,2015-11-24 20:27:42.162654,slurm_normal,1448396963.0,0,1.0,main_w1_handler0,2513059,10998911,False,,958393,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5258136.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22149435}]",22088305,history,[],[],32.0,3140756381.0,fasta,,26420369,1448396884.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-11-24 20:29:26.195697,73590,79.0
,,2015-11-24 20:28:31.618383,slurm_normal,1448397002.0,0,1.0,main_w2_handler1,2513059,10998918,False,,969174,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5258142.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22149451}]",22088305,history,[],[],32.0,3140756381.0,fasta,,26420369,1448396937.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-11-24 20:30:05.981936,73590,65.0
,,2015-11-24 20:32:08.432296,slurm_normal,1448397253.0,0,1.0,main_w1_handler0,2516056,10998939,False,,946154,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5258176.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22149892}]",22125616,history,[],[],32.0,3140756381.0,fasta,,26396107,1448397159.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-11-24 20:34:16.562442,74020,94.0
,,2015-11-26 08:33:33.384262,slurm_normal,1448526950.0,0,1.0,main_w1_handler1,2516038,11012486,False,,995008,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5271088.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22170473}]",22138689,history,[],[],32.0,3140756381.0,fasta,,26447626,1448526851.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-11-26 08:35:54.391000,74005,99.0
,,2015-11-26 08:28:27.693700,slurm_normal,1448526664.0,0,1.0,main_w1_handler2,2516048,11012427,False,,946158,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5271025.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22170333}]",22138766,history,[],[],32.0,3140756381.0,fasta,,26447625,1448526534.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-11-26 08:31:07.663851,74006,130.0
,,2015-11-26 08:28:26.080000,slurm_normal,1448526601.0,0,1.0,main_w2_handler1,2516048,11012426,False,,995015,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5271022.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22170331}]",22138766,history,[],[],32.0,3140756381.0,fasta,,26447625,1448526530.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-11-26 08:30:05.733245,74006,71.0
,,2015-11-26 08:28:24.756927,slurm_normal,1448526656.0,0,1.0,main_w1_handler1,2516048,11012425,False,,985036,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5271020.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22170329}]",22138766,history,[],[],32.0,3140756381.0,fasta,,26447625,1448526521.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-11-26 08:31:02.405405,74006,135.0
,,2015-11-26 08:33:29.598764,slurm_normal,1448526954.0,0,1.0,main_w1_handler1,2516038,11012484,False,,946149,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5271082.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22170465}]",22138689,history,[],[],32.0,3140756381.0,fasta,,26447626,1448526844.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-11-26 08:35:57.866695,74005,110.0
,,2015-11-26 08:33:31.479536,slurm_normal,1448526973.0,0,1.0,main_w1_handler1,2516038,11012485,False,,985030,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5271081.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22170469}]",22138689,history,[],[],32.0,3140756381.0,fasta,,26447626,1448526844.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-11-26 08:36:17.774077,74005,129.0
,,2015-11-26 08:51:24.245902,slurm_normal,1448527995.0,0,1.0,main_w2_handler0,2516034,11012732,False,,985028,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5271260.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22170847}]",22125495,history,[],[],32.0,3140756381.0,fasta,,26447819,1448527903.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-11-26 08:53:20.112110,74018,92.0
,,2015-11-26 08:50:13.217183,slurm_normal,1448527991.0,0,1.0,main_w1_handler2,2516034,11012716,False,,946153,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5271245.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22170813}]",22125495,history,[],[],32.0,3140756381.0,fasta,,26447819,1448527832.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-11-26 08:53:15.925930,74018,159.0
,,2015-11-26 08:52:14.287993,slurm_normal,1448528064.0,0,1.0,main_w1_handler0,2516034,11012743,False,,995015,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5271269.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22170871}]",22125495,history,[],[],32.0,3140756381.0,fasta,,26447819,1448527961.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-11-26 08:54:29.257690,74018,103.0
,,2015-11-26 10:54:07.114874,slurm_normal,1448535457.0,0,1.0,main_w2_handler0,2516033,11013583,False,,985030,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5272126.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22172343}]",22125727,history,[],[],32.0,3140756381.0,fasta,,26447605,1448535274.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-11-26 10:57:41.181462,74019,183.0
,,2015-11-26 13:17:36.424226,slurm_normal,1448544010.0,0,1.0,main_w2_handler1,2515877,11014647,False,,985035,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5273159.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22173966}]",22125588,history,[],[],32.0,3140756381.0,fasta,,26449358,1448543878.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-11-26 13:20:17.032447,74002,132.0
,,2015-11-26 10:52:18.724425,slurm_normal,1448535390.0,0,1.0,main_w1_handler0,2516033,11013559,False,,995010,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5272100.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22172363}]",22125727,history,[],"[{""__index__"": 0, ""sample_name"": ""Father""}]",32.0,3140756381.0,fasta,,26447605,1448535154.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-11-26 10:56:36.496110,74019,236.0
,,2015-11-26 10:57:05.962066,slurm_normal,1448535526.0,0,1.0,main_w2_handler0,2516033,11013602,False,,946150,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5272141.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22172212}]",22125727,history,[],[],32.0,3140756381.0,fasta,,26447605,1448535445.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-11-26 10:58:54.061609,74019,81.0
,,2015-11-26 11:12:05.679975,slurm_normal,1448536421.0,0,1.0,main_w1_handler0,2516059,11013725,False,,995009,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5272271.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22172655}]",22125730,history,[],[],32.0,3140756381.0,fasta,,26394914,1448536350.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-11-26 11:13:44.349750,74008,71.0
,,2015-11-26 11:11:15.823951,slurm_normal,1448536379.0,0,1.0,main_w1_handler1,2516059,11013714,False,,946149,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5272261.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22172628}]",22125730,history,[],[],32.0,3140756381.0,fasta,,26394914,1448536298.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-11-26 11:13:04.902820,74008,81.0
,,2015-11-26 11:11:43.082924,slurm_normal,1448536404.0,0,1.0,main_w1_handler1,2516059,11013721,False,,985029,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5272268.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22172649}]",22125730,history,[],[],32.0,3140756381.0,fasta,,26394914,1448536326.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-11-26 11:13:32.329664,74008,78.0
,,2015-11-26 13:17:37.800215,slurm_normal,1448543935.0,0,1.0,main_w1_handler0,2515877,11014648,False,,995007,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5273157.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22173981}]",22125588,history,[],[],32.0,3140756381.0,fasta,,26449358,1448543872.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-11-26 13:18:57.264353,74002,63.0
,,2015-11-26 13:17:35.044672,slurm_normal,1448543980.0,0,1.0,main_w1_handler1,2515877,11014646,False,,946148,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5273158.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22172003}]",22125588,history,[],[],32.0,3140756381.0,fasta,,26449358,1448543875.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-11-26 13:19:43.495877,74002,105.0
,,2015-11-26 14:14:11.734273,slurm_normal,1448547342.0,0,1.0,main_w1_handler1,2516052,11015294,False,,985014,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5273619.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22174425}]",22139924,history,[],[],32.0,3140756381.0,fasta,,26451237,1448547268.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-11-26 14:15:47.746926,74021,74.0
,,2015-11-26 14:13:47.005679,slurm_normal,1448547342.0,0,1.0,main_w2_handler0,2516052,11015276,False,,995020,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5273618.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22174466}]",22139924,history,[],[],32.0,3140756381.0,fasta,,26451237,1448547259.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-11-26 14:15:48.418789,74021,83.0
,,2015-11-26 14:14:26.316349,slurm_normal,1448547443.0,0,1.0,main_w2_handler0,2516052,11015307,False,,946149,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5273624.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22174390}]",22139924,history,[],[],32.0,3140756381.0,fasta,,26451237,1448547284.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-11-26 14:17:33.520041,74021,159.0
,,2015-11-27 08:42:52.600173,slurm_normal,1448613924.0,0,1.0,main_w1_handler1,2516033,11020237,False,,995008,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5278162.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22185011}]",22125727,history,[],[],32.0,3140756381.0,fasta,,26460941,1448613792.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-11-27 08:45:29.749397,74019,132.0
,,2015-11-27 14:16:43.157415,slurm_normal,1448633940.0,0,1.0,main_w1_handler2,2517141,11023052,False,,946163,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5280977.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22188644}]",22180122,history,[],[],32.0,3140756381.0,fasta,,26464559,1448633824.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-11-27 14:19:06.401048,74070,116.0
,,2015-11-27 14:21:06.894812,slurm_normal,1448634201.0,0,1.0,main_w2_handler0,2517141,11023087,False,,985036,bam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5281041.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,basic,,,,,,,,,,,,,"""-1""","""""","""""",1,"[{'__index__': 0, 'input_bam': 22188649}]",22180122,history,[],[],32.0,3140756381.0,fasta,,26464559,1448634115.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/print_reads/gatk_print_reads/0.0.1,0.0.1,,2015-11-27 14:23:26.922209,74070,86.0
