chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,gene_annotation_model,gene_annotation_model_filetype,handler,history_id,id,imported,info,input1,input10,input10_filetype,input11,input11_filetype,input12,input12_filetype,input13,input13_filetype,input14,input14_filetype,input15,input15_filetype,input16,input16_filetype,input17,input17_filetype,input18,input18_filetype,input19,input19_filetype,input1_filetype,input2,input20,input20_filetype,input21,input21_filetype,input22,input22_filetype,input23,input23_filetype,input24,input24_filetype,input25,input25_filetype,input26,input26_filetype,input27,input27_filetype,input28,input28_filetype,input29,input29_filetype,input2_filetype,input3,input30,input30_filetype,input31,input31_filetype,input32,input32_filetype,input33,input33_filetype,input34,input34_filetype,input35,input35_filetype,input36,input36_filetype,input37,input37_filetype,input38,input38_filetype,input39,input39_filetype,input3_filetype,input4,input40,input40_filetype,input41,input41_filetype,input42,input42_filetype,input43,input43_filetype,input44,input44_filetype,input45,input45_filetype,input46,input46_filetype,input47,input47_filetype,input48,input48_filetype,input49,input49_filetype,input4_filetype,input5,input50,input50_filetype,input5_filetype,input6,input6_filetype,input7,input7_filetype,input8,input8_filetype,input9,input9_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,ownFile,ownFile_filetype,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.params.__current_case__,parameters.params.anchor_length,parameters.params.bowtie2_settings.__current_case__,parameters.params.bowtie2_settings.b2_settings,parameters.params.bowtie2_settings.preset.__current_case__,parameters.params.bowtie2_settings.preset.b2_preset,parameters.params.bowtie2_settings.preset.b2_preset_select,parameters.params.bowtie_n,parameters.params.coverage_search.__current_case__,parameters.params.coverage_search.max_coverage_intron,parameters.params.coverage_search.min_coverage_intron,parameters.params.coverage_search.use_search,parameters.params.fusion_search.__current_case__,parameters.params.fusion_search.anchor_len,parameters.params.fusion_search.do_search,parameters.params.fusion_search.ignore_chromosomes,parameters.params.fusion_search.min_dist,parameters.params.fusion_search.multipairs,parameters.params.fusion_search.multireads,parameters.params.fusion_search.read_mismatches,parameters.params.indel_search.__current_case__,parameters.params.indel_search.allow_indel_search,parameters.params.indel_search.max_deletion_length,parameters.params.indel_search.max_insertion_length,parameters.params.library_type,parameters.params.max_intron_length,parameters.params.max_multihits,parameters.params.max_segment_intron,parameters.params.microexon_search,parameters.params.min_intron_length,parameters.params.min_segment_intron,parameters.params.own_junctions.__current_case__,parameters.params.own_junctions.gene_model_ann.__current_case__,parameters.params.own_junctions.gene_model_ann.gene_annotation_model,parameters.params.own_junctions.gene_model_ann.gene_annotation_model.values,parameters.params.own_junctions.gene_model_ann.use_annotations,parameters.params.own_junctions.no_novel_juncs,parameters.params.own_junctions.raw_juncs.__current_case__,parameters.params.own_junctions.raw_juncs.raw_juncs,parameters.params.own_junctions.raw_juncs.use_juncs,parameters.params.own_junctions.use_junctions,parameters.params.read_edit_dist,parameters.params.read_mismatches,parameters.params.read_realign_edit_dist,parameters.params.seg_length,parameters.params.seg_mismatches,parameters.params.settingsType,parameters.params.splice_mismatches,parameters.readGroup.__current_case__,parameters.readGroup.rgid,parameters.readGroup.rglb,parameters.readGroup.rgpl,parameters.readGroup.rgsm,parameters.readGroup.specReadGroup,parameters.refGenomeSource.__current_case__,parameters.refGenomeSource.genomeSource,parameters.refGenomeSource.index,parameters.refGenomeSource.index.__class__,parameters.refGenomeSource.index.value,parameters.refGenomeSource.ownFile,parameters.refGenomeSource.ownFile.values,parameters.singlePaired.__current_case__,parameters.singlePaired.input,parameters.singlePaired.input.values,parameters.singlePaired.input1,parameters.singlePaired.input1.values,parameters.singlePaired.input2,parameters.singlePaired.input2.values,parameters.singlePaired.mate_inner_distance,parameters.singlePaired.mate_std_dev,parameters.singlePaired.report_discordant_pairs,parameters.singlePaired.sPaired,params|own_junctions|gene_annotation_model,params|own_junctions|gene_annotation_model_filetype,processor_count,raw_juncs,raw_juncs_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-04-03 19:15:56.599655,slurm_multi,1428137457.0,0,6.0,,,main_w2_handler2,2259209,9136231,False,,559640204,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3421221,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,mm10,,,,,0,,,19139321.0,,,,,,,single,,,32.0,,,,22239962.0,1428136352.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-04 08:51:02.892191,33229.0,1105.0
,,2015-05-06 00:14:04.110655,slurm_multi_dynamic_walltime,1430872110.0,0,6.0,,,main_w2_handler2,2294856,9404635,False,,77492466,,,,,,,,,,,,,,,,,,,,,fastqsanger,77495964.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3735420,slurm,,132112168.0,corral-repl,,,,0.0,no,,"""cab79656f38411e483e3005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg19,,,,,1,,,19594501.0,,19594503.0,,300,20,Yes,paired,,,32.0,,,,21483654.0,1430871363.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-06 00:28:37.847613,48193.0,747.0
,,2015-04-03 19:16:20.601769,slurm_multi,1428138193.0,0,6.0,,,main_w2_handler2,2259209,9136235,False,,559626022,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3421226,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,mm10,,,,,0,,,19139327.0,,,,,,,single,,,32.0,,,,22239962.0,1428136742.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-04 09:03:17.968502,33229.0,1451.0
,,2015-04-03 19:16:34.677862,slurm_multi,1428138782.0,0,6.0,,,main_w2_handler2,2259209,9136240,False,,559634041,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3421275,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,mm10,,,,,0,,,19139329.0,,,,,,,single,,,32.0,,,,22239962.0,1428137672.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-04 09:13:07.411541,33229.0,1110.0
,,2015-04-03 19:16:52.099176,slurm_multi,1428139361.0,0,6.0,,,main_w2_handler2,2259209,9136241,False,,461885963,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3421297,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,mm10,,,,,0,,,19139331.0,,,,,,,single,,,32.0,,,,22239962.0,1428138212.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-04 09:22:44.527428,33229.0,1149.0
,,2015-04-02 09:22:47.244756,slurm_multi,1428141601.0,0,6.0,,,main_w2_handler2,2249971,9122671,False,,502468830,,,,,,,,,,,,,,,,,,,,,fastqsanger,502468830.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3420943,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg19,,,,,1,,,19081280.0,,19026180.0,,300,20,Yes,paired,,,32.0,,,,21474564.0,1428134312.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-04 10:00:05.014323,59547.0,7289.0
,,2015-04-06 13:16:13.702541,slurm_multi,1428345838.0,0,6.0,,,main_w2_handler2,2260424,9149413,False,,9874427570,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3433168,slurm,,132112168.0,corral-repl,,,,,,,"""180307e8dc5f11e4acc1005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg19,,,,,0,,,19159180.0,,,,,,,single,,,32.0,,,,22264270.0,1428335559.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-06 18:44:05.461763,61967.0,10279.0
,,2015-04-03 19:43:31.528821,slurm_multi,1428139116.0,0,6.0,,,main_w2_handler2,2258263,9136335,False,,3892048380,,,,,,,,,,,,,,,,,,,,,fastqsanger,3892048380.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3420461,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg19,,,,,1,,,19128727.0,,19128728.0,,300,20,Yes,paired,,,32.0,,,,22223496.0,1428122072.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-04 09:18:41.481588,61906.0,17044.0
,,2015-04-06 18:47:14.628338,slurm_multi,1428430686.0,0,6.0,,,main_w2_handler2,2255891,9151496,False,,27170297983,,,,,,,,,,,,,,,,,,,,,fastqsanger,27170297983.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3434271,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,mm10,,,,,1,,,19106776.0,,19106777.0,,300,20,Yes,paired,,,32.0,,,,22230755.0,1428346322.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-07 18:18:25.217876,61782.0,84364.0
,,2015-04-02 09:21:03.796624,slurm_multi,1428141731.0,0,6.0,,,main_w2_handler2,2249971,9122656,False,,2063530395,,,,,,,,,,,,,,,,,,,,,fastqsanger,2063530395.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3420243,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg19,,,,,1,,,19026113.0,,19081279.0,,300,20,Yes,paired,,,32.0,,,,21474564.0,1428115982.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-04 10:02:14.225820,59547.0,25749.0
,,2015-04-02 09:24:07.024899,slurm_multi,1428147742.0,0,6.0,,,main_w2_handler2,2249971,9122682,False,,330924832,,,,,,,,,,,,,,,,,,,,,fastqsanger,330924832.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3421410,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg19,,,,,1,,,19081286.0,,19026210.0,,300,20,Yes,paired,,,32.0,,,,21474564.0,1428143312.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-04 11:42:26.554788,59547.0,4430.0
,,2015-04-02 09:24:40.511613,slurm_multi,1428147937.0,0,6.0,,,main_w2_handler2,2249971,9122685,False,,352854398,,,,,,,,,,,,,,,,,,,,,fastqsanger,352854398.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3421411,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg19,,,,,1,,,19026234.0,,19026249.0,,300,20,Yes,paired,,,32.0,,,,21474564.0,1428143337.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-04 11:45:43.026309,59547.0,4600.0
,,2015-04-04 09:53:52.531094,slurm_multi,1428146833.0,0,6.0,,,main_w2_handler2,2259614,9138493,False,,4017800316,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3421400,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg18full,,,,,0,,,19143261.0,,,,,,,single,,,32.0,,,,21513839.0,1428142832.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-04 11:27:18.770123,50600.0,4001.0
,,2015-04-03 19:46:17.935559,slurm_multi,1428165018.0,0,6.0,,,main_w2_handler2,2258263,9136351,False,,3287458347,,,,,,,,,,,,,,,,,,,,,fastqsanger,3287458347.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3421682,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg19,,,,,1,,,19130883.0,,19130884.0,,300,20,Yes,paired,,,32.0,,,,22223496.0,1428149072.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-04 16:30:26.556738,61906.0,15946.0
,,2015-04-03 20:38:29.481923,slurm_multi,1428151355.0,0,6.0,,,main_w2_handler2,2256761,9136520,False,,6132019295,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3419645,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg19,,,,,0,,,19140213.0,,,,,,,single,,,32.0,,,,22220929.0,1428102717.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-04 12:42:38.866088,61898.0,48638.0
,,2015-04-03 19:43:54.310185,slurm_multi,1428149055.0,0,6.0,,,main_w2_handler2,2258263,9136340,False,,5590250448,,,,,,,,,,,,,,,,,,,,,fastqsanger,5590250448.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3420638,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg19,,,,,1,,,19130877.0,,19128729.0,,300,20,Yes,paired,,,32.0,,,,22223496.0,1428124622.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-04 12:04:20.112085,61906.0,24433.0
,,2015-04-03 16:58:42.720259,slurm_multi,1428151979.0,0,6.0,,,main_w2_handler2,2256761,9135238,False,,5984690904,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3418361,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg19,,,,,0,,,19137468.0,,,,,,,single,,,32.0,,,,22220929.0,1428092109.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-04 12:53:03.854554,61898.0,59870.0
,,2015-04-02 20:02:30.931260,slurm_multi,1428156687.0,0,6.0,,,main_w2_handler2,2249109,9127936,False,,2093097773,,,,,,,,,,,,,,,,,,,,,fastqsanger,4611564019.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3420078,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,dm3,,,,,1,,,19124776.0,,19124784.0,,300,20,Yes,paired,,,32.0,,,,22023023.0,1428109020.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-04 14:11:32.363309,59519.0,47667.0
,,2015-04-02 20:04:53.991790,slurm_multi,1428157388.0,0,6.0,,,main_w2_handler2,2249109,9127954,False,,3609264280,,,,,,,,,,,,,,,,,,,,,fastqsanger,7884079025.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3415158,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,dm3,,,,,1,,,19124779.0,,19124788.0,,300,20,Yes,paired,,,32.0,,,,22023023.0,1428064322.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-04 14:23:17.733358,59519.0,93066.0
,,2015-04-04 14:19:18.637249,slurm_multi,1428158826.0,0,6.0,,,main_w2_handler2,2240172,9139080,False,,2629296215,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3422190,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,Arabidopsis_thaliana_TAIR10,,,,,0,,,19139260.0,,,,,,,single,,,32.0,,,,21862601.0,1428157228.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-04 14:47:11.057733,61028.0,1598.0
,,2015-05-05 21:37:36.425803,slurm_multi_dynamic_walltime,1430872768.0,0,6.0,,,main_w2_handler2,2294756,9403942,False,,588713876,,,,,,,,,,,,,,,,,,,,,fastqsanger,588713876.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3735373,slurm,,132112168.0,corral-repl,,,,0.0,no,,"""aeb2b32af36e11e4a678005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""",1,8,0.0,No,,,,No,1.0,,,No,0.0,,No,,,,,,0.0,No,,,fr-unstranded,500000,20,500000,No,70,50,1.0,,,,,,,,,No,2,2,1000,25,2,full,0,1,,,,,no,0,indexed,mm9,,,,,1,,,19593192.0,,19593193.0,,300,20,Yes,paired,,,32.0,,,,22847374.0,1430870718.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-06 00:39:36.011536,8522.0,2050.0
,,2015-04-02 20:55:36.791543,slurm_multi,1428154061.0,0,6.0,,,main_w2_handler2,2255614,9128355,False,,4875067352,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3420669,slurm,,132112168.0,corral-repl,,,,,,,"""938912fad97a11e4b3e0005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,mm10,,,,,0,,,19129052.0,,,,,,,single,,,32.0,,,,21151664.0,1428125500.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-04 13:27:46.975564,51464.0,28561.0
,,2015-04-02 20:03:03.144131,slurm_multi,1428219040.0,0,6.0,,,main_w2_handler2,2249109,9127938,False,,3449917597,,,,,,,,,,,,,,,,,,,,,fastqsanger,7618326076.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3422169,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,dm3,,,,,1,,,19124777.0,,19124786.0,,300,20,Yes,paired,,,32.0,,,,22023023.0,1428156722.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-05 07:30:46.562877,59519.0,62318.0
,,2015-04-03 19:45:48.858884,slurm_multi,1428157022.0,0,6.0,,,main_w2_handler2,2258263,9136349,False,,3532385948,,,,,,,,,,,,,,,,,,,,,fastqsanger,3532385948.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3421321,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg19,,,,,1,,,19130881.0,,19130882.0,,300,20,Yes,paired,,,32.0,,,,22223496.0,1428139382.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-04 14:17:06.579758,61906.0,17640.0
,,2015-04-02 20:03:42.829287,slurm_multi,1428159222.0,0,6.0,,,main_w2_handler2,2249109,9127940,False,,101928162,,,,,,,,,,,,,,,,,,,,,fastqsanger,224101957.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3422196,slurm,,132112168.0,corral-repl,,,,,,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,dm3,,,,,1,,,19124778.0,,19124787.0,,300,20,Yes,paired,,,32.0,,,,22023023.0,1428157416.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-04-04 14:53:48.439918,59519.0,1806.0
,,2015-05-06 00:25:11.070616,slurm_multi_dynamic_walltime,1430873472.0,0,6.0,,,main_w2_handler2,2294870,9404710,False,,218020365,,,,,,,,,,,,,,,,,,,,,fastqsanger,218028557.0,,,,,,,,,,,,,,,,,,,,,fastqsanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3735538,slurm,,132112168.0,corral-repl,,,,0.0,no,,"""5844bfa2f38611e4ba2d005056a51846""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preSet,,1,,,,,no,0,indexed,hg19,,,,,1,,,19594607.0,,19594608.0,,300,20,Yes,paired,,,32.0,,,,21483654.0,1430872276.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/tophat2/tophat2/0.7,0.7,,2015-05-06 00:51:18.236804,48193.0,1196.0
