chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input1,parameters.input1.values,parameters.minlen,parameters.minoe,parameters.minpc,parameters.shift,parameters.window,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2015-10-29 16:53:09.239353,slurm_normal,1446137691.0,0.0,,1.0,main_w1_handler0,2469807,10766345,False,,59455099,fasta,5025101.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21504274,,"""200""","""0.6""","""50.0""","""1""","""100""",32.0,,25662858.0,1446137610.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-29 16:54:59.310169,,81.0
,,2015-10-29 18:52:08.846557,slurm_normal,1446144782.0,0.0,,1.0,main_w1_handler0,2488309,10767144,False,,59455099,fasta,5025821.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21787628,,"""200""","""0.6""","""50.0""","""100""","""100""",32.0,,25958068.0,1446144751.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-29 18:53:06.636863,,31.0
,,2015-10-29 19:14:51.167862,slurm_normal,1446146147.0,0.0,,1.0,main_w1_handler2,2468256,10767354,False,,59455099,fasta,5026019.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21485668,,"""200""","""0.6""","""50.0""","""100000""","""100000""",32.0,,25636407.0,1446146111.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-29 19:15:51.453994,70994.0,36.0
,,2015-10-29 18:56:26.483861,slurm_normal,1446145473.0,0.0,,1.0,main_w2_handler0,2489642,10767167,False,,59455099,fasta,5025863.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21801679,,"""1000""","""0.6""","""50.0""","""1""","""1000""",32.0,,25981077.0,1446145001.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-29 19:04:37.345636,,472.0
,,2015-10-29 11:31:55.397253,slurm_normal,1446118332.0,0.0,,1.0,main_w2_handler0,2488812,10762725,False,,13933,fasta,5021699.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21793328,,"""200""","""0.6""","""50.0""","""100""","""100""",32.0,,25970724.0,1446118327.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-29 11:32:15.569541,,5.0
,,2015-10-15 12:50:07.709472,slurm_normal,1444913439.0,0.0,,1.0,main_w2_handler0,2430468,10582197,False,,675121,fasta,4852800.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21534590,,"""100""","""0.5""","""40.0""","""1""","""100""",32.0,,25051927.0,1444913432.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-15 12:50:41.657117,,7.0
,,2015-12-11 13:50:10.901232,slurm_normal,1449841914.0,0.0,,1.0,main_w1_handler1,2535661,11155790,False,,5414,fasta,5420771.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22415735,,"""200""","""0.6""","""50.0""","""1""","""100""",32.0,,26747691.0,1449841858.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-12-11 13:52:01.548197,75183.0,56.0
,,2015-10-29 15:24:59.434546,slurm_normal,1446132431.0,0.0,,1.0,main_w1_handler1,2489336,10765522,False,,59455099,fasta,5024174.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21798839,,"""200""","""0.6""","""50.0""","""100""","""100""",32.0,,25976279.0,1446132326.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-29 15:27:20.370552,,105.0
,,2015-10-29 15:55:57.425036,slurm_normal,1446134278.0,0.0,,1.0,main_w2_handler1,2489429,10765785,False,,59455099,fasta,5024491.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21799442,,"""200""","""0.6""","""50.0""","""100""","""100""",32.0,,25977402.0,1446134264.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-29 15:58:03.741331,,14.0
,,2015-10-15 13:27:54.553237,slurm_normal,1444915695.0,0.0,,1.0,main_w2_handler1,2430468,10582561,False,,675121,fasta,4853262.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21534590,,"""150""","""0.5""","""40.0""","""1""","""100""",32.0,,25051927.0,1444915690.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-15 13:28:16.689367,,5.0
,,2015-10-15 13:13:44.892747,slurm_normal,1444914850.0,0.0,,1.0,main_w2_handler0,2430468,10582424,False,,4835963,fasta,4853100.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21534571,,"""50""","""0.4""","""50.0""","""1""","""100""",32.0,,25051927.0,1444914843.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-15 13:14:12.893661,,7.0
,,2015-10-15 13:24:27.372430,slurm_normal,1444915498.0,0.0,,1.0,main_w2_handler0,2430468,10582527,False,,4835963,fasta,4853217.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21534571,,"""200""","""0.6""","""50.0""","""1""","""100""",32.0,,25051927.0,1444915490.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-15 13:25:03.564293,,8.0
,,2015-10-15 13:17:26.339813,slurm_normal,1444915078.0,0.0,,1.0,main_w1_handler1,2430468,10582453,False,,4835963,fasta,4853144.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21534571,,"""50""","""0.6""","""50.0""","""1""","""100""",32.0,,25051927.0,1444915070.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-15 13:18:04.221968,,8.0
,,2015-10-15 13:35:35.044884,slurm_normal,1444916165.0,0.0,,1.0,main_w2_handler1,2430468,10582673,False,,4835963,fasta,4853352.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21534571,,"""100""","""0.4""","""50.0""","""1""","""100""",32.0,,25051927.0,1444916154.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-15 13:36:07.518499,,11.0
,,2015-10-15 13:57:06.190423,slurm_normal,1444917461.0,0.0,,1.0,main_w2_handler1,2430468,10583325,False,,9002153,fasta,4853665.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21535888,,"""100""","""0.5""","""50.0""","""1""","""100""",32.0,,25051927.0,1444917450.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-15 13:57:44.116917,,11.0
,,2015-10-15 14:01:13.614486,slurm_normal,1444917696.0,0.0,,1.0,main_w1_handler2,2430468,10583378,False,,1427371,fasta,4853721.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21535900,,"""100""","""0.5""","""50.0""","""1""","""100""",32.0,,25051927.0,1444917690.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-15 14:01:40.562711,,6.0
,,2015-10-15 14:08:02.042992,slurm_normal,1444918121.0,0.0,,1.0,main_w2_handler1,2430468,10583495,False,,1427371,fasta,4853865.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21535900,,"""100""","""0.6""","""50.0""","""1""","""100""",32.0,,25051927.0,1444918115.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-15 14:08:47.328916,,6.0
,,2015-10-15 14:09:11.619766,slurm_normal,1444918192.0,0.0,,1.0,main_w2_handler1,2430468,10583500,False,,9002153,fasta,4853889.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21535888,,"""100""","""0.6""","""50.0""","""1""","""100""",32.0,,25051927.0,1444918178.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-15 14:09:56.470522,,14.0
,,2015-10-15 14:31:42.119283,slurm_normal,1444919531.0,0.0,,1.0,main_w1_handler1,2430468,10583740,False,,9002153,fasta,4854213.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21535888,,"""125""","""0.55""","""50.0""","""1""","""100""",32.0,,25051927.0,1444919519.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-15 14:32:17.443322,,12.0
,,2015-10-15 14:03:24.324662,slurm_normal,1444917833.0,0.0,,1.0,main_w1_handler2,2430468,10583396,False,,1427371,fasta,4853750.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21535900,,"""150""","""0.45""","""45.0""","""1""","""100""",32.0,,25051927.0,1444917827.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-15 14:03:58.738600,,6.0
,,2015-10-15 14:05:28.266788,slurm_normal,1444917975.0,0.0,,1.0,main_w1_handler1,2430468,10583459,False,,9002153,fasta,4853798.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21535888,,"""150""","""0.45""","""45.0""","""1""","""100""",32.0,,25051927.0,1444917963.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-15 14:06:19.496497,,12.0
,,2015-10-15 14:32:02.629801,slurm_normal,1444919563.0,0.0,,1.0,main_w1_handler2,2430468,10583743,False,,1427371,fasta,4854218.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21535900,,"""125""","""0.55""","""50.0""","""1""","""100""",32.0,,25051927.0,1444919556.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-15 14:32:45.137374,,7.0
,,2015-12-11 14:03:16.124249,slurm_normal,1449842639.0,0.0,,1.0,main_w1_handler0,2535701,11155966,False,,5414,fasta,5421023.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22415801,,"""200""","""0.6""","""50.0""","""1""","""100""",32.0,,26747695.0,1449842635.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-12-11 14:04:06.196433,75184.0,4.0
,,2015-12-11 14:18:51.149081,slurm_normal,1449843564.0,0.0,,1.0,main_w1_handler2,2535703,11156104,False,,4128,fasta,5421273.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",22415788,,"""200""","""0.6""","""50.0""","""1""","""100""",32.0,,26747705.0,1449843560.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-12-11 14:19:27.019282,75186.0,4.0
,,2015-10-30 08:42:07.092823,slurm_normal,1446194558.0,0.0,,1.0,main_w1_handler1,2465700,10770324,False,,12829,fasta,5028938.roundup,slurm,,132112168.0,corral-repl,,"""15182f927ee211e5b261005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""",21807267,,"""200""","""0.6""","""50.0""","""1""","""100""",32.0,,25992413.0,1446194554.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-30 08:42:44.735071,70841.0,4.0
,,2015-10-15 12:55:17.052319,slurm_normal,1444913747.0,0.0,,1.0,main_w2_handler1,2430468,10582226,False,,4835963,fasta,4852847.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21534571,,"""100""","""0.5""","""40.0""","""1""","""100""",32.0,,25051927.0,1444913740.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-15 12:55:52.741740,,7.0
,,2015-10-15 13:05:58.361834,slurm_normal,1444914392.0,0.0,,1.0,main_w1_handler1,2430468,10582342,False,,4835963,fasta,4853002.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21534571,,"""100""","""0.5""","""40.0""","""1""","""50""",32.0,,25051927.0,1444914385.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-15 13:06:35.496581,,7.0
,,2015-10-15 13:28:56.288369,slurm_normal,1444915768.0,0.0,,1.0,main_w1_handler1,2430468,10582589,False,,4835963,fasta,4853293.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21534571,,"""150""","""0.5""","""40.0""","""1""","""100""",32.0,,25051927.0,1444915760.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-15 13:29:32.764423,,8.0
,,2015-10-15 13:23:32.200373,slurm_normal,1444915441.0,0.0,,1.0,main_w1_handler1,2430468,10582509,False,,675121,fasta,4853199.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21534590,,"""200""","""0.6""","""50.0""","""1""","""100""",32.0,,25051927.0,1444915437.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-15 13:24:05.370355,,4.0
,,2015-10-15 13:12:38.461678,slurm_normal,1444914783.0,0.0,,1.0,main_w1_handler1,2430468,10582418,False,,675121,fasta,4853092.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21534590,,"""50""","""0.4""","""50.0""","""1""","""100""",32.0,,25051927.0,1444914778.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-15 13:13:06.052359,,5.0
,,2015-10-15 13:04:36.177473,slurm_normal,1444914306.0,0.0,,1.0,main_w2_handler1,2430468,10582330,False,,675121,fasta,4852983.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21534590,,"""100""","""0.5""","""40.0""","""1""","""50""",32.0,,25051927.0,1444914302.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-15 13:05:10.984894,,4.0
,,2015-10-15 13:20:29.584590,slurm_normal,1444915257.0,0.0,,1.0,main_w1_handler2,2430468,10582477,False,,675121,fasta,4853164.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21534590,,"""100""","""0.6""","""50.0""","""1""","""100""",32.0,,25051927.0,1444915251.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-15 13:21:02.983848,,6.0
,,2015-10-15 13:19:33.020991,slurm_normal,1444915198.0,0.0,,1.0,main_w1_handler2,2430468,10582472,False,,4835963,fasta,4853161.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21534571,,"""100""","""0.6""","""50.0""","""1""","""100""",32.0,,25051927.0,1444915190.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-15 13:20:02.930819,,8.0
,,2015-10-15 13:16:24.128694,slurm_normal,1444915018.0,0.0,,1.0,main_w1_handler2,2430468,10582444,False,,675121,fasta,4853134.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21534590,,"""50""","""0.6""","""50.0""","""1""","""100""",32.0,,25051927.0,1444915013.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-15 13:17:03.272092,,5.0
,,2015-10-15 13:31:59.285183,slurm_normal,1444916058.0,0.0,,1.0,main_w1_handler0,2430468,10582621,False,,675121,fasta,4853321.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21534590,,"""100""","""0.4""","""50.0""","""1""","""100""",32.0,,25051927.0,1444915942.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-15 13:34:20.870394,,116.0
,,2015-10-15 13:37:44.196855,slurm_normal,1444916295.0,0.0,,1.0,main_w1_handler0,2430468,10582688,False,,4835963,fasta,4853364.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21534571,,"""125""","""0.5""","""50.0""","""1""","""100""",32.0,,25051927.0,1444916284.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-15 13:38:19.405709,,11.0
,,2015-10-15 13:52:30.430390,slurm_normal,1444917189.0,0.0,,1.0,main_w1_handler0,2430468,10583098,False,,9002153,fasta,4853599.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21535888,,"""150""","""0.5""","""50.0""","""1""","""100""",32.0,,25051927.0,1444917175.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-15 13:53:11.887642,,14.0
,,2015-10-15 13:40:03.473697,slurm_normal,1444916439.0,0.0,,1.0,main_w2_handler0,2430468,10582699,False,,675121,fasta,4853378.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21534590,,"""125""","""0.5""","""50.0""","""1""","""100""",32.0,,25051927.0,1444916432.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-15 13:40:42.046900,,7.0
,,2015-10-15 13:52:53.118928,slurm_normal,1444917256.0,0.0,,1.0,main_w2_handler0,2430468,10583117,False,,1427371,fasta,4853608.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21535900,,"""150""","""0.5""","""50.0""","""1""","""100""",32.0,,25051927.0,1444917248.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-15 13:54:20.150986,,8.0
,,2015-10-22 15:05:33.707692,slurm_normal,1445526393.0,0.0,,1.0,main_w1_handler0,2430468,10687525,False,,9002153,fasta,4951049.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21535888,,"""100""","""0.6""","""50.0""","""1""","""100""",32.0,,25051927.0,1445526363.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-22 15:06:38.247515,,30.0
,,2015-10-22 15:19:05.679116,slurm_normal,1445527181.0,0.0,,1.0,main_w1_handler2,2430468,10687913,False,,1427371,fasta,4951201.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21535900,,"""150""","""0.5""","""40.0""","""1""","""100""",32.0,,25051927.0,1445527166.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-22 15:19:49.145078,,15.0
,,2015-10-22 15:53:36.758343,slurm_normal,1445529261.0,0.0,,1.0,main_w1_handler2,2430468,10688798,False,,1427371,fasta,4951811.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21535900,,"""125""","""0.5""","""50.0""","""1""","""100""",32.0,,25051927.0,1445529254.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-22 15:54:33.130241,,7.0
,,2015-10-22 15:55:20.303069,slurm_normal,1445529383.0,0.0,,1.0,main_w1_handler2,2430468,10688816,False,,9002153,fasta,4951838.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21535888,,"""125""","""0.5""","""50.0""","""1""","""100""",32.0,,25051927.0,1445529357.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-22 15:56:29.813477,,26.0
,,2015-10-22 15:55:35.694513,slurm_normal,1445529412.0,0.0,,1.0,main_w2_handler0,2430468,10688821,False,,9002153,fasta,4951845.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21535888,,"""125""","""0.5""","""50.0""","""1""","""100""",32.0,,25051927.0,1445529398.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-22 15:56:58.407406,,14.0
,,2015-11-03 17:38:31.910434,slurm_normal,1446572325.0,0.0,,1.0,main_w2_handler0,2494311,10809345,False,,36983,fasta,5064347.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21862140,,"""200""","""0.6""","""50.0""","""1""","""100""",32.0,,26074369.0,1446572320.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-11-03 17:38:47.701143,,5.0
,,2015-10-22 15:10:04.005938,slurm_normal,1445526732.0,0.0,,1.0,main_w2_handler0,2430468,10687570,False,,9002153,fasta,4951091.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21535888,,"""100""","""0.55""","""45.0""","""1""","""100""",32.0,,25051927.0,1445526649.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-22 15:12:18.648587,,83.0
,,2015-10-22 15:16:57.889449,slurm_normal,1445527047.0,0.0,,1.0,main_w2_handler1,2430468,10687875,False,,1427371,fasta,4951169.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21535900,,"""150""","""0.5""","""45.0""","""1""","""100""",32.0,,25051927.0,1445527039.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-22 15:17:36.706432,,8.0
,,2015-10-22 15:23:45.703672,slurm_normal,1445527672.0,0.0,,1.0,main_w1_handler2,2430468,10688135,False,,1427371,fasta,4951281.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21535900,,"""125""","""0.5""","""40.0""","""1""","""100""",32.0,,25051927.0,1445527450.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-22 15:27:55.943379,,222.0
,,2015-10-22 14:50:53.143151,slurm_normal,1445525534.0,0.0,,1.0,main_w2_handler0,2430468,10687440,False,,1427371,fasta,4950924.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21535900,,"""100""","""0.6""","""50.0""","""1""","""100""",32.0,,25051927.0,1445525479.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-22 14:52:19.435039,,55.0
,,2015-10-22 15:06:33.979907,slurm_normal,1445526543.0,0.0,,1.0,main_w2_handler0,2430468,10687540,False,,1427371,fasta,4951062.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21535900,,"""100""","""0.55""","""45.0""","""1""","""100""",32.0,,25051927.0,1445526514.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-22 15:09:08.451764,,29.0
,,2015-10-22 15:29:10.088089,slurm_normal,1445527788.0,0.0,,1.0,main_w1_handler1,2430468,10688548,False,,9002153,fasta,4951333.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",21535888,,"""125""","""0.5""","""40.0""","""1""","""100""",32.0,,25051927.0,1445527773.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-10-22 15:29:58.511308,,15.0
,,2015-11-03 21:37:20.283737,slurm_normal,1446586659.0,0.0,,1.0,main_w1_handler1,2494311,10811275,False,,36983,fasta,5066625.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",21862140,,"""200""","""0.6""","""50.0""","""1""","""100""",32.0,,26074369.0,1446586653.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/emboss_5/EMBOSS: newcpgreport57/5.0.0,5.0.0,,2015-11-03 21:37:41.311711,,6.0
