chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input_vcf,input_vcf_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.failure_selector,parameters.reference_source.__current_case__,parameters.reference_source.input_vcf.values,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-11-26 20:09:48.825954,slurm_normal,1511727255.0,0,,1.0,main_w4_handler1,3329725,17592465,False,,937307923,vcf,11651694,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""-x""",1,"[{'src': 'hda', 'id': 32518858}]",,"[{'src': 'hda', 'id': 32383483}]",history,32.0,841878399.0,fasta,,41937083,1511726993.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-26 20:14:16.072186,114875.0,262.0
,,2017-11-28 19:42:51.895262,slurm_normal,1511901835.0,0,,1.0,main_w3_handler0,3295694,17625570,False,,29010291536,vcf,11686378,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""-x""",0,"[{'src': 'hda', 'id': 32572016}]",hg38,,cached,32.0,,,,42129604,1511898176.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-28 20:43:57.848789,114159.0,3659.0
,,2017-11-28 19:43:49.326539,slurm_normal,1511901971.0,0,,1.0,main_w4_handler1,3295694,17625585,False,,29010291536,vcf,11686391,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""-x""",0,"[{'src': 'hda', 'id': 32585900}]",hg38,,cached,32.0,,,,42129604,1511898260.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-11-28 20:46:12.235751,114159.0,3711.0
,,2017-12-01 02:20:04.137497,slurm_normal,1512103456.0,0,,1.0,main_w3_handler0,3342426,17655571,False,,31189568688,vcf,11716409,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""-k""",1,"[{'src': 'hda', 'id': 32659673}]",,"[{'src': 'hda', 'id': 32604630}]",history,32.0,379466361.0,fasta,,42296963,1512099897.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-12-01 04:44:17.676094,117400.0,3559.0
,,2017-12-01 10:47:11.349184,slurm_normal,1512125270.0,0,,1.0,main_w3_handler1,3348301,17659950,False,,2200075,vcf,11720425,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""-x""",0,"[{'src': 'hda', 'id': 32666031}]",hg19,,cached,32.0,,,,42305087,1512125243.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-12-01 10:47:55.273192,49766.0,27.0
,,2018-01-16 13:20:45.802682,slurm_normal,1516108862.0,0,,1.0,main_w4_handler0,2923102,18048466,False,,159947,vcf,12125902,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""-x""",1,"[{'src': 'hda', 'id': 33331736}]",,"[{'src': 'hda', 'id': 33326646}]",history,32.0,747812903.0,fasta,,43204573,1516108848.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2018-01-16 13:21:04.491573,80775.0,14.0
,,2018-01-16 13:20:45.146021,slurm_normal,1516108862.0,0,,1.0,main_w4_handler1,2923102,18048465,False,,157475,vcf,12125903,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""-x""",1,"[{'src': 'hda', 'id': 33331735}]",,"[{'src': 'hda', 'id': 33326646}]",history,32.0,747812903.0,fasta,,43204573,1516108848.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2018-01-16 13:21:06.085728,80775.0,14.0
,,2017-12-02 14:55:42.133305,slurm_normal,1512226812.0,0,,1.0,main_w3_handler1,3329725,17674885,False,,937307923,vcf,11736168,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""-x""",1,"[{'src': 'hda', 'id': 32518858}]",,"[{'src': 'hda', 'id': 32383483}]",history,32.0,841878399.0,fasta,,41937083,1512226548.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-12-02 15:00:14.509219,114875.0,264.0
,,2017-12-06 12:48:50.236677,slurm_normal,1512564549.0,1,,1.0,main_w4_handler0,3180506,17717675,False,,1027224711,vcf,11783061,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""-x""",0,"[{'src': 'hda', 'id': 32743009}]",oryza_sativa_japonica_nipponbare_IRGSP4.0,,cached,32.0,,,,41398038,1512564544.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-12-06 12:49:13.537120,108472.0,5.0
,,2018-01-19 08:23:15.562733,slurm_normal,1516350211.0,0,,1.0,main_w3_handler0,3334934,18081459,False,,2612,vcf,12160176,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""-x""",1,"[{'src': 'hda', 'id': 33384068}]",,"[{'src': 'hda', 'id': 33383562}]",history,32.0,10889.0,fasta,,42171281,1516350207.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2018-01-19 08:23:32.500383,115692.0,4.0
,,2018-01-22 19:17:43.266523,slurm_normal,1516651990.0,0,,1.0,main_w4_handler1,3399319,18124756,False,,15473666821,vcf,12202849,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""-x""",0,"[{'src': 'hda', 'id': 33417516}]",Arabidopsis_thaliana_TAIR10,,cached,32.0,,,,43356100,1516648693.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2018-01-22 20:13:15.454136,109550.0,3297.0
,,2018-01-23 06:11:21.237811,slurm_normal,1516687898.0,1,,1.0,main_w3_handler1,2680044,18128982,False,,24576635,vcf,12208594,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19Patch10.len""","""hg19Patch10""","""-k""",0,"[{'src': 'hda', 'id': 33456073}]",Homo_sapiens_nuHg19_mtrCRS,,cached,32.0,,,,43367524,1516687893.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2018-01-23 06:11:39.577502,83147.0,5.0
,,2018-01-23 15:41:07.331577,slurm_normal,1516722081.0,1,,1.0,main_w3_handler1,2680044,18135014,False,,24576346,vcf,12214554,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19Patch10.len""","""hg19Patch10""","""-x""",0,"[{'src': 'hda', 'id': 24474128}]",Homo_sapiens_nuHg19_mtrCRS,,cached,32.0,,,,43367524,1516722076.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2018-01-23 15:41:23.541236,83147.0,5.0
,,2018-01-24 12:41:08.965086,slurm_normal,1516797680.0,1,,1.0,main_w3_handler1,3398224,18143156,False,,869440381,vcf,12223440,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""-x""",1,"[{'src': 'hda', 'id': 33477982}]",,"[{'src': 'hda', 'id': 33477509}]",history,32.0,39071849.0,fasta,,43402290,1516797675.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2018-01-24 12:41:20.978976,120274.0,5.0
,,2018-01-30 10:32:59.704769,slurm_normal,1517308411.0,0,,1.0,main_w4_handler0,3406206,18198829,False,,4388,vcf,12279694,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""-x""",0,"[{'src': 'hda', 'id': 33554972}]",oryza_sativa_japonica_nipponbare_IRGSP4.0,,cached,32.0,,,,43543372,1517308388.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2018-01-30 10:33:32.745589,108472.0,23.0
,,2018-01-31 15:58:40.148991,slurm_normal,1517414338.0,0,,1.0,main_w4_handler0,2896715,18212830,False,,14244,vcf,12293412,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""-k""",1,"[{'src': 'hda', 'id': 27983437}]",,"[{'src': 'hda', 'id': 27299712}]",history,32.0,485.0,fasta,,43445287,1517414334.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2018-01-31 15:58:59.658468,41608.0,4.0
,,2018-01-31 17:21:53.170350,slurm_normal,1517419329.0,0,,1.0,main_w4_handler1,3406206,18213766,False,,1467082,vcf,12294290,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""-x""",1,"[{'src': 'hda', 'id': 33589283}]",,"[{'src': 'hda', 'id': 33574683}]",history,32.0,31695285.0,fasta,,43453816,1517419323.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2018-01-31 17:22:12.589850,108472.0,6.0
,,2018-02-02 14:06:13.503948,slurm_normal,1517580387.0,0,,1.0,main_w3_handler0,3414627,18235193,False,,1391123,vcf,12315863,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19Patch10.len""","""hg19Patch10""","""-x""",0,"[{'src': 'hda', 'id': 33631811}]",hg19,,cached,32.0,,,,43630990,1517580380.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2018-02-02 14:06:28.249853,121194.0,7.0
,,2018-02-06 14:38:00.495112,slurm_normal,1517927949.0,0,7680.0,1.0,main_w3_handler1,3409034,18271698,False,,20570580,vcf,12353564,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","""-x""",0,"[{'src': 'hda', 'id': 33691129}]",hg19,,cached,32.0,,,,43714929,1517927889.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2018-02-06 14:39:11.492649,84504.0,60.0
,,2018-02-08 16:53:07.030139,slurm_normal,1518125179.0,0,7680.0,1.0,main_w3_handler1,3421317,18319076,False,,27001720437,vcf,12402921,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""-x""",0,"[{'src': 'hda', 'id': 33737733}]",hg_g1k_v37,,cached,32.0,,,,43207993,1518108792.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2018-02-08 21:26:22.262457,51511.0,16387.0
,,2018-02-10 04:27:32.065885,slurm_normal,1518236866.0,0,7680.0,1.0,main_w4_handler0,3409637,18335445,False,,4851921,vcf,12419874,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""-x""",1,"[{'src': 'hda', 'id': 33783572}]",,"[{'src': 'hda', 'id': 33561214}]",history,32.0,217529.0,fasta,,43668610,1518236858.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2018-02-10 04:27:48.697951,70772.0,8.0
,,2018-02-11 21:17:36.949081,slurm_normal,1518383872.0,0,7680.0,1.0,main_w3_handler1,3399974,18344149,False,,131073,vcf,12428491,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""-x""",1,"[{'src': 'hda', 'id': 33799139}]",,"[{'src': 'hda', 'id': 33799050}]",history,32.0,720688555.0,fasta,,43336874,1518383867.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2018-02-11 21:17:54.354991,,5.0
,,2018-02-11 21:48:31.007368,slurm_normal,1518385729.0,0,7680.0,1.0,main_w3_handler1,3399974,18344339,False,,131073,vcf,12428700,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""-k""",1,"[{'src': 'hda', 'id': 33799139}]",,"[{'src': 'hda', 'id': 33799050}]",history,32.0,720688555.0,fasta,,43336874,1518385722.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2018-02-11 21:48:50.792940,,7.0
,,2018-02-13 16:19:58.881682,slurm_normal,1518538812.0,1,7680.0,1.0,main_w4_handler1,2680044,18366993,False,,5554101,vcf,12451684,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19Patch10.len""","""hg19Patch10""","""-x""",0,"[{'src': 'hda', 'id': 33523430}]",Homo_sapiens_nuHg19_mtrCRS,,cached,32.0,,,,43367524,1518538809.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2018-02-13 16:20:14.884527,83147.0,3.0
,,2018-02-16 12:12:51.348501,slurm_normal,1518783184.0,1,7680.0,1.0,main_w3_handler1,3431615,18410202,False,,5168730,vcf,12496201,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""-x""",0,"[{'src': 'hda', 'id': 33896265}]",oryza_sativa_japonica_nipponbare_IRGSP4.0,,cached,32.0,,,,43955464,1518783180.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2018-02-16 12:13:07.686521,,4.0
,,2018-02-18 22:16:48.907545,slurm_normal,1518992254.0,0,7680.0,1.0,main_w4_handler1,3433842,18429364,False,,19883294,vcf,12523502,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","""-x""",0,"[{'src': 'hda', 'id': 33929587}]",hg_g1k_v37,,cached,32.0,,,,43698286,1518992216.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2018-02-18 22:17:36.238072,52716.0,38.0
,,2018-02-22 19:26:45.794391,slurm_normal,1519327655.0,0,7680.0,1.0,main_w4_handler1,3439395,18488180,False,,19883294,vcf,12583401,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","""-x""",0,"[{'src': 'hda', 'id': 34020087}]",hg_g1k_v37,,cached,32.0,,,,43698286,1519327614.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2018-02-22 19:27:37.314348,52716.0,41.0
,,2018-02-22 23:09:54.322360,slurm_normal,1519341011.0,1,7680.0,1.0,main_w4_handler0,3439559,18490488,False,,19883294,vcf,12585749,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","""-x""",0,"[{'src': 'hda', 'id': 34023936}]",Araly1,,cached,32.0,,,,44105162,1519341004.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2018-02-22 23:10:13.138188,,7.0
,,2018-02-22 22:48:45.901267,slurm_normal,1519339785.0,0,7680.0,1.0,main_w4_handler0,3439543,18490317,False,,19883294,vcf,12585543,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","""-x""",0,"[{'src': 'hda', 'id': 34023659}]",hg_g1k_v37,,cached,32.0,,,,43792696,1519339745.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2018-02-22 22:49:49.987047,121652.0,40.0
,,2018-02-22 23:11:20.452072,slurm_normal,1519341131.0,0,7680.0,1.0,main_w3_handler1,3439560,18490500,False,,19883294,vcf,12585765,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","""-x""",0,"[{'src': 'hda', 'id': 34023946}]",hg_g1k_v37,,cached,32.0,,,,43737499,1519341091.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2018-02-22 23:12:14.367252,121475.0,40.0
,,2018-02-22 23:10:09.095739,slurm_normal,1519341057.0,0,7680.0,1.0,main_w4_handler1,3439559,18490490,False,,19883294,vcf,12585751,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","""-x""",0,"[{'src': 'hda', 'id': 34023936}]",hg_g1k_v37,,cached,32.0,,,,44105162,1519341019.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2018-02-22 23:10:58.861359,,38.0
,,2018-02-22 23:04:40.381112,slurm_normal,1519340727.0,0,7680.0,1.0,main_w4_handler1,3439556,18490466,False,,19883294,vcf,12585713,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","""-x""",0,"[{'src': 'hda', 'id': 34023880}]",hg_g1k_v37,,cached,32.0,,,,43737427,1519340689.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2018-02-22 23:05:29.338185,121472.0,38.0
,,2018-02-22 23:09:02.958038,slurm_normal,1519340992.0,0,7680.0,1.0,main_w3_handler0,3439559,18490482,False,,19883294,vcf,12585743,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","""-x""",0,"[{'src': 'hda', 'id': 34023936}]",hg_g1k_v37,,cached,32.0,,,,44105162,1519340952.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2018-02-22 23:09:54.998889,,40.0
,,2018-02-22 23:10:18.090923,slurm_normal,1519341063.0,0,7680.0,1.0,main_w4_handler0,3439562,18490494,False,,19883294,vcf,12585752,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","""-x""",0,"[{'src': 'hda', 'id': 34023982}]",hg_g1k_v37,,cached,32.0,,,,43793422,1519341024.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2018-02-22 23:11:06.230585,121661.0,39.0
,,2018-02-25 04:20:06.708478,slurm_normal,1519532418.0,1,7680.0,1.0,main_w4_handler0,3438554,18509924,False,,47090337,vcf,12606187,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""-x""",1,"[{'src': 'hda', 'id': 34052577}]",,"[{'src': 'hda', 'id': 34052578}]",history,32.0,4868712.0,fasta,,44086196,1519532412.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2018-02-25 04:20:20.661624,77488.0,6.0
,,2018-02-26 07:12:50.881419,slurm_normal,1519629183.0,1,7680.0,1.0,main_w3_handler1,3097412,18519809,False,,13506898,vcf,12615984,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""-x""",0,"[{'src': 'hda', 'id': 34045574}]",hg19,,cached,32.0,,,,43127490,1519629178.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2018-02-26 07:13:04.827609,105175.0,5.0
,,2018-02-27 01:04:14.327497,slurm_normal,1519693468.0,1,7680.0,1.0,main_w3_handler0,3443838,18529953,False,,200762854,vcf,12626315,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""-x""",0,"[{'src': 'hda', 'id': 34085995}]",Araly1,,cached,32.0,,,,44184751,1519693464.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2018-02-27 01:04:30.308525,122874.0,4.0
,,2018-02-27 20:29:46.918488,slurm_normal,1519763434.0,0,7680.0,1.0,main_w4_handler1,3445223,18540035,False,,19883294,vcf,12636441,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","""-x""",0,"[{'src': 'hda', 'id': 34103357}]",hg_g1k_v37,,cached,32.0,,,,43737499,1519763398.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2018-02-27 20:30:37.035104,121475.0,36.0
,,2018-02-27 21:13:31.471646,slurm_normal,1519766062.0,0,7680.0,1.0,main_w3_handler1,3445259,18540426,False,,19883294,vcf,12636823,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg_g1k_v37.len""","""hg_g1k_v37""","""-x""",0,"[{'src': 'hda', 'id': 34103896}]",hg_g1k_v37,,cached,32.0,,,,43793453,1519766020.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2018-02-27 21:14:25.283875,,42.0
,,2018-03-01 12:53:41.001201,slurm_normal,1519925882.0,1,7680.0,1.0,main_w4_handler1,3434644,18564586,False,,4824,vcf,12661446,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","""-x""",0,"[{'src': 'hda', 'id': 34032452}]",hg38,,cached,32.0,,,,44001394,1519925878.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2018-03-01 17:38:36.747279,122228.0,4.0
,,2017-04-13 10:16:28.124289,slurm_normal,1492078670.0,0,,1.0,main_w4_handler1,2836922,15574425,False,,10061561,vcf,9696978.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",0,"[{'src': 'hda', 'id': 29198975}]",hg19,,cached,32.0,,,,37306132,1492078614.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2017-04-13 10:17:53.634238,91180.0,56.0
,,2016-10-12 10:58:59.730032,slurm_normal,1476270997.0,0,,1.0,main_w4_handler0,2849370,14063038,False,,7572857398,vcf,8279640.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-x""",1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5dede6cbc8c76aa99'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5949e339881992c12'}]",history,32.0,3199905909.0,fasta,,33625484,1476269947.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-10-12 11:16:40.721748,90461.0,1050.0
,,2016-10-14 00:36:41.464161,slurm_normal,1476405438.0,1,,1.0,main_w3_handler1,2109256,14077891,False,,539221335,vcf,8294660.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""-k""",0,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f9dec6e483e2368f'}]",hg19,,cached,32.0,,,,33622294,1476405433.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-10-14 00:37:19.095478,55534.0,5.0
,,2016-10-14 20:18:50.028154,slurm_normal,1476476517.0,0,,1.0,main_w3_handler1,2855231,14085112,False,,686651168,pileup,8301889.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mycoTube_H37RV.len""","""mycoTube_H37RV""","""-x""",1,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56528a83bef63d1ef'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e333d1bee165b1ed'}]",history,32.0,4474578.0,fasta,,33691972,1476476351.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-10-14 20:22:01.635798,92191.0,166.0
,,2016-10-17 00:54:36.834881,slurm_normal,1476665738.0,0,,1.0,main_w3_handler1,2853685,14094149,False,,47188716,vcf,8309909.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""-x""",0,"[{'src': 'hda', 'id': 'bbd44e69cb8906b577cbb03865247a18'}]",hg19,,cached,32.0,,,,33556327,1476665707.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfcheck/vcfcheck/1.0.0_rc1.0,1.0.0_rc1.0,,2016-10-17 00:55:40.273878,90348.0,31.0
