chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,first_input,first_input_filetype,galaxy_slots,handler,history_id,id,imported,info,input_files_0|additional_input,input_files_0|additional_input_filetype,input_files_10|additional_input,input_files_10|additional_input_filetype,input_files_11|additional_input,input_files_11|additional_input_filetype,input_files_12|additional_input,input_files_12|additional_input_filetype,input_files_13|additional_input,input_files_13|additional_input_filetype,input_files_14|additional_input,input_files_14|additional_input_filetype,input_files_15|additional_input,input_files_15|additional_input_filetype,input_files_16|additional_input,input_files_16|additional_input_filetype,input_files_17|additional_input,input_files_17|additional_input_filetype,input_files_18|additional_input,input_files_18|additional_input_filetype,input_files_19|additional_input,input_files_19|additional_input_filetype,input_files_1|additional_input,input_files_1|additional_input_filetype,input_files_2|additional_input,input_files_2|additional_input_filetype,input_files_3|additional_input,input_files_3|additional_input_filetype,input_files_4|additional_input,input_files_4|additional_input_filetype,input_files_5|additional_input,input_files_5|additional_input_filetype,input_files_6|additional_input,input_files_6|additional_input_filetype,input_files_7|additional_input,input_files_7|additional_input_filetype,input_files_8|additional_input,input_files_8|additional_input_filetype,input_files_9|additional_input,input_files_9|additional_input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.annotation.__current_case__,parameters.annotation.ignore_nonoverlapping_reference,parameters.annotation.reference_annotation,parameters.annotation.reference_annotation.values,parameters.annotation.use_ref_annotation,parameters.chromInfo,parameters.dbkey,parameters.first_input,parameters.first_input.values,parameters.first_input|__identifier__,parameters.input_files,parameters.input_files_0|additional_input|__identifier__,parameters.seq_data.__current_case__,parameters.seq_data.seq_source.__current_case__,parameters.seq_data.seq_source.index,parameters.seq_data.seq_source.index.__class__,parameters.seq_data.seq_source.index.value,parameters.seq_data.seq_source.index_source,parameters.seq_data.seq_source.ref_file,parameters.seq_data.seq_source.ref_file.values,parameters.seq_data.use_seq_data,processor_count,ref_file,ref_file_filetype,reference_annotation,reference_annotation_filetype,runner_name,seq_data|ref_file,seq_data|ref_file_filetype,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2014-10-17 11:37:03.627100,rodeo_normal,1413546778.0,0,90512309,gtf,1.0,main_w1_handler1,2069640,7997531,False,,90494639.0,gtf,,,,,,,,,,,,,,,,,,,,,90507663.0,gtf,90494374.0,gtf,,,,,,,,,,,,,,,35305.rodeo,slurm,,16332532.0,corral-repl,,,0,False,17228709.0,,Yes,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17259860,,,"[{""__index__"": 0, ""additional_input"": 17243484}, {""__index__"": 1, ""additional_input"": 17243488}, {""__index__"": 2, ""additional_input"": 17243492}]",,0,,,,,,,,No,2.0,,,116963244.0,gtf,,,,17426129.0,1413546733.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2014-10-17 11:53:01.446975,53620.0,45.0
,,2015-01-21 02:31:04.691493,rodeo_normal,1421821014.0,0,4724214,gtf,1.0,main_w1_handler0,2179941,8577182,False,,4724214.0,gtf,,,,,,,,,,,,,,,,,,,,,4724214.0,gtf,,,,,,,,,,,,,,,,,803897.rodeo,slurm,,16332532.0,corral-repl,,"""54d97cc2a11511e4b6ca005056a51846""",0,False,18173798.0,,Yes,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18254590,,,"[{""__index__"": 0, ""additional_input"": 18254594}, {""__index__"": 1, ""additional_input"": 18254598}]",,0,,,,,,,,No,2.0,,,6165347.0,gtf,,,,20585053.0,1421821005.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-01-21 06:16:59.171075,48400.0,9.0
,,2015-01-21 02:34:44.246920,rodeo_normal,1421821150.0,0,4724214,gtf,1.0,main_w1_handler0,2169619,8577244,False,,4724214.0,gtf,,,,,,,,,,,,,,,,,,,,,4724214.0,gtf,,,,,,,,,,,,,,,,,803909.rodeo,slurm,,16332532.0,corral-repl,,"""e06404baa11511e4ba71005056a52a46""",0,False,18173798.0,,Yes,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18254740,,,"[{""__index__"": 0, ""additional_input"": 18254744}, {""__index__"": 1, ""additional_input"": 18254748}]",,0,,,,,,,,No,2.0,,,6165347.0,gtf,,,,20427579.0,1421821141.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-01-21 06:19:15.574445,48400.0,9.0
,,2015-01-21 06:20:04.549291,rodeo_normal,1421821319.0,0,57146235,gtf,1.0,main_w2_handler0,2178268,8577650,False,,58671802.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2520135.roundup,slurm,,132112264.0,corral-repl,,,0,False,18244778.0,,Yes,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18253044,,,"[{""__index__"": 0, ""additional_input"": 18253052}]",,1,0.0,hg19,,,cached,,,Yes,32.0,,,135909791.0,gtf,,,,20378966.0,1421821221.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-01-21 06:22:04.005118,57992.0,98.0
,,2015-01-21 06:34:45.771612,rodeo_normal,1421822139.0,0,58671802,gtf,1.0,main_w1_handler0,2178268,8577673,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803965.rodeo,slurm,,16332532.0,corral-repl,,,0,True,18244778.0,,Yes,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18253052,,,[],,1,0.0,hg19,,,cached,,,Yes,2.0,,,135909791.0,gtf,,,,20378966.0,1421822102.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-01-21 06:35:42.943600,57992.0,37.0
,,2015-01-21 06:40:10.979190,rodeo_normal,1421822467.0,0,57146235,gtf,1.0,main_w2_handler1,2178268,8577684,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803984.rodeo,slurm,,16332532.0,corral-repl,,,0,True,18244778.0,,Yes,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18253044,,,[],,1,0.0,hg19,,,cached,,,Yes,2.0,,,135909791.0,gtf,,,,20378966.0,1421822427.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-01-21 06:41:11.024733,57992.0,40.0
,,2015-02-19 16:00:29.920604,rodeo_normal,1424361647.0,0,3282133,gtf,1.0,main_w2_handler1,2185173,8768044,False,,3288483.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2834187.roundup,slurm,,132112168.0,corral-repl,,,0,False,18564660.0,,Yes,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18565721,,,"[{""__index__"": 0, ""additional_input"": 18564948}]",,1,0.0,hg19,,,cached,,,Yes,32.0,,,3012663.0,gtf,,,,21340172.0,1424361643.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-02-19 16:00:53.435360,56035.0,4.0
,,2014-11-12 11:08:34.752704,rodeo_normal,1415791268.0,0,41434242,gtf,1.0,main_w2_handler0,1600913,8149356,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990917.roundup,slurm,,132112264.0,corral-repl,,,0,True,16096848.0,,Yes,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",17509992,,,[],,1,0.0,mm10,,,cached,,,Yes,32.0,,,92441739.0,gtf,,,,17185060.0,1415791226.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2014-11-12 11:21:13.259891,39026.0,42.0
,,2014-11-12 11:08:29.047846,rodeo_normal,1415791386.0,0,42309094,gtf,1.0,main_w1_handler1,1600913,8149355,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186144.rodeo,slurm,,8059880.0,corral-repl,,,0,True,16096848.0,,Yes,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",17509987,,,[],,1,0.0,mm10,,,cached,,,Yes,1.0,,,92441739.0,gtf,,,,17185060.0,1415791338.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2014-11-12 11:23:11.024684,39026.0,48.0
,,2014-11-12 11:08:41.877366,rodeo_normal,1415794599.0,0,46135617,gtf,1.0,main_w1_handler1,1600913,8149357,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186522.rodeo,slurm,,8059880.0,corral-repl,,,0,True,16096848.0,,Yes,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",17509996,,,[],,1,0.0,mm10,,,cached,,,Yes,1.0,,,92441739.0,gtf,,,,17185060.0,1415794551.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2014-11-12 12:16:44.496401,39026.0,48.0
,,2014-11-12 11:08:53.781525,rodeo_normal,1415795293.0,0,45363905,gtf,1.0,main_w2_handler1,1600913,8149362,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991325.roundup,slurm,,132112264.0,corral-repl,,,0,True,16096848.0,,Yes,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",17510000,,,[],,1,0.0,mm10,,,cached,,,Yes,32.0,,,92441739.0,gtf,,,,17185060.0,1415795265.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2014-11-12 12:28:15.525152,39026.0,28.0
,,2014-10-21 06:23:51.902273,rodeo_normal,1413872708.0,0,50925890,gtf,1.0,main_w2_handler0,2088837,8014766,False,,52645494.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50021.rodeo,slurm,,16332532.0,corral-repl,,,1,,,,No,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17282330,,,"[{""__index__"": 0, ""additional_input"": 17282337}]",,1,0.0,hg19,,,cached,,,Yes,2.0,,,,,,,,17280801.0,1413872646.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2014-10-21 06:25:12.231835,53621.0,62.0
,,2015-01-23 03:10:44.623444,rodeo_normal,1421982702.0,0,2741460,gtf,1.0,main_w2_handler1,2182344,8591752,False,,2751165.0,gtf,,,,,,,,,,,,,,,,,,,,,2748757.0,gtf,2741926.0,gtf,,,,,,,,,,,,,,,2541432.roundup,slurm,,132112264.0,corral-repl,,,0,False,18275798.0,,Yes,"""/galaxy-repl/localdata/chrom/?.len""","""?""",18275806,,,"[{""__index__"": 0, ""additional_input"": 18275805}, {""__index__"": 1, ""additional_input"": 18275803}, {""__index__"": 2, ""additional_input"": 18275804}]",,1,1.0,,,,history,18275797.0,,Yes,32.0,9329706.0,fasta,576528.0,gtf,,,,20615079.0,1421982655.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-01-23 03:11:45.966012,48100.0,47.0
,,2015-01-22 20:56:01.091689,rodeo_normal,1421992804.0,0,56733139,gtf,1.0,main_w1_handler1,2180879,8589748,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2542575.roundup,slurm,,132112264.0,corral-repl,,"""0b99f590a27911e4828b005056a52a46""",0,True,18269876.0,,Yes,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18272852,,,[],,1,0.0,,UnvalidatedValue,hg19,cached,,,Yes,32.0,,,135909791.0,gtf,,,,20378966.0,1421992752.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-01-23 06:00:06.841301,57992.0,52.0
,,2015-01-23 06:14:18.885542,rodeo_normal,1421993745.0,0,295453222,gtf,1.0,main_w2_handler0,2018204,8592387,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2542680.roundup,slurm,,132112264.0,corral-repl,,,0,False,18120968.0,,Yes,"""/galaxy-repl/localdata/chrom/rn5.len""","""rn5""",18276185,,,[],,1,0.0,rn5,,,cached,,,Yes,32.0,,,64425562.0,gtf,,,,20263938.0,1421993678.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-01-23 06:15:47.793313,36816.0,67.0
,,2015-01-22 22:02:30.181472,rodeo_normal,1421995060.0,0,57138979,gtf,1.0,main_w2_handler0,2178268,8590176,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2542810.roundup,slurm,,132112264.0,corral-repl,,"""55f2d8c4a28211e4ba47005056a52a46""",0,True,18244778.0,,Yes,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18273435,,,[],,1,0.0,,UnvalidatedValue,hg19,cached,,,Yes,32.0,,,135909791.0,gtf,,,,20543553.0,1421995019.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-01-23 06:37:44.920472,57992.0,41.0
,,2015-01-22 22:02:32.548250,rodeo_normal,1422031556.0,0,58672082,gtf,1.0,main_w2_handler0,2178268,8590178,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2546582.roundup,slurm,,132112264.0,corral-repl,,"""55f2d8c4a28211e4ba47005056a52a46""",0,True,18244778.0,,Yes,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18273439,,,[],,1,0.0,,UnvalidatedValue,hg19,cached,,,Yes,32.0,,,135909791.0,gtf,,,,20543553.0,1422031492.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-01-23 16:45:59.114503,57992.0,64.0
,,2015-01-22 22:02:35.079034,rodeo_normal,1422032137.0,0,57138979,gtf,1.0,main_w1_handler0,2178268,8590179,False,,58672082.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2546664.roundup,slurm,,132112264.0,corral-repl,,"""55f2d8c4a28211e4ba47005056a52a46""",0,True,18244778.0,,Yes,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18273435,,,"[{""__index__"": 0, ""additional_input"": 18273439}]",,1,0.0,,UnvalidatedValue,hg19,cached,,,Yes,32.0,,,135909791.0,gtf,,,,20543553.0,1422032077.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-01-23 16:55:49.135874,57992.0,60.0
,,2014-11-12 16:14:40.320989,rodeo_normal,1415829605.0,0,63924583,gtf,1.0,main_w2_handler0,2116199,8151111,False,,63908978.0,gtf,,,,,,,,,,,,,,,,,,,,,63921213.0,gtf,,,,,,,,,,,,,,,,,191009.rodeo,slurm,,16332532.0,corral-repl,,"""b26439746a8611e489db005056a51846""",0,False,17505942.0,,Yes,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",17514423,,,"[{""__index__"": 0, ""additional_input"": 17514429}, {""__index__"": 1, ""additional_input"": 17514433}]",,0,,,,,,,,No,2.0,,,84207474.0,gtf,,,,18481050.0,1415829564.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2014-11-12 22:00:16.332330,53794.0,41.0
,,2015-01-22 22:31:42.140492,rodeo_normal,1422035082.0,0,58701861,gtf,1.0,main_w1_handler1,2180876,8590697,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824113.rodeo,slurm,,16332532.0,corral-repl,,"""69578050a28611e4bc4c005056a52a46""",0,True,18261244.0,,Yes,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18274378,,,[],,1,0.0,,UnvalidatedValue,hg19,cached,,,Yes,2.0,,,135909791.0,gtf,,,,20543553.0,1422035023.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-01-23 17:44:45.341922,57992.0,59.0
,,2014-11-12 16:14:30.927402,rodeo_normal,1415832844.0,0,63939864,gtf,1.0,main_w1_handler0,2116199,8151108,False,,63885512.0,gtf,,,,,,,,,,,,,,,,,,,,,63925309.0,gtf,,,,,,,,,,,,,,,,,1996226.roundup,slurm,,132112264.0,corral-repl,,"""b26439746a8611e489db005056a51846""",0,False,17505942.0,,Yes,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",17514411,,,"[{""__index__"": 0, ""additional_input"": 17514415}, {""__index__"": 1, ""additional_input"": 17514419}]",,0,,,,,,,,No,32.0,,,84207474.0,gtf,,,,18481050.0,1415832807.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2014-11-12 22:54:10.295607,53794.0,37.0
,,2015-01-22 22:31:44.976760,rodeo_normal,1422064845.0,0,58661861,gtf,1.0,main_w1_handler0,2180876,8590699,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2550512.roundup,slurm,,132112264.0,corral-repl,,"""69578050a28611e4bc4c005056a52a46""",0,True,18261244.0,,Yes,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18274382,,,[],,1,0.0,,UnvalidatedValue,hg19,cached,,,Yes,32.0,,,135909791.0,gtf,,,,20543553.0,1422064754.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-01-24 02:00:47.588127,57992.0,91.0
,,2015-01-22 22:31:51.150251,rodeo_normal,1422064851.0,0,58701861,gtf,1.0,main_w1_handler0,2180876,8590700,False,,58661861.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826598.rodeo,slurm,,16332532.0,corral-repl,,"""69578050a28611e4bc4c005056a52a46""",0,True,18261244.0,,Yes,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18274378,,,"[{""__index__"": 0, ""additional_input"": 18274382}]",,1,0.0,,UnvalidatedValue,hg19,cached,,,Yes,2.0,,,135909791.0,gtf,,,,20543553.0,1422064753.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-01-24 02:00:56.274116,57992.0,98.0
,,2015-01-22 20:56:05.881004,rodeo_normal,1422071423.0,0,56733139,gtf,1.0,main_w2_handler1,2180879,8589751,False,,56145918.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2551028.roundup,slurm,,132112264.0,corral-repl,,"""0b99f590a27911e4828b005056a52a46""",0,True,18269876.0,,Yes,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18272852,,,"[{""__index__"": 0, ""additional_input"": 18272856}]",,1,0.0,,UnvalidatedValue,hg19,cached,,,Yes,32.0,,,135909791.0,gtf,,,,20378966.0,1422071353.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-01-24 03:50:25.931673,57992.0,70.0
,,2015-01-22 20:56:03.544711,rodeo_normal,1422071419.0,0,56145918,gtf,1.0,main_w2_handler1,2180879,8589750,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2551026.roundup,slurm,,132112264.0,corral-repl,,"""0b99f590a27911e4828b005056a52a46""",0,True,18269876.0,,Yes,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18272856,,,[],,1,0.0,,UnvalidatedValue,hg19,cached,,,Yes,32.0,,,135909791.0,gtf,,,,20378966.0,1422071350.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-01-24 03:50:21.398241,57992.0,69.0
,,2015-01-24 06:35:34.348797,rodeo_normal,1422116215.0,0,55634500,gtf,1.0,main_w1_handler1,2180878,8597782,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2554700.roundup,slurm,,132112264.0,corral-repl,,"""2ceb14e8a39311e4b28e005056a51846""",0,True,18275309.0,,Yes,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18284723,,,[],,1,0.0,,UnvalidatedValue,hg19,cached,,,Yes,32.0,,,135909791.0,gtf,,,,20378966.0,1422116170.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-01-24 16:16:58.291639,57992.0,45.0
,,2015-01-24 06:35:31.991175,rodeo_normal,1422122865.0,0,58052399,gtf,1.0,main_w1_handler1,2180878,8597780,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2555161.roundup,slurm,,132112264.0,corral-repl,,"""2ceb14e8a39311e4b28e005056a51846""",0,True,18275309.0,,Yes,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18284719,,,[],,1,0.0,,UnvalidatedValue,hg19,cached,,,Yes,32.0,,,135909791.0,gtf,,,,20378966.0,1422122814.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-01-24 18:07:47.668055,57992.0,51.0
,,2015-01-24 06:35:37.104550,rodeo_normal,1422122887.0,0,58052399,gtf,1.0,main_w1_handler0,2180878,8597783,False,,55634500.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2555164.roundup,slurm,,132112264.0,corral-repl,,"""2ceb14e8a39311e4b28e005056a51846""",0,True,18275309.0,,Yes,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",18284719,,,"[{""__index__"": 0, ""additional_input"": 18284723}]",,1,0.0,,UnvalidatedValue,hg19,cached,,,Yes,32.0,,,135909791.0,gtf,,,,20378966.0,1422122820.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2015-01-24 18:08:11.464538,57992.0,67.0
,,2014-12-11 14:53:59.725699,rodeo_normal,1418311871.0,0,90547155,gtf,1.0,main_w1_handler1,2145810,8398323,False,,90566259.0,gtf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537150.rodeo,slurm,,8059880.0,corral-repl,,"""7d632ff2814511e48f1e005056a52a46""",0,False,17809265.0,,Yes,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",17909554,,,"[{""__index__"": 0, ""additional_input"": 17909558}]",,0,,,,,,,,No,1.0,,,116963244.0,gtf,,,,19584171.0,1418311834.0,ok,835576.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2014-12-11 15:31:16.814423,56075.0,37.0
,,2014-10-25 22:00:06.383758,rodeo_normal,1414291069.0,0,3520432,gtf,1.0,main_w2_handler1,2072965,8043619,False,,3523158.0,gtf,,,,,,,,,,,,,,,,,,,,,0.0,gtf,,,,,,,,,,,,,,,,,76828.rodeo,slurm,,16332532.0,corral-repl,,"""11f2109e5c9211e48010005056a51846""",0,False,17326522.0,,Yes,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17335868,,,"[{""__index__"": 0, ""additional_input"": 17335872}, {""__index__"": 1, ""additional_input"": 17335876}]",,1,1.0,,,,history,17326498.0,,Yes,2.0,32665302.0,fasta,60873790.0,gff3,,,,17932012.0,1414291056.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2014-10-26 02:37:54.459613,31910.0,13.0
,,2014-10-27 10:54:46.683909,rodeo_normal,1414435325.0,0,3520432,gtf,1.0,main_w2_handler1,2072965,8048452,False,,3523158.0,gtf,,,,,,,,,,,,,,,,,,,,,3525722.0,gtf,,,,,,,,,,,,,,,,,82257.rodeo,slurm,,16332532.0,corral-repl,,"""4ef380be5dc711e4a638005056a52a46""",0,False,17326522.0,,Yes,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17345976,,,"[{""__index__"": 0, ""additional_input"": 17345980}, {""__index__"": 1, ""additional_input"": 17345985}]",,1,1.0,,,,history,17326498.0,,Yes,2.0,32665302.0,fasta,60873790.0,gff3,,,,17948748.0,1414435316.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2014-10-27 18:42:12.655618,31910.0,9.0
,,2014-10-27 11:58:28.636541,rodeo_normal,1414489822.0,0,3544173,gtf,1.0,main_w1_handler0,2072965,8048708,False,,3539643.0,gtf,,,,,,,,,,,,,,,,,,,,,3527194.0,gtf,,,,,,,,,,,,,,,,,85633.rodeo,slurm,,16332532.0,corral-repl,,"""ed62d3325dcf11e4a98d005056a51846""",0,False,17326522.0,,Yes,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17346360,,,"[{""__index__"": 0, ""additional_input"": 17346364}, {""__index__"": 1, ""additional_input"": 17346372}]",,1,1.0,,,,history,17326498.0,,Yes,2.0,32665302.0,fasta,60873790.0,gff3,,,,17948748.0,1414489812.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2014-10-28 09:50:27.149131,31910.0,10.0
,,2014-10-28 10:06:22.577541,rodeo_normal,1414503981.0,0,3528960,gtf,1.0,main_w1_handler1,2072965,8054471,False,,8660174.0,gtf,,,,,,,,,,,,,,,,,,,,,3537419.0,gtf,,,,,,,,,,,,,,,,,86721.rodeo,slurm,,16332532.0,corral-repl,,"""c966cf785e8911e482d0005056a52a46""",0,False,17326522.0,,Yes,"""/galaxy-repl/localdata/chrom/?.len""","""?""",17354661,,,"[{""__index__"": 0, ""additional_input"": 17354665}, {""__index__"": 1, ""additional_input"": 17354670}]",,1,1.0,,,,history,17326498.0,,Yes,2.0,32665302.0,fasta,60873790.0,gff3,,,,17967617.0,1414503970.0,ok,0.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2014-10-28 13:46:26.376026,31910.0,11.0
,,2014-11-14 23:22:39.661196,rodeo_normal,1416007542.0,0,34390539,gtf,1.0,main_w2_handler0,2100316,8170913,False,,42168075.0,gtf,,,,,,,,,,,,,,,,,,,,,37102563.0,gtf,32502040.0,gtf,35543096.0,gtf,35619841.0,gtf,,,,,,,,,,,2018246.roundup,slurm,,132112264.0,corral-repl,,,1,,,,No,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",17535980,,,"[{""__index__"": 0, ""additional_input"": 17545982}, {""__index__"": 1, ""additional_input"": 17535992}, {""__index__"": 2, ""additional_input"": 17535988}, {""__index__"": 3, ""additional_input"": 17535984}, {""__index__"": 4, ""additional_input"": 17535976}]",,1,0.0,hg38,,,cached,,,Yes,32.0,,,,,,,,18317604.0,1416007370.0,ok,1023992.0,toolshed.g2.bx.psu.edu/repos/devteam/cuffcompare/cuffcompare/0.0.6,0.0.6,,2014-11-14 23:25:48.136775,5399.0,172.0
