create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,input_database,input_database_filetype,input_motifs,input_motifs_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,options_type|bgfile,options_type|bgfile_filetype,param_filename,parameters.chromInfo,parameters.dbkey,parameters.fasta_type.__current_case__,parameters.fasta_type.fasta_type_selector,parameters.fasta_type.input_database,parameters.fasta_type.input_database.values,parameters.input_motifs.values,parameters.non_commercial_use,parameters.options_type.__current_case__,parameters.options_type.alpha,parameters.options_type.bgfile_type.__current_case__,parameters.options_type.bgfile_type.bgfile.values,parameters.options_type.bgfile_type.bgfile_type_selector,parameters.options_type.max_stored_scores,parameters.options_type.max_strand,parameters.options_type.motif_pseudo,parameters.options_type.motifs_cond.__current_case__,parameters.options_type.motifs_cond.motifs_selector,parameters.options_type.no_qvalue,parameters.options_type.norc,parameters.options_type.options_type_selector,parameters.options_type.output_separate_motifs,parameters.options_type.parse_genomic_coord_cond.__current_case__,parameters.options_type.parse_genomic_coord_cond.parse_genomic_coord,parameters.options_type.parse_genomic_coord_cond.remove_duplicate_coords,parameters.options_type.prior_dist_cond.__current_case__,parameters.options_type.prior_dist_cond.prior_dist_selector,parameters.options_type.psp_cond.__current_case__,parameters.options_type.psp_cond.psp_selector,parameters.options_type.qv_thresh,parameters.options_type.thresh,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-07-18 08:23:56.782280,slurm_normal,1468830278.0,0,1.0,main_w2_handler1,2217144,13429588,False,,29085.0,fasta,477,memexml,7641123.roundup,slurm,,132112168.0,corral-repl,45.0,memexml,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54eadff20c750b453'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5a094968fb1087b24'}]","""true""",1,1.0,2.0,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54cfeeb01b11c8af7'}]",bgfile,100000,false,0.1,0.0,yes,true,true,advanced,no,1.0,no,,0.0,no,0.0,no,false,0.001,32.0,,30318979,1468830272.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-07-18 08:24:40.578109,59767.0,6.0
2016-07-18 10:20:11.307579,slurm_normal,1468837262.0,0,1.0,main_w1_handler0,2217144,13430329,False,,501316.0,fasta,477,memexml,7641869.roundup,slurm,,132112168.0,corral-repl,45.0,memexml,,"""/galaxy-repl/localdata/chrom/galGal4.len""","""galGal4""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c96b54c5f679c480'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5a094968fb1087b24'}]","""true""",1,1.0,2.0,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54cfeeb01b11c8af7'}]",bgfile,100000,false,0.1,0.0,yes,true,true,advanced,no,1.0,no,,0.0,no,0.0,no,false,0.001,32.0,,30318979,1468837259.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-07-18 10:21:07.364621,59767.0,3.0
2016-07-18 12:55:05.184508,slurm_normal,1468846552.0,0,1.0,main_w2_handler0,2217144,13431205,False,,501316.0,fasta,657,memexml,7642761.roundup,slurm,,132112168.0,corral-repl,45.0,memexml,,"""/galaxy-repl/localdata/chrom/galGal4.len""","""galGal4""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c96b54c5f679c480'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b54f621055d4e45ad8'}]","""true""",1,1.0,2.0,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54cfeeb01b11c8af7'}]",bgfile,100000,false,0.1,0.0,yes,true,true,advanced,no,1.0,no,,0.0,no,0.0,no,false,0.001,32.0,,30318979,1468846547.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-07-18 12:55:55.087652,59767.0,5.0
2016-07-18 14:24:17.598101,slurm_normal,1468851888.0,0,1.0,main_w2_handler0,2217144,13431965,False,,501316.0,fasta,791,memexml,7643454.roundup,slurm,,132112168.0,corral-repl,45.0,memexml,,"""/galaxy-repl/localdata/chrom/galGal4.len""","""galGal4""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c96b54c5f679c480'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b50850100c32ca0564'}]","""true""",1,1.0,2.0,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54cfeeb01b11c8af7'}]",bgfile,100000,false,0.1,0.0,yes,true,true,advanced,no,1.0,no,,0.0,no,0.0,no,false,0.001,32.0,,30318979,1468851884.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-07-18 14:24:52.238402,59767.0,4.0
2016-07-18 15:39:44.351439,slurm_normal,1468856452.0,0,1.0,main_w2_handler0,2217144,13433056,False,,501316.0,fasta,791,memexml,7644507.roundup,slurm,,132112168.0,corral-repl,45.0,memexml,,"""/galaxy-repl/localdata/chrom/galGal4.len""","""galGal4""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c96b54c5f679c480'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b50850100c32ca0564'}]","""true""",1,1.0,2.0,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54cfeeb01b11c8af7'}]",bgfile,100000,false,0.1,0.0,yes,true,false,advanced,no,1.0,no,,0.0,no,0.0,no,false,0.001,32.0,,30318979,1468856432.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-07-18 15:40:56.751171,59767.0,20.0
2016-07-19 08:20:15.808756,slurm_normal,1468923166.0,0,1.0,main_w1_handler0,2688591,13441397,False,,,,161497,memexml,7653073.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,cached,mm9,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5623ab522ddfccd09'}]","""true""",0,,,,,,,,,,,,basic,,,,,,,,,,,32.0,,29922901,1468916455.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-07-19 10:12:52.743347,75014.0,6711.0
2016-07-20 13:22:28.596136,slurm_normal,1469021018.0,0,1.0,main_w1_handler1,2217144,13452199,False,,9406567.0,fasta,1350,memexml,7666043.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/galGal4.len""","""galGal4""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b509e35872c2572809'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b50050aa6ca33e7cdc'}]","""true""",1,1.0,0.0,,motif_file,100000,true,0.1,0.0,yes,true,false,advanced,no,1.0,no,,0.0,no,0.0,no,false,0.001,32.0,,30318979,1469021002.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-07-20 13:23:43.712134,59767.0,16.0
2016-09-24 10:25:45.453153,slurm_normal,1474712850.0,0,1.0,main_w4_handler0,2217144,13931171,False,,29141045.0,fasta,909,memexml,8153608.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f39c10315fc474c4'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5325c3b26c60a2721'}]","""true""",1,1.0,0.0,,motif_file,100000,true,0.1,0.0,yes,true,false,advanced,no,1.0,no,,0.0,no,0.0,no,false,0.001,32.0,,32849584,1474712815.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-09-24 10:27:33.373635,59767.0,35.0
2016-07-22 17:09:06.250562,slurm_normal,1469207376.0,0,1.0,main_w1_handler0,2217144,13471280,False,,9722775.0,fasta,1350,memexml,7686334.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/galGal4.len""","""galGal4""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b561b207b12c930357'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b50050aa6ca33e7cdc'}]","""true""",1,1.0,0.0,,motif_file,100000,true,0.1,0.0,yes,true,false,advanced,no,1.0,no,,0.0,no,0.0,no,false,0.001,32.0,,30318979,1469207361.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-07-22 17:09:39.088517,59767.0,15.0
2016-07-22 21:04:58.288072,slurm_normal,1469221511.0,0,1.0,main_w2_handler0,2217144,13472861,False,,19353.0,fasta,1603,memexml,7688077.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/galGal4.len""","""galGal4""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f0d70d9c8fede7ff'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5861a788ca3591851'}]","""true""",1,1.0,0.0,,motif_file,100000,true,0.1,0.0,yes,true,true,advanced,no,1.0,no,,0.0,no,0.0,no,false,0.0001,32.0,,30318979,1469221507.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-07-22 21:05:14.901078,59767.0,4.0
2016-07-22 21:20:19.204263,slurm_normal,1469222438.0,0,1.0,main_w2_handler1,2217144,13472958,False,,19353.0,fasta,1603,memexml,7688173.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/galGal4.len""","""galGal4""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f0d70d9c8fede7ff'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5861a788ca3591851'}]","""true""",1,1.0,0.0,,motif_file,100000,true,0.1,0.0,yes,true,true,advanced,no,1.0,no,,0.0,no,0.0,no,false,0.01,32.0,,30318979,1469222434.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-07-22 21:20:42.548706,59767.0,4.0
2016-07-22 22:25:09.958789,slurm_normal,1469226370.0,0,1.0,main_w2_handler1,2217144,13473513,False,,519964.0,fasta,1603,memexml,7688812.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/galGal4.len""","""galGal4""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b03debbd91b1ec41'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5861a788ca3591851'}]","""true""",1,1.0,1.0,,default,100000,true,0.1,0.0,yes,true,true,advanced,no,1.0,no,,0.0,no,0.0,no,false,0.01,32.0,,30318979,1469226329.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-07-22 22:26:14.874909,59767.0,41.0
2016-07-23 07:39:46.625685,slurm_normal,1469259602.0,0,1.0,main_w2_handler1,2217144,13475701,False,,519964.0,fasta,1603,memexml,7691066.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/galGal4.len""","""galGal4""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b03debbd91b1ec41'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5861a788ca3591851'}]","""true""",1,1.0,0.0,,motif_file,100000,true,0.1,0.0,yes,true,true,advanced,no,1.0,no,,0.0,no,0.0,no,false,0.01,32.0,,30318979,1469259599.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-07-23 07:40:05.148292,59767.0,3.0
2016-07-23 15:31:08.415293,slurm_normal,1469287901.0,0,1.0,main_w1_handler0,2217144,13476944,False,,10174937.0,fasta,1350,memexml,7692456.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/galGal4.len""","""galGal4""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e5eb7bf600b2ef78'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b50050aa6ca33e7cdc'}]","""true""",1,1.0,1.0,,default,100000,true,0.1,0.0,yes,true,false,advanced,no,1.0,no,,0.0,no,0.0,no,false,0.001,32.0,,30318979,1469287881.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-07-23 15:31:43.671492,59767.0,20.0
2016-07-25 16:01:15.296411,slurm_normal,1469462504.0,0,1.0,main_w1_handler0,2217144,13486428,False,,84614.0,fasta,2116,memexml,7702450.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/galGal4.len""","""galGal4""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53c293f3894150594'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5bdbe97475221b7db'}]","""true""",1,1.0,0.0,,motif_file,100000,true,0.1,0.0,yes,true,true,advanced,no,1.0,no,,0.0,no,0.0,no,false,0.0001,32.0,,30318979,1469462501.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-07-25 16:01:50.641603,59767.0,3.0
2016-07-25 16:07:35.520366,slurm_normal,1469462873.0,0,1.0,main_w1_handler1,2217144,13486512,False,,84614.0,fasta,2116,memexml,7702520.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/galGal4.len""","""galGal4""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53c293f3894150594'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5bdbe97475221b7db'}]","""true""",1,1.0,0.0,,motif_file,100000,true,0.1,0.0,yes,true,true,advanced,no,1.0,no,,0.0,no,0.0,no,false,0.001,32.0,,30318979,1469462868.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-07-25 16:07:57.241258,59767.0,5.0
2017-03-20 10:09:45.279154,slurm_normal,1490004843.0,0,1.0,main_w4_handler0,2457352,15341373,False,,5812.0,fasta,31061,memexml,9480845.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 28802892}]","[{'src': 'hda', 'id': 28803290}]","""true""",1,1.0,1.0,,default,100000,false,0.1,0.0,yes,true,true,advanced,no,1.0,no,,0.0,no,0.0,no,false,1.0,32.0,,36719337,1490004838.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2017-03-20 10:20:22.334611,65645.0,5.0
2016-07-28 09:44:17.779507,slurm_normal,1469699114.0,0,1.0,main_w2_handler0,2217144,13513901,False,,1058477.0,fasta,1222,memexml,7729244.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/galGal4.len""","""galGal4""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5af98827cc523c9d2'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f8b4fb66731ab061'}]","""true""",1,1.0,0.0,,motif_file,100000,false,0.1,0.0,yes,true,false,advanced,no,1.0,no,,0.0,no,0.0,no,false,0.01,32.0,,30318979,1469699104.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-07-28 09:45:17.334934,59767.0,10.0
2016-07-28 10:29:29.604968,slurm_normal,1469701792.0,0,1.0,main_w1_handler1,2217144,13514151,False,,84614.0,fasta,1222,memexml,7729498.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/galGal4.len""","""galGal4""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53c293f3894150594'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f8b4fb66731ab061'}]","""true""",1,1.0,0.0,,motif_file,100000,false,0.1,0.0,yes,true,false,advanced,no,1.0,no,,0.0,no,0.0,no,false,0.01,32.0,,30318979,1469701787.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-07-28 10:29:55.643827,59767.0,5.0
2016-08-01 19:56:10.143380,slurm_normal,1470081400.0,0,1.0,main_w1_handler1,2217144,13556579,False,,9873310.0,fasta,1350,memexml,7764362.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/galGal4.len""","""galGal4""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b515ce5872534be1a7'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b50050aa6ca33e7cdc'}]","""true""",1,1.0,0.0,,motif_file,100000,false,0.1,0.0,yes,true,false,advanced,no,1.0,no,,0.0,no,0.0,no,false,0.001,32.0,,30318979,1470081384.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-08-01 19:56:43.599126,59767.0,16.0
2016-08-01 20:00:33.718826,slurm_normal,1470081652.0,0,1.0,main_w2_handler1,2779488,13556596,False,,172557.0,fasta,17598,memexml,7764401.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5094bda9cc56ce2c1'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e601c34972af50cb'}]","""true""",0,,,,,,,,,,,,basic,,,,,,,,,,,32.0,,31793292,1470081643.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-08-01 20:00:54.958171,50916.0,9.0
2016-08-01 19:58:20.650395,slurm_normal,1470081528.0,0,1.0,main_w1_handler1,2217144,13556588,False,,9694872.0,fasta,1350,memexml,7764376.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/galGal4.len""","""galGal4""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57f740e9a6d2d2468'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b50050aa6ca33e7cdc'}]","""true""",1,1.0,0.0,,motif_file,100000,false,0.1,0.0,yes,true,false,advanced,no,1.0,no,,0.0,no,0.0,no,false,0.001,32.0,,30318979,1470081513.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-08-01 19:58:51.771147,59767.0,15.0
2016-09-27 09:57:01.511318,slurm_normal,1474970270.0,0,1.0,main_w3_handler1,2217144,13954411,False,,29141045.0,fasta,909,memexml,8174485.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f39c10315fc474c4'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5325c3b26c60a2721'}]","""true""",1,1.0,0.0,,motif_file,100000,true,0.1,0.0,yes,true,false,advanced,no,1.0,no,,0.0,no,0.0,no,false,0.01,32.0,,32849584,1474970243.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-09-27 09:57:54.778827,59767.0,27.0
2016-08-05 13:00:52.554978,slurm_normal,1470402123.0,0,1.0,main_w1_handler0,2217144,13600906,False,,3127051.0,fasta,1350,memexml,7812960.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/galGal4.len""","""galGal4""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d99d96820e66e0b7'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b50050aa6ca33e7cdc'}]","""true""",1,1.0,0.0,,motif_file,100000,false,0.1,0.0,yes,true,false,advanced,no,1.0,no,,0.0,no,0.0,no,false,0.001,32.0,,30318979,1470402115.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-08-05 13:02:06.683174,59767.0,8.0
2017-03-20 11:22:35.450489,slurm_normal,1490009185.0,0,1.0,main_w4_handler1,2457352,15341977,False,,5812.0,fasta,31061,memexml,9481287.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 28802892}]","[{'src': 'hda', 'id': 28803290}]","""true""",1,1.0,1.0,,default,100000,false,0.1,0.0,yes,false,true,advanced,no,1.0,no,,0.0,no,0.0,no,false,1.0,32.0,,36719337,1490009181.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2017-03-20 11:28:28.094705,65645.0,4.0
2016-09-28 10:09:20.831075,slurm_normal,1475057520.0,0,1.0,main_w4_handler1,2829536,13963667,False,,6545.0,fasta,112644,memexml,8183020.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b532fb3b04a5acdd3c'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e14c64929db8cb53'}]","""true""",0,,,,,,,,,,,,basic,,,,,,,,,,,32.0,,33192633,1475057381.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-09-28 10:12:12.027598,90821.0,139.0
2016-08-11 12:28:03.802539,slurm_normal,1470918621.0,0,1.0,main_w2_handler1,2730794,13643841,False,,36368.0,fasta,136153,memexml,7858212.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52301fd3f66561e0d'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5bb90b35e3de8038c'}]","""true""",0,,,,,,,,,,,,basic,,,,,,,,,,,32.0,,30694260,1470918602.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-08-11 12:30:24.723261,78723.0,19.0
2016-10-24 13:05:42.211849,slurm_normal,1477314396.0,0,1.0,main_w3_handler0,2819096,14158045,False,,144379.0,fasta,121857,memexml,8368833.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b593d073e54dece353'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e1d48dd69a8800f0'}]","""true""",0,,,,,,,,,,,,basic,,,,,,,,,,,32.0,,32062269,1477314382.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-10-24 13:06:39.812786,48587.0,14.0
2017-01-11 09:46:37.819535,slurm_normal,1484129276.0,0,1.0,main_w4_handler1,2393221,14738374,False,,,,93526,memexml,8903360.roundup,slurm,,132111800.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,cached,hg19,,"[{'src': 'hda', 'id': 27888720}]","""true""",0,,,,,,,,,,,,basic,,,,,,,,,,,32.0,,34046562,1484128003.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2017-01-11 10:07:59.902625,67238.0,1273.0
2016-09-07 13:59:27.156545,slurm_normal,1473256791.0,0,1.0,main_w3_handler0,676440,13798311,False,,85939.0,fasta,1350,memexml,8018845.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/galGal4.len""","""galGal4""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bf8e47ad7f737520'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b503bc8f2846e4b908'}]","""true""",1,1.0,0.0,,motif_file,100000,false,0.1,0.0,yes,true,false,advanced,no,1.0,no,,0.0,no,0.0,no,false,0.01,32.0,,32812773,1473256781.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-09-07 13:59:55.799671,15206.0,10.0
2016-10-25 14:22:05.152832,slurm_normal,1477405383.0,0,1.0,main_w4_handler0,2819096,14169630,False,,,,121857,memexml,8382404.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",0,cached,ce2,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e1d48dd69a8800f0'}]","""true""",0,,,,,,,,,,,,basic,,,,,,,,,,,32.0,,32062269,1477405330.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-10-25 14:23:10.869649,48587.0,53.0
2016-10-25 14:17:50.648214,slurm_normal,1477405168.0,0,1.0,main_w4_handler0,2819096,14169587,False,,144379.0,fasta,121857,memexml,8382366.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b593d073e54dece353'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e1d48dd69a8800f0'}]","""true""",0,,,,,,,,,,,,basic,,,,,,,,,,,32.0,,32062269,1477405134.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-10-25 14:19:35.310418,48587.0,34.0
2016-10-25 17:15:44.045771,slurm_normal,1477415778.0,0,1.0,main_w4_handler0,2819096,14171460,False,,144379.0,fasta,747849,memexml,8384243.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b593d073e54dece353'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b5b72e4fdca3b08c9d'}]","""true""",1,1.0,1.0,,default,100000,false,0.1,0.0,yes,true,false,advanced,no,1.0,no,,0.0,no,0.0,no,false,0.0001,32.0,,32062269,1477415748.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-10-25 17:16:27.120084,48587.0,30.0
2016-10-26 10:11:17.627842,slurm_normal,1477481264.0,0,1.0,main_w4_handler1,2837396,14178768,False,,508172.0,fasta,223435,memexml,8391808.roundup,slurm,,132112168.0,corral-repl,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,history,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5029dbdca0b70c041'}]","[{'src': 'hda', 'id': 'bbd44e69cb8906b53b8aa9624ff6f4b3'}]","""true""",1,1.0,1.0,,default,100000,false,0.1,0.0,yes,true,false,advanced,no,1.0,no,,0.0,no,0.0,no,false,0.0001,32.0,,33874643,1477481249.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/meme_fimo/meme_fimo/4.11.0.3,4.11.0.3,,2016-10-26 11:27:52.108058,16545.0,15.0
