BED,BED1,BED1_filetype,BED2,BED2_filetype,BED3,BED3_filetype,BED4,BED4_filetype,BED5,BED5_filetype,BED_filetype,bamfiles,bamfiles1,bamfiles1_filetype,bamfiles2,bamfiles2_filetype,bamfiles3,bamfiles3_filetype,bamfiles4,bamfiles4_filetype,bamfiles5,bamfiles5_filetype,bamfiles6,bamfiles6_filetype,bamfiles7,bamfiles7_filetype,bamfiles8,bamfiles8_filetype,bamfiles_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.BED.values,parameters.advancedOpt.__current_case__,parameters.advancedOpt.showAdvancedOpt,parameters.bamfiles.values,parameters.chromInfo,parameters.dbkey,parameters.outFileFormat,parameters.outRawCounts,parameters.region,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
6542,6542,bed,,,,,,,,,bed,856024315,856024315,bam,683704505.0,bam,600312146.0,bam,999418172.0,bam,586537412.0,bam,699222858.0,bam,,,,,bam,2016-10-28 09:11:15.724995,slurm_normal,1477648447.0,0,1.0,main_w3_handler0,2854578,14198439,False,,8410197.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53f4dd98c61a58197'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58a9b55e6af15c2e3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a9f3468c37d2b6f7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b815103ecabf06ad'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59f730b0b82eb85b2'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""false""","""""",32.0,,33824132,1477647519.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 09:54:09.847236,77683,928.0
462,462,bed,,,,,,,,,bed,856024315,856024315,bam,683704505.0,bam,600312146.0,bam,999418172.0,bam,586537412.0,bam,699222858.0,bam,,,,,bam,2016-10-28 09:11:02.898165,slurm_normal,1477649052.0,0,1.0,main_w3_handler1,2854578,14198437,False,,8410258.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56865ed97c3b2a69f'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58a9b55e6af15c2e3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a9f3468c37d2b6f7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b815103ecabf06ad'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59f730b0b82eb85b2'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""false""","""""",32.0,,33824132,1477648111.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 10:04:17.190339,77683,941.0
2560,2560,bed,,,,,,,,,bed,856024315,856024315,bam,683704505.0,bam,600312146.0,bam,999418172.0,bam,586537412.0,bam,699222858.0,bam,,,,,bam,2016-10-28 09:14:49.327360,slurm_normal,1477649090.0,0,1.0,main_w4_handler1,2854578,14198465,False,,8410261.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b563cb3e0144c26550'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58a9b55e6af15c2e3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a9f3468c37d2b6f7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b815103ecabf06ad'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59f730b0b82eb85b2'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""false""","""""",32.0,,33824132,1477648172.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 10:04:52.544644,77683,918.0
750,750,bed,,,,,,,,,bed,856024315,856024315,bam,322929176.0,bam,435934159.0,bam,999418172.0,bam,383836715.0,bam,499304916.0,bam,,,,,bam,2016-10-28 09:13:10.744506,slurm_normal,1477649243.0,0,1.0,main_w3_handler0,2854578,14198449,False,,8410289.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58d7c2d31f86a189a'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fef3f9354454bef2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b9db1abc069684fd'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57c7c73be9bea37c0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b504f28fccb4038243'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""false""","""""",32.0,,33824132,1477648510.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 10:07:25.222918,77683,733.0
4059,4059,bed,,,,,,,,,bed,856024315,856024315,bam,322929176.0,bam,435934159.0,bam,999418172.0,bam,383836715.0,bam,499304916.0,bam,,,,,bam,2016-10-28 09:13:24.164543,slurm_normal,1477649613.0,0,1.0,main_w3_handler0,2854578,14198453,False,,8410327.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ce92e91b3b95aa7d'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fef3f9354454bef2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b9db1abc069684fd'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57c7c73be9bea37c0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b504f28fccb4038243'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""false""","""""",32.0,,33824132,1477648881.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 10:13:42.282065,77683,732.0
15851,15851,bed,,,,,,,,,bed,856024315,856024315,bam,322929176.0,bam,435934159.0,bam,999418172.0,bam,383836715.0,bam,499304916.0,bam,,,,,bam,2016-10-28 09:23:06.192515,slurm_normal,1477650429.0,0,1.0,main_w4_handler1,2854578,14198525,False,,8410414.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e3579d071a45baf1'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fef3f9354454bef2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b9db1abc069684fd'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57c7c73be9bea37c0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b504f28fccb4038243'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""false""","""""",32.0,,33824132,1477649691.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 10:27:10.878200,77683,738.0
352,352,bed,,,,,,,,,bed,856024315,856024315,bam,322929176.0,bam,435934159.0,bam,999418172.0,bam,383836715.0,bam,499304916.0,bam,,,,,bam,2016-10-28 09:21:40.638877,slurm_normal,1477653449.0,0,1.0,main_w3_handler1,2854578,14198505,False,,8410641.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b55aa7d991eed045'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fef3f9354454bef2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b9db1abc069684fd'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57c7c73be9bea37c0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b504f28fccb4038243'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""false""","""""",32.0,,33824132,1477652803.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 11:17:32.597534,77683,646.0
21803,21803,bed,,,,,,,,,bed,856024315,856024315,bam,683704505.0,bam,600312146.0,bam,999418172.0,bam,586537412.0,bam,699222858.0,bam,,,,,bam,2016-10-28 09:22:54.772943,slurm_normal,1477651373.0,0,1.0,main_w4_handler0,2854578,14198522,False,,8410465.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50f6dc207cd959993'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58a9b55e6af15c2e3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a9f3468c37d2b6f7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b815103ecabf06ad'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59f730b0b82eb85b2'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""false""","""""",32.0,,33824132,1477650383.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 10:42:57.706161,77683,990.0
8749,8749,bed,,,,,,,,,bed,856024315,856024315,bam,683704505.0,bam,600312146.0,bam,999418172.0,bam,586537412.0,bam,699222858.0,bam,,,,,bam,2016-10-28 09:14:20.184139,slurm_normal,1477650502.0,0,1.0,main_w3_handler0,2854578,14198462,False,,8410392.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5632e9ccef0d117b5'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58a9b55e6af15c2e3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a9f3468c37d2b6f7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b815103ecabf06ad'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59f730b0b82eb85b2'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""false""","""""",32.0,,33824132,1477649523.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 10:28:25.796885,77683,979.0
68778,68778,bed,,,,,,,,,bed,856024315,856024315,bam,683704505.0,bam,600312146.0,bam,999418172.0,bam,586537412.0,bam,699222858.0,bam,,,,,bam,2016-10-28 09:15:18.654469,slurm_normal,1477650244.0,0,1.0,main_w4_handler1,2854578,14198467,False,,8410337.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b521d484f272f92197'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58a9b55e6af15c2e3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a9f3468c37d2b6f7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b815103ecabf06ad'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59f730b0b82eb85b2'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""false""","""""",32.0,,33824132,1477649053.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 10:24:07.657818,77683,1191.0
544,544,bed,,,,,,,,,bed,856024315,856024315,bam,322929176.0,bam,435934159.0,bam,999418172.0,bam,383836715.0,bam,499304916.0,bam,,,,,bam,2016-10-28 09:20:56.006430,slurm_normal,1477650250.0,0,1.0,main_w4_handler0,2854578,14198499,False,,8410393.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c94d5405c9f94739'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fef3f9354454bef2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b9db1abc069684fd'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57c7c73be9bea37c0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b504f28fccb4038243'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""false""","""""",32.0,,33824132,1477649523.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 10:24:14.396215,77683,727.0
413708,413708,bed,,,,,,,,,bed,856024315,856024315,bam,683704505.0,bam,600312146.0,bam,999418172.0,bam,586537412.0,bam,699222858.0,bam,,,,,bam,2016-10-28 09:15:03.301988,slurm_normal,1477653771.0,0,1.0,main_w3_handler1,2854578,14198466,False,,8410615.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58d594f7fae58f6dd'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58a9b55e6af15c2e3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a9f3468c37d2b6f7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b815103ecabf06ad'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59f730b0b82eb85b2'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""false""","""""",32.0,,33824132,1477652514.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 11:22:54.443074,77683,1257.0
8749,8749,bed,,,,,,,,,bed,856024315,856024315,bam,322929176.0,bam,435934159.0,bam,999418172.0,bam,383836715.0,bam,499304916.0,bam,,,,,bam,2016-10-28 09:20:42.894550,slurm_normal,1477651582.0,0,1.0,main_w3_handler0,2854578,14198498,False,,8410500.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5632e9ccef0d117b5'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fef3f9354454bef2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b9db1abc069684fd'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57c7c73be9bea37c0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b504f28fccb4038243'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""false""","""""",32.0,,33824132,1477650637.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 10:46:23.911702,77683,945.0
544,544,bed,,,,,,,,,bed,856024315,856024315,bam,683704505.0,bam,600312146.0,bam,999418172.0,bam,586537412.0,bam,699222858.0,bam,,,,,bam,2016-10-28 09:14:34.925537,slurm_normal,1477651582.0,0,1.0,main_w3_handler0,2854578,14198463,False,,8410501.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c94d5405c9f94739'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58a9b55e6af15c2e3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a9f3468c37d2b6f7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b815103ecabf06ad'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59f730b0b82eb85b2'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""false""","""""",32.0,,33824132,1477650653.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 10:46:23.914392,77683,929.0
22694,22694,bed,,,,,,,,,bed,856024315,856024315,bam,683704505.0,bam,600312146.0,bam,999418172.0,bam,586537412.0,bam,699222858.0,bam,,,,,bam,2016-10-28 09:21:56.737299,slurm_normal,1477651949.0,0,1.0,main_w3_handler0,2854578,14198506,False,,8410522.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b520c06dccd3ca2afa'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b58a9b55e6af15c2e3'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5a9f3468c37d2b6f7'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b815103ecabf06ad'}, {'src': 'hda', 'id': 'bbd44e69cb8906b59f730b0b82eb85b2'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""false""","""""",32.0,,33824132,1477651071.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 10:52:33.751262,77683,878.0
413708,413708,bed,,,,,,,,,bed,856024315,856024315,bam,322929176.0,bam,435934159.0,bam,999418172.0,bam,383836715.0,bam,499304916.0,bam,,,,,bam,2016-10-28 09:21:09.459430,slurm_normal,1477651782.0,0,1.0,main_w3_handler0,2854578,14198502,False,,8410516.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58d594f7fae58f6dd'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fef3f9354454bef2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b9db1abc069684fd'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57c7c73be9bea37c0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b504f28fccb4038243'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""false""","""""",32.0,,33824132,1477650878.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 10:49:47.541970,77683,904.0
68778,68778,bed,,,,,,,,,bed,856024315,856024315,bam,322929176.0,bam,435934159.0,bam,999418172.0,bam,383836715.0,bam,499304916.0,bam,,,,,bam,2016-10-28 09:21:26.369813,slurm_normal,1477650878.0,0,1.0,main_w4_handler0,2854578,14198504,False,,8410449.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b521d484f272f92197'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fef3f9354454bef2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b9db1abc069684fd'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57c7c73be9bea37c0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b504f28fccb4038243'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""false""","""""",32.0,,33824132,1477650084.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 10:34:42.478415,77683,794.0
422,422,bed,,,,,,,,,bed,856024315,856024315,bam,322929176.0,bam,435934159.0,bam,999418172.0,bam,383836715.0,bam,499304916.0,bam,,,,,bam,2016-10-28 09:31:39.529461,slurm_normal,1477652314.0,0,1.0,main_w3_handler0,2854578,14198603,False,,8410552.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b520ee7a05f825594f'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fef3f9354454bef2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b9db1abc069684fd'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57c7c73be9bea37c0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b504f28fccb4038243'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""false""","""""",32.0,,33824132,1477651612.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 10:58:37.211238,77683,702.0
2560,2560,bed,,,,,,,,,bed,856024315,856024315,bam,322929176.0,bam,435934159.0,bam,999418172.0,bam,383836715.0,bam,499304916.0,bam,,,,,bam,2016-10-28 09:23:41.190015,slurm_normal,1477653620.0,0,1.0,main_w3_handler1,2854578,14198529,False,,8410658.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b563cb3e0144c26550'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fef3f9354454bef2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b9db1abc069684fd'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57c7c73be9bea37c0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b504f28fccb4038243'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""false""","""""",32.0,,33824132,1477652911.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 11:20:26.075710,77683,709.0
302,302,bed,,,,,,,,,bed,856024315,856024315,bam,322929176.0,bam,435934159.0,bam,999418172.0,bam,383836715.0,bam,499304916.0,bam,,,,,bam,2016-10-28 09:24:34.921363,slurm_normal,1477654037.0,0,1.0,main_w3_handler1,2854578,14198535,False,,8410679.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ec89d71112d7aacc'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fef3f9354454bef2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b9db1abc069684fd'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57c7c73be9bea37c0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b504f28fccb4038243'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""false""","""""",32.0,,33824132,1477653300.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 11:27:22.822173,77683,737.0
7233,7233,bed,,,,,,,,,bed,856024315,856024315,bam,322929176.0,bam,435934159.0,bam,999418172.0,bam,383836715.0,bam,499304916.0,bam,,,,,bam,2016-10-28 09:23:23.371081,slurm_normal,1477652958.0,0,1.0,main_w4_handler1,2854578,14198527,False,,8410597.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52921fe9a230a8e04'}]",,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5fbdccc94da14aff2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5fef3f9354454bef2'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b9db1abc069684fd'}, {'src': 'hda', 'id': 'bbd44e69cb8906b5b4e9bec3972d0fd4'}, {'src': 'hda', 'id': 'bbd44e69cb8906b57c7c73be9bea37c0'}, {'src': 'hda', 'id': 'bbd44e69cb8906b504f28fccb4038243'}]","""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","""SC5314 A22""","""png""","""false""","""""",32.0,,33824132,1477652220.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-28 11:09:23.198168,77683,738.0
93554,93554,bed,,,,,,,,,bed,76529271,76529271,bam,,,,,,,,,,,,,,,bam,2016-10-08 14:52:05.965320,slurm_normal,1475938616.0,0,1.0,main_w4_handler1,2844484,14035725,False,,8253213.roundup,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5141e93283fdb03e7'}]",0.0,no,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c421b242ef35dfab'}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""pdf""","""false""","""""",32.0,,33491373,1475938523.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_enrichment/deeptools_plot_enrichment/2.3.5.0,2.3.5.0,,2016-10-08 14:56:58.465821,91690,93.0
