chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.coverage_cap,parameters.dbkey,parameters.inputFile,parameters.inputFile.values,parameters.inputFile|__identifier__,parameters.minimum_base_quality,parameters.minimum_mapping_quality,parameters.reference_source.__current_case__,parameters.reference_source.ref_file,parameters.reference_source.ref_file.values,parameters.reference_source.reference_source_selector,parameters.validation_stringency,processor_count,ref_file,ref_file_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-11-08 16:06:03.193319,slurm_normal,1478625054.0,0,1.0,main_w3_handler0,2874225,14286439,False,,5091729299,bam,8494450.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""250""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ee1507e6b362218a'}]",,"""20""","""20""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f23be87f41aac0f3'}]",history,"""LENIENT""",32.0,238821082.0,fasta,,34111781.0,1478622771.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2016-11-08 17:10:56.703492,93353,2283.0
,,2016-11-08 16:06:31.704372,slurm_normal,1478624123.0,0,1.0,main_w4_handler0,2874225,14286451,False,,5305876296,bam,8494460.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""250""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51dd6dbbe73c23107'}]",,"""20""","""20""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f23be87f41aac0f3'}]",history,"""LENIENT""",32.0,238821082.0,fasta,,34111781.0,1478622818.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2016-11-08 16:55:29.284757,93353,1305.0
,,2016-11-08 22:26:09.996708,slurm_normal,1478644680.0,0,1.0,main_w4_handler0,2736511,14289405,False,,480867281,bam,8497403.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/melUnd1.len""","""250""","""melUnd1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55fccc3382d4395ae'}]","""FT3653_S3_L001__001""","""20""","""20""",0,melUnd1,,cached,"""LENIENT""",32.0,,,,33770306.0,1478644183.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2016-11-08 22:38:10.752041,85997,497.0
,,2016-11-08 22:26:11.774301,slurm_normal,1478646213.0,0,1.0,main_w4_handler1,2736511,14289408,False,,426725564,bam,8497509.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/melUnd1.len""","""250""","""melUnd1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55de01b96f217b3c6'}]","""FT3920_S4_L001__001""","""20""","""20""",0,melUnd1,,cached,"""LENIENT""",32.0,,,,33770306.0,1478645159.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2016-11-08 23:03:40.200616,85997,1054.0
,,2016-11-08 22:26:10.581826,slurm_normal,1478644823.0,0,1.0,main_w3_handler0,2736511,14289406,False,,185321560,bam,8497408.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/melUnd1.len""","""250""","""melUnd1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b594e42c0e67d924fb'}]","""FT3852_S1_L001__001""","""20""","""20""",0,melUnd1,,cached,"""LENIENT""",32.0,,,,33770306.0,1478644207.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2016-11-08 22:40:26.833628,85997,616.0
,,2016-11-09 17:42:05.361912,slurm_normal,1478714735.0,0,1.0,main_w4_handler0,2874225,14297826,False,,7484364493,bam,8505817.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""250""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5558c9a94fd9ebc34'}]",,"""20""","""20""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f23be87f41aac0f3'}]",history,"""LENIENT""",32.0,238821082.0,fasta,,34111781.0,1478713328.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2016-11-09 18:05:40.478733,93353,1407.0
,,2016-11-09 17:42:20.915699,slurm_normal,1478714971.0,0,1.0,main_w4_handler0,2874225,14297827,False,,7223892673,bam,8505819.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""250""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c5b3814ccd4bb403'}]",,"""20""","""20""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f23be87f41aac0f3'}]",history,"""LENIENT""",32.0,238821082.0,fasta,,34111781.0,1478713345.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2016-11-09 18:09:36.340673,93353,1626.0
,,2016-11-10 16:35:52.176545,slurm_normal,1478796048.0,0,1.0,main_w3_handler0,2860760,14308166,False,,160948914,bam,8516395.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""250""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b595fea9205bfc059e'}]",,"""20""","""20""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f660f603ebb79d79'}]",history,"""LENIENT""",32.0,138503.0,fasta,,33762812.0,1478795791.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2016-11-10 16:40:53.328833,92365,257.0
,,2016-11-10 22:11:12.072630,slurm_normal,1478817769.0,0,1.0,main_w3_handler0,2874225,14311212,False,,5305876296,bam,8519255.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""250""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51dd6dbbe73c23107'}]",,"""20""","""10""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f23be87f41aac0f3'}]",history,"""LENIENT""",32.0,238821082.0,fasta,,33983140.0,1478815934.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2016-11-10 22:42:58.889584,93353,1835.0
,,2016-11-10 22:11:30.150545,slurm_normal,1478817609.0,0,1.0,main_w4_handler0,2874225,14311214,False,,5091729299,bam,8519256.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""250""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ee1507e6b362218a'}]",,"""20""","""10""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f23be87f41aac0f3'}]",history,"""LENIENT""",32.0,238821082.0,fasta,,33983140.0,1478815895.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2016-11-10 22:40:16.338558,93353,1714.0
,,2016-11-11 04:21:02.894814,slurm_normal,1478838617.0,0,1.0,main_w4_handler0,2874225,14312831,False,,3605344873,bam,8521000.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""250""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56c5a04cbd89d902d'}]",,"""20""","""20""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f23be87f41aac0f3'}]",history,"""LENIENT""",32.0,238821082.0,fasta,,33983140.0,1478838067.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2016-11-11 04:30:19.864337,93353,550.0
,,2016-11-11 04:21:34.781021,slurm_normal,1478838570.0,0,1.0,main_w3_handler0,2874225,14312836,False,,3453381530,bam,8521003.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""250""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eacb57a6bf1593d2'}]",,"""20""","""10""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f23be87f41aac0f3'}]",history,"""LENIENT""",32.0,238821082.0,fasta,,33983140.0,1478838101.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2016-11-11 04:29:32.257226,93353,469.0
,,2016-11-11 04:21:34.119720,slurm_normal,1478838610.0,0,1.0,main_w4_handler1,2874225,14312835,False,,3605344873,bam,8521002.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""250""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56c5a04cbd89d902d'}]",,"""20""","""10""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f23be87f41aac0f3'}]",history,"""LENIENT""",32.0,238821082.0,fasta,,33983140.0,1478838098.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2016-11-11 04:30:11.090318,93353,512.0
,,2016-11-11 04:21:03.427488,slurm_normal,1478838543.0,0,1.0,main_w3_handler0,2874225,14312832,False,,3453381530,bam,8521001.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""250""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5eacb57a6bf1593d2'}]",,"""20""","""20""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f23be87f41aac0f3'}]",history,"""LENIENT""",32.0,238821082.0,fasta,,33983140.0,1478838066.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2016-11-11 04:29:05.379603,93353,477.0
,,2016-11-18 21:26:08.803649,slurm_normal,1479507379.0,0,1.0,main_w4_handler0,2874225,14381051,False,,7559283632,bam,8586771.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""250""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e0bd5891ee047115'}]",,"""20""","""20""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f23be87f41aac0f3'}]",history,"""LENIENT""",32.0,238821082.0,fasta,,34287090.0,1479504372.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2016-11-18 22:16:25.016246,93353,3007.0
,,2016-11-18 21:26:32.059079,slurm_normal,1479505519.0,0,1.0,main_w4_handler0,2874225,14381055,False,,7303176677,bam,8586779.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""250""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54000bfe7bdc1da4d'}]",,"""20""","""10""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f23be87f41aac0f3'}]",history,"""LENIENT""",32.0,238821082.0,fasta,,34287090.0,1479504397.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2016-11-18 21:45:22.523186,93353,1122.0
,,2016-11-17 20:20:33.422343,slurm_normal,1479415174.0,0,1.0,main_w4_handler1,2874225,14370671,False,,3453566777,bam,8576400.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""250""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ce443c0ffbf4be1e'}]",,"""20""","""10""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f23be87f41aac0f3'}]",history,"""LENIENT""",32.0,238821082.0,fasta,,34287090.0,1479414668.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2016-11-17 20:39:37.952763,93353,506.0
,,2016-11-17 20:20:06.951850,slurm_normal,1479415130.0,0,1.0,main_w3_handler0,2874225,14370663,False,,3606407839,bam,8576291.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""250""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e7ab6aa06fcb327c'}]",,"""20""","""20""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f23be87f41aac0f3'}]",history,"""LENIENT""",32.0,238821082.0,fasta,,34287090.0,1479414012.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2016-11-17 20:38:53.406655,93353,1118.0
,,2016-11-17 20:20:08.253642,slurm_normal,1479415020.0,0,1.0,main_w3_handler0,2874225,14370664,False,,3453566777,bam,8576292.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""250""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ce443c0ffbf4be1e'}]",,"""20""","""20""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f23be87f41aac0f3'}]",history,"""LENIENT""",32.0,238821082.0,fasta,,34287090.0,1479414015.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2016-11-17 20:37:03.624097,93353,1005.0
,,2016-11-18 21:26:31.247910,slurm_normal,1479506325.0,0,1.0,main_w4_handler0,2874225,14381054,False,,7559283632,bam,8586778.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""250""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e0bd5891ee047115'}]",,"""20""","""10""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f23be87f41aac0f3'}]",history,"""LENIENT""",32.0,238821082.0,fasta,,34287090.0,1479504397.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2016-11-18 21:58:48.882921,93353,1928.0
,,2016-11-18 21:26:09.434071,slurm_normal,1479507363.0,0,1.0,main_w3_handler0,2874225,14381052,False,,7303176677,bam,8586772.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""250""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54000bfe7bdc1da4d'}]",,"""20""","""20""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f23be87f41aac0f3'}]",history,"""LENIENT""",32.0,238821082.0,fasta,,34287090.0,1479504375.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2016-11-18 22:16:06.971688,93353,2988.0
,,2016-11-17 20:20:32.059324,slurm_normal,1479415939.0,0,1.0,main_w4_handler0,2874225,14370670,False,,3606407839,bam,8576298.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""250""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e7ab6aa06fcb327c'}]",,"""20""","""10""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f23be87f41aac0f3'}]",history,"""LENIENT""",32.0,238821082.0,fasta,,34287090.0,1479414034.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2016-11-17 20:52:24.584937,93353,1905.0
,,2016-11-22 17:59:37.702658,slurm_normal,1479841139.0,0,1.0,main_w4_handler1,2874225,14407622,False,,7240399759,bam,8612356.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""250""","""?""",,"[{'src': 'hda', 'id': 27337392}]",,"""20""","""20""",1,,"[{'src': 'hda', 'id': 27060671}]",history,"""LENIENT""",32.0,238821082.0,fasta,,33983140.0,1479838390.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2016-11-22 18:59:02.635560,93353,2749.0
,,2016-11-22 17:59:54.823521,slurm_normal,1479841884.0,0,1.0,main_w3_handler0,2874225,14407626,False,,7240399759,bam,8612365.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""250""","""?""",,"[{'src': 'hda', 'id': 27337392}]",,"""20""","""10""",1,,"[{'src': 'hda', 'id': 27060671}]",history,"""LENIENT""",32.0,238821082.0,fasta,,33983140.0,1479838443.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2016-11-22 19:11:28.042045,93353,3441.0
,,2016-11-22 17:59:37.112213,slurm_normal,1479841019.0,0,1.0,main_w4_handler1,2874225,14407621,False,,7494156921,bam,8612354.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""250""","""?""",,"[{'src': 'hda', 'id': 27337388}]",,"""20""","""20""",1,,"[{'src': 'hda', 'id': 27060671}]",history,"""LENIENT""",32.0,238821082.0,fasta,,33983140.0,1479838342.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2016-11-22 18:57:05.784876,93353,2677.0
,,2016-11-19 20:56:09.628018,slurm_normal,1479589970.0,0,1.0,main_w4_handler1,2874225,14386498,False,,7241225570,bam,8592344.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""250""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51a9e1744fc792fea'}]",,"""20""","""10""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f23be87f41aac0f3'}]",history,"""LENIENT""",32.0,238821082.0,fasta,,34287090.0,1479588974.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2016-11-19 21:12:53.825833,93353,996.0
,,2016-11-19 20:56:08.885717,slurm_normal,1479590276.0,0,1.0,main_w4_handler0,2874225,14386497,False,,7494628220,bam,8592343.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""250""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b506f18be445d48baa'}]",,"""20""","""10""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f23be87f41aac0f3'}]",history,"""LENIENT""",32.0,238821082.0,fasta,,34287090.0,1479588993.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2016-11-19 21:17:58.304863,93353,1283.0
,,2016-11-19 20:55:52.111731,slurm_normal,1479589899.0,0,1.0,main_w3_handler1,2874225,14386495,False,,7241225570,bam,8592340.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""250""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51a9e1744fc792fea'}]",,"""20""","""20""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f23be87f41aac0f3'}]",history,"""LENIENT""",32.0,238821082.0,fasta,,34287090.0,1479588954.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2016-11-19 21:11:43.531589,93353,945.0
,,2016-11-19 20:55:51.356231,slurm_normal,1479590003.0,0,1.0,main_w4_handler1,2874225,14386494,False,,7494628220,bam,8592341.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""250""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b506f18be445d48baa'}]",,"""20""","""20""",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f23be87f41aac0f3'}]",history,"""LENIENT""",32.0,238821082.0,fasta,,34287090.0,1479588957.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2016-11-19 21:13:26.037776,93353,1046.0
,,2017-01-16 03:22:36.929421,slurm_normal,1484537088.0,0,1.0,main_w4_handler0,2883255,14774500,False,,3580714805,bam,8937088.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""250""","""?""",,"[{'src': 'hda', 'id': 27151969}]",,"""20""","""20""",1,,"[{'src': 'hda', 'id': 27151042}]",history,"""LENIENT""",32.0,44358309.0,fasta,,35285265.0,1484536960.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2017-01-16 03:24:49.339424,31180,128.0
,,2016-11-22 17:59:54.378760,slurm_normal,1479841868.0,0,1.0,main_w3_handler0,2874225,14407625,False,,7494156921,bam,8612364.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""250""","""?""",,"[{'src': 'hda', 'id': 27337388}]",,"""20""","""10""",1,,"[{'src': 'hda', 'id': 27060671}]",history,"""LENIENT""",32.0,238821082.0,fasta,,33983140.0,1479838401.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2016-11-22 19:11:16.102522,93353,3467.0
,,2016-11-30 16:53:18.643660,slurm_normal,1480525274.0,0,1.0,main_w3_handler0,2913070,14455858,False,,1483464643,bam,8650042.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""250""","""dm3""",,"[{'src': 'hda', 'id': 27449299}]",,"""20""","""20""",0,dm3,,cached,"""LENIENT""",32.0,,,,34401509.0,1480524903.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2016-11-30 17:02:48.781217,60196,371.0
,,2017-03-22 11:56:54.888944,slurm_normal,1490183883.0,0,1.0,main_w3_handler1,3038327,15365010,False,,242651868,bam,9503905.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""250""","""?""",,"[{'src': 'hda', 'id': 28876392}]",,"""30""","""30""",1,,"[{'src': 'hda', 'id': 28840853}]",history,"""LENIENT""",32.0,4369929.0,fasta,,36770773.0,1490183817.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2017-03-22 11:58:06.614698,100590,66.0
,,2016-12-12 21:25:25.775881,slurm_normal,1481578164.0,0,1.0,main_w3_handler1,2874225,14557324,False,,1207573832,bam,8736564.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""250""","""?""",,"[{'src': 'hda', 'id': 27605531}]",,"""20""","""20""",1,,"[{'src': 'hda', 'id': 27060671}]",history,"""LENIENT""",32.0,238821082.0,fasta,,33983140.0,1481577930.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2016-12-12 21:29:29.685546,93353,234.0
,,2016-12-12 21:25:06.120295,slurm_normal,1481578094.0,0,1.0,main_w4_handler0,2874225,14557318,False,,767832471,bam,8736557.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""250""","""?""",,"[{'src': 'hda', 'id': 27605530}]",,"""20""","""20""",1,,"[{'src': 'hda', 'id': 27060671}]",history,"""LENIENT""",32.0,238821082.0,fasta,,33983140.0,1481577908.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2016-12-12 21:28:16.423850,93353,186.0
,,2016-12-13 18:50:36.978498,slurm_normal,1481655978.0,0,1.0,main_w3_handler0,2927781,14567671,False,,387824387,bam,8746693.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""250""","""mm10""",,"[{'src': 'hda', 'id': 27607124}]",,"""20""","""20""",0,mm10,,cached,"""LENIENT""",32.0,,,,34809936.0,1481655042.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2016-12-13 19:06:19.983607,96786,936.0
,,2016-12-22 11:38:57.004209,slurm_normal,1482406801.0,0,1.0,main_w3_handler1,2935345,14631537,False,,18158899,bam,8807550.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""250""","""?""",,"[{'src': 'hda', 'id': 27695201}]",,"""20""","""20""",1,,"[{'src': 'hda', 'id': 27694937}]",history,"""LENIENT""",32.0,275513317.0,fasta,,34442741.0,1482406741.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2016-12-22 11:40:04.066579,80775,60.0
,,2017-01-03 21:26:03.214423,slurm_normal,1483479411.0,0,1.0,main_w4_handler0,2945570,14683389,False,,310418370,bam,8853409.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""250""","""mm10""",,"[{'src': 'hda', 'id': 27802560}]",,"""20""","""20""",0,mm10,,cached,"""LENIENT""",32.0,,,,34809936.0,1483478769.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2017-01-03 21:36:54.154280,96786,642.0
,,2017-01-03 21:27:20.220392,slurm_normal,1483479792.0,0,1.0,main_w4_handler1,2945565,14683423,False,,292136110,bam,8853444.roundup,slurm,,132111800.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""250""","""hg38""",,"[{'src': 'hda', 'id': 27802564}]",,"""20""","""20""",0,hg38,,cached,"""LENIENT""",32.0,,,,35177096.0,1483478847.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2017-01-03 21:43:17.833317,97603,945.0
,,2017-01-03 21:42:17.282843,slurm_normal,1483480460.0,0,1.0,main_w3_handler0,2945565,14683555,False,,787927122,bam,8853536.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""250""","""mm10""",,"[{'src': 'hda', 'id': 27802717}]",,"""20""","""20""",0,mm10,,cached,"""LENIENT""",32.0,,,,35177096.0,1483479746.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2017-01-03 21:54:24.104874,97603,714.0
,,2017-01-05 18:11:04.547917,slurm_normal,1483640629.0,0,1.0,main_w3_handler1,2947532,14697922,False,,1135806474,bam,8868332.roundup,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""250""","""hg38""",,"[{'src': 'hda', 'id': 27824288}]",,"""20""","""20""",0,hg38canon,,cached,"""LENIENT""",32.0,,,,35211338.0,1483639870.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_CollectWgsMetrics/1.136.0,1.136.0,,2017-01-05 18:23:53.857036,79386,759.0
