create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,inputA,inputA_filetype,inputB,inputB_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.dbkey,parameters.inputA,parameters.inputA.values,parameters.inputB,parameters.inputB.values,parameters.overlap,parameters.reciprocal,parameters.split,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2016-04-12 22:57:15.665437,slurm_normal,1460501873.0,0,1.0,main_w1_handler2,2644056,12434795,False,,329845,bed,18399,bed,6634851.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51c03dd161f8792d4'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5054ac1ecea69cd30'}]","""1e-09""","""false""","""false""","""""",32.0,,29163485,1460501870.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-12 22:57:54.770949,,3.0
2016-04-12 23:01:56.570554,slurm_normal,1460502151.0,0,1.0,main_w1_handler0,2644056,12434818,False,,316819,bed,86529,bed,6634871.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e88e1d28f488d1ad'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e7a535b62dcd297a'}]","""1e-09""","""false""","""false""","""""",32.0,,29163485,1460502146.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-12 23:02:32.374496,,5.0
2016-04-12 23:08:14.498171,slurm_normal,1460502536.0,0,1.0,main_w1_handler2,2644056,12434878,False,,316819,bed,152582,bed,6634911.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e88e1d28f488d1ad'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a6a6f948164d74be'}]","""1e-09""","""false""","""false""","""""",32.0,,29163485,1460502524.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-12 23:08:57.814745,,12.0
2016-04-13 11:23:36.960009,slurm_normal,1460546694.0,0,1.0,main_w2_handler1,2644056,12440161,False,,329845,bed,46687,bed,6639231.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51c03dd161f8792d4'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bea82d2951693e56'}]","""1e-09""","""false""","""false""","""""",32.0,,29163485,1460546688.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-13 11:24:57.207716,,6.0
2016-04-13 10:47:16.491594,slurm_normal,1460544543.0,0,1.0,main_w2_handler1,2644056,12439827,False,,329845,bed,48527,bed,6639023.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51c03dd161f8792d4'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5af2e49df0d50e5b1'}]","""1e-09""","""false""","""false""","""""",32.0,,29163485,1460544537.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-13 10:49:05.148490,,6.0
2016-04-13 10:46:49.892550,slurm_normal,1460544439.0,0,1.0,main_w1_handler2,2644056,12439823,False,,316819,bed,48527,bed,6639011.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e88e1d28f488d1ad'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5af2e49df0d50e5b1'}]","""1e-09""","""false""","""false""","""""",32.0,,29163485,1460544436.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-13 10:47:22.783092,,3.0
2016-04-13 10:56:30.396242,slurm_normal,1460545166.0,0,1.0,main_w1_handler1,2644056,12439870,False,,316819,bed,48393,bed,6639080.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e88e1d28f488d1ad'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f462d8e2be84de5d'}]","""1e-09""","""false""","""false""","""""",32.0,,29163485,1460545162.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-13 10:59:27.924033,,4.0
2016-04-13 10:56:14.908876,slurm_normal,1460545057.0,0,1.0,main_w1_handler0,2644056,12439868,False,,329845,bed,48393,bed,6639071.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51c03dd161f8792d4'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f462d8e2be84de5d'}]","""1e-09""","""false""","""false""","""""",32.0,,29163485,1460545053.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-13 10:57:39.553187,,4.0
2016-04-13 12:01:09.315557,slurm_normal,1460548902.0,0,1.0,main_w1_handler1,2644056,12440660,False,,329845,bed,84165,bed,6639422.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51c03dd161f8792d4'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53f13724f237088f4'}]","""1e-09""","""false""","""false""","""""",32.0,,29163485,1460548899.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-13 12:01:45.213070,,3.0
2016-04-13 11:23:15.798218,slurm_normal,1460546669.0,0,1.0,main_w2_handler1,2644056,12440158,False,,316819,bed,46687,bed,6639230.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e88e1d28f488d1ad'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bea82d2951693e56'}]","""1e-09""","""false""","""false""","""""",32.0,,29163485,1460546665.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-13 11:24:31.548533,,4.0
2016-04-13 12:01:27.065359,slurm_normal,1460549010.0,0,1.0,main_w2_handler0,2644056,12440661,False,,316819,bed,84165,bed,6639431.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e88e1d28f488d1ad'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53f13724f237088f4'}]","""1e-09""","""false""","""false""","""""",32.0,,29163485,1460549006.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-13 12:03:33.058963,,4.0
2016-04-13 12:07:50.189993,slurm_normal,1460549342.0,0,1.0,main_w1_handler0,2644056,12440683,False,,329845,bed,84055,bed,6639461.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51c03dd161f8792d4'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52975383914fd6f71'}]","""1e-09""","""false""","""false""","""""",32.0,,29163485,1460549339.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-13 12:09:04.789698,,3.0
2016-04-13 12:07:36.408341,slurm_normal,1460549375.0,0,1.0,main_w2_handler1,2644056,12440682,False,,316819,bed,84055,bed,6639465.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e88e1d28f488d1ad'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52975383914fd6f71'}]","""1e-09""","""false""","""false""","""""",32.0,,29163485,1460549371.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-13 12:09:37.496438,,4.0
2016-04-13 14:15:47.665159,slurm_normal,1460556985.0,0,1.0,main_w1_handler1,2644056,12441764,False,,316819,bed,76572,bed,6640356.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e88e1d28f488d1ad'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f65e54d24d104734'}]","""1e-09""","""false""","""false""","""""",32.0,,29163485,1460556981.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-13 14:16:27.335936,,4.0
2016-04-13 12:31:05.355103,slurm_normal,1460550715.0,0,1.0,main_w1_handler2,2644056,12440832,False,,316819,bed,47289,bed,6639600.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e88e1d28f488d1ad'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50c9d1763f97c4423'}]","""1e-09""","""false""","""false""","""""",32.0,,29163485,1460550712.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-13 12:31:56.881487,,3.0
2016-04-13 12:30:44.402053,slurm_normal,1460550695.0,0,1.0,main_w2_handler1,2644056,12440827,False,,329845,bed,47289,bed,6639596.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51c03dd161f8792d4'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50c9d1763f97c4423'}]","""1e-09""","""false""","""false""","""""",32.0,,29163485,1460550691.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-13 12:31:38.458000,,4.0
2016-04-13 13:11:49.092674,slurm_normal,1460553150.0,0,1.0,main_w1_handler0,2644056,12441180,False,,316819,bed,75684,bed,6639850.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e88e1d28f488d1ad'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c1615c246675a318'}]","""1e-09""","""false""","""false""","""""",32.0,,29163485,1460553147.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-13 13:12:32.462658,,3.0
2016-04-13 13:12:04.557051,slurm_normal,1460553172.0,0,1.0,main_w1_handler1,2644056,12441182,False,,329845,bed,75684,bed,6639851.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51c03dd161f8792d4'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c1615c246675a318'}]","""1e-09""","""false""","""false""","""""",32.0,,29163485,1460553169.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-13 13:12:53.369022,,3.0
2016-04-13 14:15:35.443656,slurm_normal,1460557042.0,0,1.0,main_w1_handler0,2644056,12441762,False,,329845,bed,76572,bed,6640360.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51c03dd161f8792d4'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f65e54d24d104734'}]","""1e-09""","""false""","""false""","""""",32.0,,29163485,1460557015.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-13 14:17:24.795086,,27.0
2016-04-11 22:46:08.032788,slurm_normal,1460414862.0,0,1.0,main_w1_handler1,2665713,12423833,False,,1703760,bed,38282,bed,6623931.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",24263404,,24259220,,"""1e-09""","""False""","""False""","""""",32.0,,29552553,1460414851.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-11 22:47:47.473358,82318.0,11.0
2016-04-11 22:36:47.729319,slurm_normal,1460414299.0,0,1.0,main_w1_handler0,2665713,12423769,False,,1728827,bed,38282,bed,6623838.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",24263259,,24259220,,"""1e-09""","""False""","""False""","""""",32.0,,29552553,1460414241.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-11 22:38:20.885219,82318.0,58.0
2016-05-30 01:09:06.833826,slurm_normal,1464570582.0,0,1.0,main_w2_handler1,2677964,13019985,False,,58028,bed,346724,bed,7202899.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b551878d1c6453e94e'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5879b4d7356eeb17a'}]","""1e-09""","""false""","""false""","""""",32.0,,30025999,1464570577.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-05-30 01:09:46.108129,83068.0,5.0
2016-04-21 01:05:55.171743,slurm_normal,1461200803.0,0,1.0,main_w2_handler1,2677964,12543723,False,,346724,bed,4211001,bed,6730307.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5879b4d7356eeb17a'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58d4a26301d190594'}]","""1e-09""","""false""","""false""","""""",32.0,,29711456,1461200799.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-21 01:06:47.472776,,4.0
2016-04-21 01:03:36.586742,slurm_normal,1461200658.0,0,1.0,main_w1_handler1,2677964,12543706,False,,778242,bed,4211001,bed,6730277.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b59581b544bb856a18'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58d4a26301d190594'}]","""1e-09""","""false""","""false""","""""",32.0,,29711456,1461200653.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-21 01:04:19.404252,,5.0
2016-04-20 21:41:42.155740,slurm_normal,1461188549.0,0,1.0,main_w1_handler0,2677964,12542645,False,,346724,bed,98825,bed,6728280.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5879b4d7356eeb17a'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5de0fdc32bdc473de'}]","""1e-09""","""false""","""false""","""""",32.0,,29711456,1461188545.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-20 21:42:32.595203,,4.0
2016-04-20 22:00:33.652843,slurm_normal,1461189708.0,0,1.0,main_w2_handler1,2677964,12542763,False,,2491055,bed,346724,bed,6728580.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ef3548ef096acca1'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5879b4d7356eeb17a'}]","""1e-09""","""false""","""false""","""""",32.0,,29711456,1461189704.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-20 22:01:52.669549,,4.0
2016-04-20 23:07:37.365598,slurm_normal,1461193923.0,0,1.0,main_w2_handler1,2677964,12543149,False,,346724,bed,58028,bed,6729168.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5879b4d7356eeb17a'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5886c01d7ada25669'}]","""1e-09""","""false""","""false""","""""",32.0,,29711456,1461193693.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-04-20 23:12:07.671871,,230.0
2016-06-08 15:42:43.866814,slurm_normal,1465400611.0,0,1.0,main_w1_handler0,2732490,13109962,False,,2517634,bed,3188609,bed,7295444.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5615d497eaf08535a'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b546521430ffa016e3'}]","""1e-09""","""false""","""false""","""""",32.0,,30730702,1465400608.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-06-08 15:43:37.443308,,3.0
2016-06-14 18:29:56.650063,slurm_normal,1465929013.0,0,1.0,main_w1_handler0,2666833,13162377,False,,73406,bed,53290,bed,7346411.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57ef711ac7d02b23b'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ec6733ec46a1b5a7'}]","""1e-09""","""false""","""false""","""""",32.0,,29561390,1465929010.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_jaccard/2.22.0,2.22.0,,2016-06-14 18:30:15.378526,69070.0,3.0
