chromInfo,chromInfo_filetype,create_time,destination_id,exit_code,geneMap,geneMap_filetype,handler,history_id,id,imported,info,input_mate1,input_mate1_filetype,input_mate2,input_mate2_filetype,input_singles,input_singles_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,ownFile,ownFile_filetype,param_filename,parameters.allowOrphans,parameters.biasCorrect,parameters.chromInfo,parameters.dbkey,parameters.fldMean,parameters.fldSD,parameters.geneMap,parameters.geneMap.values,parameters.input_singles|__identifier__,parameters.maxFragLen,parameters.maxReadOcc,parameters.noEffectiveLengthCorrection,parameters.refTranscriptSource.TranscriptSource,parameters.refTranscriptSource.__current_case__,parameters.refTranscriptSource.kmerSize,parameters.refTranscriptSource.ownFile,parameters.refTranscriptSource.ownFile.values,parameters.single_or_paired.__current_case__,parameters.single_or_paired.input_mate1,parameters.single_or_paired.input_mate1.values,parameters.single_or_paired.input_mate2,parameters.single_or_paired.input_mate2.values,parameters.single_or_paired.input_singles,parameters.single_or_paired.input_singles.values,parameters.single_or_paired.orientation,parameters.single_or_paired.single_or_paired_opts,parameters.single_or_paired.strandedness,parameters.txpAggregationKey,parameters.unsmoothedFLD,parameters.useVBOpt,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-01-25 20:36:01.215249,slurm_normal,,,,main_w3_handler1,2857907,14871625,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,3819921.0,fastqsanger,9031043.roundup,slurm,,corral-repl,2842837202,fasta,,"""false""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""80""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 27006642}]",0,,,,,,"[{'src': 'hda', 'id': 27009138}]",,single,U,"""gene_id""","""false""","""false""",,35550241,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-01-25 20:48:06.749847,68312.0,725.5345980000001
,,2016-01-16 16:40:56.951931,slurm_normal,,9013663.0,bed,main_w2_handler1,2532549,11524571,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,5411943918.0,fastq,5792845.roundup,slurm,,corral-repl,4003849230,fasta,,"""False""","""False""","""/galaxy-repl/localdata/chrom/mm10Strains1.len""","""mm10Strains1""","""200""","""80""",22895163,,,"""1000""","""200""","""False""",history,1,21,22920083.0,,0,,,,,22878663.0,,,single,U,"""gene_id""","""False""","""False""",,26668067,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-01-16 16:47:18.623682,75014.0,381.67175100000003
,,2017-11-01 15:56:35.918472,slurm_normal,,1151947379.0,gtf,main_w3_handler0,3217414,17286928,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,1223480294.0,fastqsanger,11348673,slurm,,corral-repl,3290776768,fasta,,"""false""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","""200""","""80""",,"[{'src': 'hda', 'id': 31040570}]",,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 31042040}]",0,,,,,,"[{'src': 'hda', 'id': 31873242}]",,single,U,"""gene_id""","""false""","""false""",,41183753,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-11-01 16:05:00.047439,109973.0,504.12896700000005
,,2017-12-04 22:34:12.920636,slurm_normal,,1143842801.0,gtf,main_w4_handler0,3338796,17696486,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5903191422.0,fastqsanger,5903705335.0,fastqsanger,,,11760859,slurm,,corral-repl,344968861,fasta,,"""false""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38Patch11.len""","""hg38Patch11""","""200""","""80""",,"[{'src': 'hda', 'id': 32590609}]",,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 32725167}]",1,,"[{'src': 'hda', 'id': 32520667}]",,"[{'src': 'hda', 'id': 32520668}]",,,I,paired,SF,"""gene_name""","""false""","""false""",,42243511,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-12-04 22:48:11.857227,117186.0,838.936591
,,2017-04-06 21:58:41.545777,slurm_normal,,1502277394.0,sam,main_w3_handler1,2976666,15512969,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,4646397473.0,fasta,9639738.roundup,slurm,,corral-repl,4646397473,fasta,,"""false""","""false""","""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""50""","""80""",,"[{'src': 'hda', 'id': 29105508}]",,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 29108206}]",0,,,,,,"[{'src': 'hda', 'id': 29108206}]",,single,U,"""gene_id""","""false""","""false""",,35724973,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-04-06 22:06:03.094293,99202.0,441.548516
,,2016-02-09 22:43:08.322550,slurm_normal,,,,main_w1_handler1,2520642,11767448,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,15003196923.0,fastqsanger,6023254.roundup,slurm,,corral-repl,1189428176,fasta,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""200""","""80""",,,,"""1000""","""200""","""False""",history,1,21,23111199.0,,0,,,,,22872629.0,,,single,U,"""gene_id""","""False""","""False""",,26623667,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-02-09 22:46:09.850193,74877.0,181.527643
,,2016-07-08 12:47:08.300963,slurm_normal,,,,main_w2_handler0,2756032,13361372,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6549498731.0,fastq,6663206372.0,fastq,,,7571389.roundup,slurm,,corral-repl,78378799,fasta,,"""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""1""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b539e1f9412dbb9ca5'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b524ea8aa7621eed7b'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b557e39180a4852a09'}]",,,I,paired,U,"""gene_id""","""false""","""true""",,30730493,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-07-08 12:52:53.270870,29285.0,344.96990700000003
,,2017-05-13 03:18:00.751769,slurm_normal,,,,main_w3_handler1,3107361,15829319,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",13006238101.0,fastqsanger,13006238101.0,fastqsanger,,,9931393.roundup,slurm,,corral-repl,93172727,fasta,,"""false""","""true""","""/galaxy-repl/localdata/chrom/dm6.len""","""dm6""","""30""","""80""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 29569412}]",1,,"[{'src': 'hda', 'id': 29569684}]",,"[{'src': 'hda', 'id': 29569685}]",,,I,paired,U,"""gene_id""","""false""","""false""",,37945833,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-05-13 03:59:16.577108,104781.0,2475.825339
,,2016-06-15 14:13:06.288814,slurm_normal,,,,main_w2_handler1,2539812,13169482,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8392746789.0,fastq,8267116322.0,fastq,,,7353512.roundup,slurm,,corral-repl,361961632,fasta,,"""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""1""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5062a00ba3afd48cb'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5274586d53309ab07'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5a0b5fef4a0fa3790'}]",,,I,paired,U,"""gene_id""","""false""","""true""",,29411905,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-06-15 14:20:39.943310,29285.0,453.65449600000005
,,2016-04-21 00:33:20.193010,slurm_normal,,855890832.0,gff3,main_w2_handler0,2676534,12543516,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,233440507.0,fastq,6729918.roundup,slurm,,corral-repl,164313879,fasta,,"""true""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""80""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51c1e644ae98748b6'}]",,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b586b067131645ffd4'}]",0,,,,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5820fd854321eb322'}]",,single,U,"""gene_id""","""false""","""false""",,29693158,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-04-21 00:40:44.458599,78265.0,444.26558900000003
,,2017-08-09 16:26:23.015036,slurm_normal,,245450381.0,tabular,main_w4_handler0,2550074,16542202,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,16399700008.0,fastqsanger,10612736.roundup,slurm,,corral-repl,320240654,fasta,,"""false""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""80""",,"[{'src': 'hda', 'id': 30815108}]",,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 30738761}]",0,,,,,,"[{'src': 'hda', 'id': 30739870}]",,single,U,"""gene_id""","""false""","""false""",,39677296,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-08-09 16:32:26.161967,75575.0,363.146931
,,2016-06-02 09:15:49.680251,slurm_normal,,,,main_w1_handler1,2716033,13047888,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6768795768.0,fastqsanger,5641827682.0,fastqsanger,,,7233570.roundup,slurm,,corral-repl,257553861,fasta,,"""false""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""80""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b510bd0e8b5dbac2da'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57aa613d1cd9672ea'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b552eef1d6fd09c6d4'}]",,,I,paired,U,"""gene_id""","""false""","""false""",,30402208,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-06-02 09:19:38.125598,74240.0,228.44534700000003
,,2017-06-30 16:14:04.434973,slurm_normal,,,,main_w3_handler0,3166879,16232920,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",171047178.0,fastqsanger,418811408.0,fastqsanger,,,10308677.roundup,slurm,,corral-repl,175517761,fasta,,"""false""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""80""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 30161694}]",1,,"[{'src': 'hda', 'id': 30228614}]",,"[{'src': 'hda', 'id': 30248038}]",,,I,paired,U,"""gene_id""","""false""","""false""",,38923080,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-06-30 16:20:46.116326,108185.0,401.681353
,,2016-06-15 14:41:09.467000,slurm_normal,,,,main_w2_handler0,2539812,13169830,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6663206372.0,fastq,6549498731.0,fastq,,,7353786.roundup,slurm,,corral-repl,361961632,fasta,,"""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""1""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5062a00ba3afd48cb'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b544830198701e8a84'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b594014ac1abaf2e3e'}]",,,I,paired,U,"""gene_id""","""false""","""true""",,29411905,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-06-15 14:46:08.854977,29285.0,299.38797700000003
,,2017-09-12 20:07:17.389600,slurm_normal,,,,main_w3_handler1,3194506,16798635,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,6616408613.0,fastq,10867477.roundup,slurm,,corral-repl,566359360,fasta,,"""false""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""200""","""80""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 31200716}]",0,,,,,,"[{'src': 'hda', 'id': 31184474}]",,single,U,"""gene_id""","""false""","""false""",,40438690,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-09-12 20:15:31.373317,108729.0,493.983717
,,2016-12-31 06:52:02.650004,slurm_normal,,752162770.0,gtf,main_w4_handler0,2941867,14669301,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,12140028384.0,fastqsanger,8841263.roundup,slurm,,corral-repl,224656812,fasta,,"""false""","""true""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""200""","""80""",,"[{'src': 'hda', 'id': 27779817}]",,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 27780116}]",0,,,,,,"[{'src': 'hda', 'id': 27771137}]",,single,U,"""gene_id""","""false""","""false""",,35112450,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-12-31 06:54:41.163859,68538.0,158.513855
,,2016-06-20 20:44:16.511434,slurm_normal,,,,main_w2_handler1,2539812,13215381,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6663206372.0,fastq,6549498731.0,fastq,,,7400037.roundup,slurm,,corral-repl,78378799,fasta,,"""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""1""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58c2b9a2ea6691659'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b544830198701e8a84'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b594014ac1abaf2e3e'}]",,,I,paired,U,"""gene_id""","""false""","""true""",,30730493,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-06-20 20:55:19.959288,29285.0,663.447854
,,2016-07-01 21:40:23.719168,slurm_normal,,,,main_w1_handler0,2539812,13309634,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6663206372.0,fastq,6549498731.0,fastq,,,7511375.roundup,slurm,,corral-repl,78378799,fasta,,"""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""1""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58c2b9a2ea6691659'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b544830198701e8a84'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b594014ac1abaf2e3e'}]",,,I,paired,U,"""gene_id""","""false""","""true""",,30730493,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-07-01 21:49:22.692130,29285.0,538.972962
,,2016-04-04 13:14:39.413599,slurm_normal,,6592443.0,tabular,main_w1_handler2,2103600,12333401,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5230739432.0,fastqsanger,5229332554.0,fastqsanger,,,6539689.roundup,slurm,,corral-repl,3088287848,fasta,,"""False""","""True""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""80""",23537231,,,"""1000""","""200""","""False""",history,1,21,23504908.0,,1,23499211.0,,23501190.0,,,,I,paired,U,"""gene_id""","""False""","""True""",,28652023,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-04-04 13:18:46.689846,50209.0,247.276247
,,2017-01-03 07:57:43.431481,slurm_normal,,752162770.0,gtf,main_w4_handler0,2944304,14679107,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,9485262956.0,fastqsanger,8849443.roundup,slurm,,corral-repl,224656812,fasta,,"""false""","""false""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""200""","""80""",,"[{'src': 'hda', 'id': 27793384}]",,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 27796852}]",0,,,,,,"[{'src': 'hda', 'id': 27793348}]",,single,U,"""gene_id""","""false""","""false""",,35112450,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-01-03 08:01:48.388894,68538.0,244.957413
,,2017-07-14 19:03:49.167496,slurm_normal,,,,main_w3_handler0,3192913,16347806,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4262289869.0,fastqsanger,4262289869.0,fastqsanger,,,10413270.roundup,slurm,,corral-repl,380710511,fasta,,"""false""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""80""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 30491880}]",1,,"[{'src': 'hda', 'id': 30492023}]",,"[{'src': 'hda', 'id': 30492024}]",,,I,paired,SF,"""gene_id""","""false""","""false""",,39018988,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-07-14 19:08:48.523582,89879.0,299.356086
,,2018-02-01 17:48:54.180237,slurm_normal,,,,main_w4_handler1,3413490,18226129,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12414156668.0,fastqsanger,12414156668.0,fastqsanger,,,12306463,slurm,,corral-repl,320210846,fasta,,"""false""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""200""","""80""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 33614014}]",1,,"[{'src': 'hda', 'id': 33614004}]",,"[{'src': 'hda', 'id': 33614005}]",,,I,paired,U,"""gene_id""","""false""","""false""",,43610056,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2018-02-01 17:53:10.564101,111454.0,256.383864
,,2017-09-12 14:07:16.127661,slurm_normal,,,,main_w4_handler1,3194506,16795680,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,6616408613.0,fastq,10864474.roundup,slurm,,corral-repl,329083254,fasta,,"""false""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""200""","""80""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 31195819}]",0,,,,,,"[{'src': 'hda', 'id': 31184474}]",,single,U,"""gene_id""","""false""","""false""",,40414511,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-09-12 14:12:13.509337,108729.0,297.381676
,,2017-10-18 04:03:52.523835,slurm_normal,,,,main_w4_handler0,3278132,17125796,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,765632697.0,fastq,11182721,slurm,,corral-repl,6770635382,fasta,,"""false""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""200""","""80""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 31729084}]",0,,,,,,"[{'src': 'hda', 'id': 31729563}]",,single,U,"""gene_id""","""false""","""false""",,41097637,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-10-18 04:09:11.128847,112995.0,318.60501200000004
,,2017-12-04 22:34:13.170217,slurm_normal,,1143842801.0,gtf,main_w3_handler1,3338796,17696487,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5566915674.0,fastqsanger,5567335503.0,fastqsanger,,,11760808,slurm,,corral-repl,344968861,fasta,,"""false""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38Patch11.len""","""hg38Patch11""","""200""","""80""",,"[{'src': 'hda', 'id': 32590609}]",,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 32725167}]",1,,"[{'src': 'hda', 'id': 32520669}]",,"[{'src': 'hda', 'id': 32520670}]",,,I,paired,SF,"""gene_name""","""false""","""false""",,42243511,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-12-04 22:43:33.691637,117186.0,560.52142
,,2016-06-15 14:27:05.755878,slurm_normal,,,,main_w2_handler1,2539812,13169664,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6663206372.0,fastq,6549498731.0,fastq,,,7353648.roundup,slurm,,corral-repl,361961632,fasta,,"""false""","""true""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""1""",,,,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5062a00ba3afd48cb'}]",1,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b544830198701e8a84'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b594014ac1abaf2e3e'}]",,,I,paired,U,"""gene_id""","""false""","""true""",,29411905,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-06-15 14:32:07.361725,29285.0,301.60584700000004
,,2016-02-01 02:34:12.489519,slurm_normal,,2496633789.0,sam,main_w1_handler2,2547455,11653351,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,1830828965.0,fastq,5912713.roundup,slurm,,corral-repl,5316931,fasta,,"""False""","""False""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""80""",22814996,,,"""1000""","""200""","""False""",history,1,21,22814857.0,,0,,,,,22644021.0,,,single,U,"""gene_id""","""False""","""False""",,27971737,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-02-01 02:41:08.462525,75765.0,415.973006
,,2016-02-09 22:43:09.039852,slurm_normal,,,,main_w1_handler0,2520642,11767449,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,14082833806.0,fastqsanger,6023250.roundup,slurm,,corral-repl,1189428176,fasta,,"""False""","""True""","""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""200""","""80""",,,,"""1000""","""200""","""False""",history,1,21,23111199.0,,0,,,,,22872630.0,,,single,U,"""gene_id""","""False""","""False""",,26623667,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-02-09 22:46:28.981295,74877.0,199.94144300000002
,,2017-11-01 15:56:35.111132,slurm_normal,,1151947379.0,gtf,main_w3_handler1,3217414,17286926,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,1121253089.0,fastqsanger,11348675,slurm,,corral-repl,3290776768,fasta,,"""false""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","""200""","""80""",,"[{'src': 'hda', 'id': 31040570}]",,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 31042040}]",0,,,,,,"[{'src': 'hda', 'id': 31873236}]",,single,U,"""gene_id""","""false""","""false""",,41183753,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-11-01 16:04:09.335720,109973.0,454.22458800000004
,,2018-02-21 09:51:05.525931,slurm_normal,,468852305.0,gtf,main_w4_handler1,3296281,18458838,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,15486981417.0,fastqsanger,12553978,slurm,,corral-repl,2543661261,fasta,,"""false""","""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""90""","""80""",,"[{'src': 'hda', 'id': 33955896}]",,"""1000""","""100""","""false""",history,1,21,,"[{'src': 'hda', 'id': 33955905}]",0,,,,,,"[{'src': 'hda', 'id': 33955750}]",,single,U,"""gene_id""","""false""","""false""",,44025909,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2018-02-21 09:53:32.490369,114204.0,146.964438
,,2017-08-10 14:16:36.213600,slurm_normal,,315364408.0,tabular,main_w3_handler1,2550074,16550562,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,16399700008.0,fastqsanger,10621672.roundup,slurm,,corral-repl,320238980,fasta,,"""false""","""false""","""/galaxy-repl/localdata/chrom/?.len""","""?""","""200""","""80""",,"[{'src': 'hda', 'id': 30827158}]",,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 30827091}]",0,,,,,,"[{'src': 'hda', 'id': 30739870}]",,single,U,"""gene_id""","""false""","""false""",,39677296,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-08-10 14:22:57.959958,75575.0,381.74635800000004
,,2017-01-03 07:57:45.473751,slurm_normal,,752162770.0,gtf,main_w4_handler1,2944304,14679112,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,5252113175.0,fastqsanger,8849456.roundup,slurm,,corral-repl,224656812,fasta,,"""false""","""false""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""200""","""80""",,"[{'src': 'hda', 'id': 27793384}]",,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 27796852}]",0,,,,,,"[{'src': 'hda', 'id': 27793353}]",,single,U,"""gene_id""","""false""","""false""",,35112450,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2017-01-03 08:05:22.956766,68538.0,457.483015
,,2016-12-31 06:52:03.172138,slurm_normal,,752162770.0,gtf,main_w4_handler1,2941867,14669302,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",,,,,2106561061.0,fastqsanger,8841264.roundup,slurm,,corral-repl,224656812,fasta,,"""false""","""true""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""200""","""80""",,"[{'src': 'hda', 'id': 27779817}]",,"""1000""","""200""","""false""",history,1,21,,"[{'src': 'hda', 'id': 27780116}]",0,,,,,,"[{'src': 'hda', 'id': 27771138}]",,single,U,"""gene_id""","""false""","""false""",,35112450,error,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.7.6.0,0.7.6.0,,2016-12-31 07:01:10.983678,68538.0,547.81154
