create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.bias_correction.__current_case__,parameters.bias_correction.do_bias_correction,parameters.bias_correction.seq_source.__current_case__,parameters.bias_correction.seq_source.index_source,parameters.chromInfo,parameters.dbkey,parameters.do_normalization,parameters.effective_length_correction,parameters.input,parameters.max_intron_len,parameters.min_isoform_fraction,parameters.multiread_correct,parameters.pre_mrna_fraction,parameters.reference_annotation.__current_case__,parameters.reference_annotation.reference_annotation_file,parameters.reference_annotation.reference_annotation_guide_file,parameters.reference_annotation.use_ref,reference_annotation_file,reference_annotation_file_filetype,reference_annotation_guide_file,reference_annotation_guide_file_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-04-09 14:57:08.892346,slurm_multi,,main_w2_handler2,2249109,9180743,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",21095516065,bam,3474844,slurm,,corral-repl,,,,,,0,Yes,0.0,cached,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""Yes""","""""",19128381,"""300000""","""0.1""","""Yes""","""0.15""",2,,19207699.0,Use reference annotation guide,,,38092065.0,gtf,,22348091,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-04-10 18:25:28.788344,59519,98899.895998
2015-03-23 19:18:57.645806,roundup_multi,,main_w2_handler2,1732583,9017824,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",40677085485,bam,3303992,slurm,,corral-repl,,,,,,1,No,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""No""","""""",18965996,"""300000""","""0.1""","""No""","""0.15""",0,,,No,,,,,,21543864,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-03-24 08:51:41.544771,43361,48763.898965
2014-12-23 09:51:18.860555,roundup_multi,,main_w2_handler2,2156906,8459883,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",330485658,bam,2366949,slurm,,corral-repl,,0.0,no,,,1,No,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""No""","""""",18052744,"""300000""","""0.1""","""No""","""0.15""",2,,18052814.0,Use reference annotation guide,,,52437654.0,gtf,,20207659,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2014-12-23 10:01:59.969538,54195,641.1089830000001
2015-04-05 17:47:32.151982,slurm_multi,,main_w2_handler2,2260368,9145326,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",31752465322,bam,3428337,slurm,,corral-repl,,,,,,1,No,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""No""","""""",19153424,"""300000""","""0.1""","""No""","""0.15""",0,,,No,,,,,,22262776,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-04-05 19:37:00.139303,61899,6567.9873210000005
2015-04-09 14:56:57.510854,slurm_multi,,main_w2_handler2,2249109,9180740,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12110297422,bam,3470325,slurm,,corral-repl,,,,,,0,Yes,0.0,cached,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""Yes""","""""",19128369,"""300000""","""0.1""","""Yes""","""0.15""",2,,19207699.0,Use reference annotation guide,,,38092065.0,gtf,,22348091,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-04-10 13:12:15.941542,59519,80118.43068800001
2014-12-24 10:10:46.694130,roundup_multi,,main_w2_handler2,2152619,8463644,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",316065720,bam,2371490,slurm,,corral-repl,,0.0,no,,,1,No,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""No""","""--no-effective-length-correction""",18061067,"""100000""","""0.1""","""No""","""0.15""",2,,18060178.0,Use reference annotation guide,,,52437654.0,gtf,,20207659,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2014-12-24 10:26:58.201424,54195,971.5072940000001
2015-01-11 19:59:39.631275,roundup_multi,,main_w2_handler2,2166469,8529173,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2676947618,bam,2452424,slurm,,corral-repl,,,,,,1,No,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""No""","""--no-effective-length-correction""",18178223,"""300000""","""0.1""","""No""","""0.15""",1,18179720.0,,Use reference annotation,326780685.0,gtf,,,,20328789,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-01-11 20:17:39.341094,57844,1079.7098190000002
2015-04-06 17:57:02.446115,slurm_multi,,main_w2_handler2,2260368,9151169,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",30448767570,bam,3433949,slurm,,corral-repl,,,,,,1,No,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""No""","""""",19153422,"""300000""","""0.1""","""No""","""0.15""",0,,,No,,,,,,22221788,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-04-06 19:45:07.382448,61899,6484.936333000001
2015-01-11 19:59:44.474904,roundup_multi,,main_w2_handler2,2166469,8529176,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1803249801,bam,2452467,slurm,,corral-repl,,,,,,1,No,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""No""","""--no-effective-length-correction""",18178268,"""300000""","""0.1""","""No""","""0.15""",1,18179720.0,,Use reference annotation,326780685.0,gtf,,,,20328789,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-01-11 20:29:24.632761,57844,1780.1578570000001
2014-12-23 18:27:19.061433,roundup_multi,,main_w2_handler2,2156906,8461654,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",723724447,bam,2369112,slurm,,corral-repl,,0.0,no,,,1,No,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""No""","""""",18057370,"""300000""","""0.1""","""No""","""0.15""",2,,18052814.0,Use reference annotation guide,,,52437654.0,gtf,,20211159,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2014-12-23 18:51:37.412664,54195,1458.351231
2015-04-16 13:37:27.109407,slurm_multi,,main_w2_handler2,2249109,9245659,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",20044044097,bam,3528904,slurm,,corral-repl,,,,,,0,Yes,0.0,cached,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""Yes""","""""",19128405,"""300000""","""0.1""","""Yes""","""0.15""",2,,19207699.0,Use reference annotation guide,,,38092065.0,gtf,,22528109,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-04-16 14:45:44.619130,59519,4097.509723
2014-12-23 09:35:39.939557,roundup_multi,,main_w2_handler2,2156906,8459817,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",330485658,bam,2366893,slurm,,corral-repl,,1.0,yes,roundup_multi,,1,No,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""No""","""""",18052744,"""300000""","""0.1""","""No""","""0.15""",2,,18052814.0,Use reference annotation guide,,,52437654.0,gtf,,20207659,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2014-12-23 09:46:17.628320,54195,637.688763
2014-12-07 15:34:48.209836,roundup_multi,,main_w2_handler2,2129832,8364781,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6262168533,bam,2254571,slurm,,corral-repl,,0.0,no,,,1,No,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""No""","""""",17721639,"""300000""","""0.1""","""No""","""0.15""",1,17704344.0,,Use reference annotation,326367997.0,gtf,,,,19944774,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2014-12-07 16:04:18.241103,56597,1770.031267
2014-12-23 10:07:05.284880,roundup_multi,,main_w2_handler2,2156906,8459932,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",776359434,bam,2367013,slurm,,corral-repl,,0.0,no,,,1,No,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""No""","""""",18052742,"""300000""","""0.1""","""No""","""0.15""",2,,18052814.0,Use reference annotation guide,,,52437654.0,gtf,,20207659,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2014-12-23 10:28:41.550332,54195,1296.265452
2015-04-05 21:29:58.172876,slurm_multi,,main_w2_handler2,2255585,9145923,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2389456189,sam,3428967,slurm,,corral-repl,,,,,"""e7827600dbda11e481e7005056a52a46""",1,No,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""No""","""""",19089059,"""300000""","""0.1""","""No""","""0.15""",2,,19089164.0,Use reference annotation guide,,,457310791.0,gtf,,22177647,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-04-05 23:03:04.198042,61777,5586.025166
2015-04-07 15:28:31.039940,slurm_multi,,main_w2_handler2,2260368,9159950,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",30448767570,bam,3441773,slurm,,corral-repl,,,,,,0,Yes,0.0,cached,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""No""","""""",19153422,"""300000""","""0.1""","""No""","""0.15""",0,,,No,,,,,,22221788,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-04-07 21:04:20.820410,61899,20149.78047
2015-03-20 11:24:20.717955,roundup_multi,,main_w2_handler2,2198521,8995634,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",13511068861,bam,3265745,slurm,,corral-repl,,,,,,0,Yes,0.0,cached,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""Yes""","""""",18460035,"""300000""","""0.1""","""No""","""0.15""",0,,,No,,,,,,21920403,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-03-22 03:26:42.767533,49259,144142.049578
2015-04-15 14:08:41.078083,slurm_multi,,main_w2_handler2,2256453,9236943,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4073159806,bam,3518170,slurm,,corral-repl,,,,,,1,No,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""No""","""""",19273532,"""300000""","""0.1""","""No""","""0.15""",1,19283248.0,,Use reference annotation,715569327.0,gtf,,,,22319313,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-04-15 15:12:07.074364,61766,3805.996281
2015-02-27 12:40:49.941794,roundup_multi,,main_w2_handler2,1711446,8828070,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",169802647,sam,2944359,slurm,,corral-repl,,,,,,1,No,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""No""","""""",18668223,"""300000""","""0.1""","""No""","""0.15""",1,15923443.0,,Use reference annotation,239193959.0,gtf,,,,20558240,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-02-27 12:48:38.553467,42248,468.61167300000005
2014-12-23 12:29:19.237085,roundup_multi,,main_w2_handler2,2156906,8460381,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",802842367,bam,2367523,slurm,,corral-repl,,0.0,no,,,1,No,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""No""","""""",18053641,"""100000""","""0.1""","""No""","""0.15""",2,,18052814.0,Use reference annotation guide,,,52437654.0,gtf,,20207659,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2014-12-23 12:58:04.003528,54195,1724.7664430000002
2014-12-03 00:01:23.105695,roundup_multi,,main_w2_handler2,2136044,8306200,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6262168533,bam,2180427,slurm,,corral-repl,,0.0,no,,,0,Yes,0.0,cached,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""No""","""""",17758421,"""300000""","""0.1""","""Yes""","""0.15""",1,17758418.0,,Use reference annotation,326367997.0,gtf,,,,19806304,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2014-12-03 00:47:16.189638,56597,2753.083943
2014-12-06 19:49:04.187382,roundup_multi,,main_w2_handler2,2136044,8361467,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6262168533,bam,2250381,slurm,,corral-repl,,0.0,no,,,1,No,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""No""","""""",17758421,"""300000""","""0.1""","""No""","""0.15""",1,17758418.0,,Use reference annotation,326367997.0,gtf,,,,19806304,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2014-12-06 20:15:31.824266,56597,1587.636884
2015-04-17 15:04:01.899967,slurm_multi,,main_w2_handler2,2249109,9258405,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12234006595,bam,3542751,slurm,,corral-repl,,,,,,1,No,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""Yes""","""""",19128375,"""300000""","""0.1""","""No""","""0.15""",2,,19207699.0,Use reference annotation guide,,,38092065.0,gtf,,22528109,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-04-17 16:20:39.995174,59519,4598.095207
2015-03-03 16:15:53.320957,roundup_multi,,main_w2_handler2,2201111,8852207,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1799484115,bam,2996932,slurm,,corral-repl,,,,,,1,No,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""No""","""""",18711346,"""300000""","""0.1""","""No""","""0.15""",2,,18666211.0,Use reference annotation guide,,,1111970946.0,gtf,,21531768,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-03-04 22:41:54.492378,14873,109561.171421
2015-05-15 23:04:09.416133,slurm_multi_dynamic_walltime,,main_w2_handler2,2299825,9481271,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4285930206,bam,3805080,slurm,,corral-repl,,0.0,no,,,1,No,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""No""","""""",19656575,"""300000""","""0.1""","""No""","""0.15""",1,19726110.0,,Use reference annotation,726685336.0,gtf,,,,22980004,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-05-15 23:42:45.342267,63307,2315.9261340000003
2015-01-11 19:59:46.236854,roundup_multi,,main_w2_handler2,2166469,8529177,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",72871022,bam,2452499,slurm,,corral-repl,,,,,,1,No,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""No""","""--no-effective-length-correction""",18178270,"""300000""","""0.1""","""No""","""0.15""",1,18179720.0,,Use reference annotation,326780685.0,gtf,,,,20328789,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-01-11 20:31:52.361723,57844,1926.1248690000002
2015-04-09 14:57:25.089266,slurm_multi,,main_w2_handler2,2249109,9180746,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",15426307269,bam,3479279,slurm,,corral-repl,,,,,,0,Yes,0.0,cached,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""Yes""","""""",19128415,"""300000""","""0.1""","""Yes""","""0.15""",2,,19207699.0,Use reference annotation guide,,,38092065.0,gtf,,22348091,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-04-11 02:46:58.123825,59519,128973.034559
2015-01-11 19:59:48.865757,roundup_multi,,main_w2_handler2,2166469,8529178,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",151043798,bam,2452500,slurm,,corral-repl,,,,,,1,No,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""No""","""--no-effective-length-correction""",18178277,"""300000""","""0.1""","""No""","""0.15""",1,18179720.0,,Use reference annotation,326780685.0,gtf,,,,20328789,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-01-11 20:32:50.534383,57844,1981.6686260000001
2014-12-02 00:23:15.962783,roundup_multi,,main_w2_handler2,2129832,8287921,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6262168533,bam,2159002,slurm,,corral-repl,,0.0,no,,,1,No,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""No""","""""",17721639,"""300000""","""0.1""","""No""","""0.15""",1,17704344.0,,Use reference annotation,326367997.0,gtf,,,,19806304,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2014-12-02 00:54:12.074182,56597,1856.1113990000001
2014-12-01 02:43:29.227010,roundup_multi,,main_w2_handler2,2129832,8275713,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2999683608,bam,2145209,slurm,,corral-repl,,0.0,no,,,1,No,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""No""","""""",17703513,"""300000""","""0.1""","""No""","""0.15""",1,17704344.0,,Use reference annotation,326367997.0,gtf,,,,19830047,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2014-12-01 02:53:51.505122,56597,622.2781120000001
2014-11-28 23:12:15.184038,roundup_multi,,main_w2_handler2,2129832,8266454,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2635513862,bam,2134516,slurm,,corral-repl,,0.0,no,,,1,No,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""No""","""""",17703514,"""300000""","""0.1""","""No""","""0.15""",1,17704344.0,,Use reference annotation,326367997.0,gtf,,,,19806304,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2014-11-28 23:21:24.756163,56597,549.572125
2015-04-05 17:47:30.884478,slurm_multi,,main_w2_handler2,2260368,9145325,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",30448767570,bam,3428335,slurm,,corral-repl,,,,,,1,No,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""No""","""""",19153422,"""300000""","""0.1""","""No""","""0.15""",0,,,No,,,,,,22262776,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-04-05 19:39:07.006279,61899,6696.121801
2015-04-06 14:56:48.157003,slurm_multi,,main_w2_handler2,2260368,9149912,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",31752465322,bam,3432775,slurm,,corral-repl,,,,,,1,No,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""No""","""""",19153424,"""300000""","""0.1""","""No""","""0.15""",0,,,No,,,,,,22221788,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-04-06 17:02:25.862712,61899,7537.705709000001
2015-04-06 14:56:45.958643,slurm_multi,,main_w2_handler2,2260368,9149910,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",30448767570,bam,3432773,slurm,,corral-repl,,,,,,1,No,,,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""No""","""""",19153422,"""300000""","""0.1""","""No""","""0.15""",0,,,No,,,,,,22221788,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-04-06 16:51:02.898409,61899,6856.939766
2014-12-24 09:44:55.116202,roundup_multi,,main_w2_handler2,2152619,8463619,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",494096534,bam,2371466,slurm,,corral-repl,,0.0,no,,,1,No,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""No""","""""",18060709,"""300000""","""0.1""","""No""","""0.15""",2,,18060178.0,Use reference annotation guide,,,52437654.0,gtf,,20207659,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2014-12-24 10:03:32.186620,54195,1117.070418
2015-03-20 11:23:29.675431,roundup_multi,,main_w2_handler2,2198519,8995614,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12904038046,bam,3264551,slurm,,corral-repl,,,,,,0,Yes,0.0,cached,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""Yes""","""""",18479575,"""300000""","""0.1""","""No""","""0.15""",0,,,No,,,,,,21920403,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-03-21 04:59:10.168324,49259,63340.492893
2015-04-16 13:37:32.070359,slurm_multi,,main_w2_handler2,2249109,9245660,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",15426307269,bam,3529057,slurm,,corral-repl,,,,,,0,Yes,0.0,cached,"""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""Yes""","""""",19128415,"""300000""","""0.1""","""Yes""","""0.15""",2,,19207699.0,Use reference annotation guide,,,38092065.0,gtf,,22528109,error,toolshed.g2.bx.psu.edu/repos/devteam/cufflinks/cufflinks/0.0.6,0.0.6,,2015-04-16 16:26:39.770516,59519,10147.700157000001
