create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_bams_0|input_bam,input_bams_0|input_bam_filetype,input_bams_1|input_bam,input_bams_1|input_bam_filetype,input_bams_2|input_bam,input_bams_2|input_bam_filetype,input_bams_3|input_bam,input_bams_3|input_bam_filetype,input_bams_4|input_bam,input_bams_4|input_bam_filetype,input_bams_5|input_bam,input_bams_5|input_bam_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.advanced_options.__current_case__,parameters.advanced_options.advanced_options_selector,parameters.advanced_options.coverage_dtype,parameters.advanced_options.safe,parameters.chromInfo,parameters.coverage_dtype,parameters.dbkey,parameters.min_base_quality,parameters.min_mapping_quality,parameters.min_support_depth,parameters.ploidy,parameters.reference_source.__current_case__,parameters.reference_source.input_bams,parameters.reference_source.ref_file,parameters.reference_source.ref_file.__class__,parameters.reference_source.ref_file.value,parameters.reference_source.reference_source_selector,parameters.regions,parameters.use_strand,parameters.variants_only,ref_file,ref_file_filetype,reference_source|input_bams_0|input_bam,reference_source|input_bams_0|input_bam_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-03-25 18:42:09.620820,slurm_normal_single_16gb,,main_w1_handler0,2234990,9037526,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2718041.0,bam,,,,,,,,,,,3322449.roundup,slurm,,corral-repl,,,1,advanced,uint64,False,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""20""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 18996109}]",hg19,,,cached,[],"""True""","""False""",,,,,,22019235,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-03-25 18:56:44.957833,60145.0,875.3370130000001
2015-02-03 20:16:14.523166,slurm_normal_single_16gb,,main_w2_handler0,2194103,8658848,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7195.0,bam,,,,,,,,,,,2634781.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""uint16""","""Homo_sapiens_nuHg19_mtrCRS""","""20""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': 18401646}]",Homo_sapiens_nuHg19_mtrCRS,,,cached,[],"""True""","""True""",,,,,,20606300,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-02-03 20:20:18.576749,1224.0,244.053583
2015-02-24 09:58:53.679850,slurm_normal_single_16gb,,main_w1_handler1,2205360,8801347,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",13635630.0,bam,,,,,,,,,,,2894476.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""30""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 18625165}]",hg19,,,cached,[],"""False""","""False""",,,,,,21240481,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-02-24 14:11:59.051250,59612.0,15185.371400000002
2015-02-27 11:33:22.772885,slurm_normal_single_16gb,,main_w2_handler0,2221723,8827761,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",521321.0,bam,,,,,,,,,,,2944982.roundup,slurm,,corral-repl,,"""67b4abf6be7411e48780005056a52a46""",0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""""","""""","""0""","""2""",1.0,"[{'__index__': 0, 'input_bam': 18668124}]",18668053,,,history,[],"""False""","""False""",3199905909.0,fasta,,,,21418968,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-02-27 14:32:34.254826,45153.0,10751.481941
2015-08-26 13:34:10.253456,slurm_normal_16gb,,main_w1_handler2,2420158,10204013,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",33047933.0,bam,,,,,,,,,,,4473620.roundup,slurm,,corral-repl,,"""10e5490a4bf711e599b2005056a52a46""",0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 20914971}]",12931,,,cached,[],"""False""","""False""",,,,,,24691504,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-08-26 19:09:04.145723,67794.0,20093.892267000003
2015-09-24 21:30:41.343851,slurm_normal_16gb,,main_w1_handler1,2450269,10415050,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",33060316.0,bam,,,,,,,,,,,4693067.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg38.len""",,"""hg38""","""20""","""""","""10""","""2""",0.0,"[{'__index__': 0, 'input_bam': 21255135}]",hg38,,,cached,[],"""True""","""True""",,,,,,25062987,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-09-24 21:37:08.522512,68717.0,387.17866100000003
2015-07-26 03:25:57.276149,slurm_normal_16gb,,main_w1_handler1,2390156,9989189,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",18326664.0,bam,,,,,,,,,,,4272007.roundup,slurm,,corral-repl,,,1,advanced,uint8,False,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""",,"""Homo_sapiens_nuHg19_mtrCRS""","""20""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': 20553489}]",Homo_sapiens_nuHg19_mtrCRS,,,cached,[],"""True""","""True""",,,,,,24315105,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-07-26 03:28:11.741628,66516.0,134.46547900000002
2015-02-03 19:10:29.016187,slurm_normal_single_16gb,,main_w1_handler0,2194104,8658449,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7195.0,bam,,,,,,,,,,,2634008.roundup,slurm,,corral-repl,,,1,advanced,uint8,False,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""uint16""","""Homo_sapiens_nuHg19_mtrCRS""","""20""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': 18401658}]",Homo_sapiens_nuHg19_mtrCRS,,,cached,[],"""True""","""True""",,,,,,20662697,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-02-03 19:16:09.139545,5254.0,340.123358
2015-08-23 10:01:32.708601,slurm_normal_16gb,,main_w1_handler1,2415872,10177323,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",33170553.0,bam,,,,,,,,,,,4447317.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""","""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 20871182}]",hg19,,,cached,[],"""False""","""False""",,,,,,24585297,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-08-23 10:03:12.202467,67314.0,99.49386600000001
2015-09-17 01:39:12.432170,slurm_normal_16gb,,main_w1_handler0,2441556,10340355,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",21764892.0,bam,,,,,,,,,,,4623593.roundup,slurm,,corral-repl,,,1,advanced,uint8,False,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""",,"""Homo_sapiens_nuHg19_mtrCRS""","""40""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': 21142036}]",Homo_sapiens_nuHg19_mtrCRS,,,cached,[],"""True""","""True""",,,,,,25168061,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-09-17 01:47:06.020102,68906.0,473.587932
2015-07-22 22:37:07.156061,slurm_normal_16gb,,main_w1_handler0,2384285,9947968,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",29735171.0,bam,,,,,,,,,,,4232949.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""20""","""""","""10""","""2""",0.0,"[{'__index__': 0, 'input_bam': 20488131}]",hg19,,,cached,[],"""False""","""False""",,,,,,24013118,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-07-22 22:40:35.010484,65700.0,207.85442300000003
2015-02-24 09:59:56.676070,slurm_normal_single_16gb,,main_w1_handler0,2205360,8801416,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",14778024.0,bam,,,,,,,,,,,2939223.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""30""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 18625234}]",hg19,,,cached,[],"""False""","""False""",,,,,,21240481,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-02-27 03:47:59.829129,59612.0,236883.153059
2015-09-21 19:34:42.117093,reserved_16gb,,main_w1_handler0,2446594,10375702,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",31583915.0,bam,,,,,,,,,,,4656784.roundup,slurm,,corral-repl,,,1,advanced,guess,False,"""/galaxy-repl/localdata/chrom/hg38.len""",,"""hg38""","""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 21197917}]",hg38,,,cached,[],"""False""","""False""",,,,,,25309584,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-09-21 19:37:19.173135,5254.0,157.05604200000002
2015-08-22 08:07:19.200950,slurm_normal_16gb,,main_w1_handler0,2415408,10171341,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",29753929.0,bam,,,,,,,,,,,4440856.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg19Patch10.len""",,"""hg19Patch10""","""30""","""20""","""100""","""1""",0.0,"[{'__index__': 0, 'input_bam': 20860200}]",hg19,,,cached,[],"""True""","""True""",,,,,,24701078,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-08-22 08:09:38.660693,67819.0,139.459743
2015-03-25 19:07:51.897600,slurm_normal_single_16gb,,main_w1_handler1,2234990,9037763,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2718041.0,bam,,,,,,,,,,,3323768.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 18996109}]",hg19,,,cached,[],"""True""","""False""",,,,,,22019235,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-03-25 20:48:53.095171,60145.0,6061.197571000001
2015-07-26 22:15:15.114113,slurm_normal_16gb,,main_w1_handler0,2391227,10001187,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",21319649.0,bam,,,,,,,,,,,4283887.roundup,slurm,,corral-repl,,"""c280a2e433e311e5ad25005056a52a46""",1,advanced,uint8,False,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""uint16""","""Homo_sapiens_nuHg19_mtrCRS""","""20""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': 20571297}]",Homo_sapiens_nuHg19_mtrCRS,,,cached,[],"""True""","""True""",,,,,,24320087,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-07-26 22:24:24.789266,66891.0,549.675153
2015-01-11 23:02:52.706345,rodeo_normal,,main_w2_handler1,2170497,8529584,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2212369.0,bam,,,,,,,,,,,741186.rodeo,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 18181470}]",hg19,,,cached,[],"""False""","""False""",,,,,,20441737,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-01-11 23:05:24.648298,1484.0,151.941953
2015-08-19 12:55:18.124000,slurm_normal_16gb,,main_w1_handler2,2397102,10148992,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",382109113.0,bam,,,,,,,,,,,4421884.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg38.len""",,"""hg38""","""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 20823350}]",hg38,,,cached,[],"""False""","""False""",,,,,,24404533,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-08-20 07:12:43.776085,67258.0,65845.65208500001
2015-09-27 02:03:48.287932,slurm_normal_16gb,,main_w2_handler1,2452216,10437321,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",25797650.0,bam,,,,,,,,,,,4715820.roundup,slurm,,corral-repl,,,1,advanced,uint32,False,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""","""20""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': 21283336}]",hg19,,,cached,[],"""True""","""True""",,,,,,25290506,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-09-27 02:04:33.687749,69703.0,45.399817000000006
2015-07-26 20:21:20.680447,slurm_normal_16gb,,main_w1_handler0,2390883,9999515,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",23294381.0,bam,,,,,,,,,,,4282469.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""20""","""""","""10""","""1""",1.0,"[{'__index__': 0, 'input_bam': 20565397}]",20568805,,,history,[],"""False""","""False""",3157608038.0,fasta,,,,24328363,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-07-26 20:48:17.243442,66516.0,1616.562995
2015-02-24 09:59:09.741307,slurm_normal_single_16gb,,main_w1_handler0,2205360,8801367,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9139832.0,bam,,,,,,,,,,,2897175.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""30""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 18625185}]",hg19,,,cached,[],"""False""","""False""",,,,,,21240481,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-02-24 17:44:37.259117,59612.0,27927.51781
2015-08-19 12:55:15.005906,slurm_normal_16gb,,main_w1_handler0,2397102,10148988,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",478768389.0,bam,,,,,,,,,,,4419599.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg38.len""",,"""hg38""","""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 20823345}]",hg38,,,cached,[],"""False""","""False""",,,,,,24404533,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-08-19 19:28:47.536805,67258.0,23612.530899
2015-07-16 13:41:18.935659,slurm_normal_16gb,,main_w1_handler2,2374753,9881418,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",33684370.0,bam,,,,,,,,,,,4171520.roundup,slurm,,corral-repl,,,1,advanced,guess,False,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""","""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 20350426}]",hg19,,,cached,[],"""True""","""False""",,,,,,24065244,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-07-16 21:56:57.603671,65899.0,29738.668012000002
2015-01-15 16:43:14.986966,rodeo_normal,,main_w1_handler0,2174771,8552664,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4551991603.0,bam,,,,,,,,,,,777739.rodeo,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""",,"""Homo_sapiens_nuHg19_mtrCRS""","""30""","""20""","""40""","""1""",0.0,"[{'__index__': 0, 'input_bam': 18218319}]",Homo_sapiens_nuHg19_mtrCRS,,,cached,[],"""True""","""True""",,,,,,20238570,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-01-15 16:44:44.796534,29829.0,89.809568
2015-06-24 10:10:44.004180,slurm_normal_16gb,,main_w2_handler1,2342916,9723169,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2774184949.0,bam,,,,,,,,,,,4029946,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""""","""""","""0""","""2""",1.0,"[{'__index__': 0, 'input_bam': 20106936}]",20106753,,,history,[],"""False""","""False""",3139918355.0,fasta,,,,23643011,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-06-24 10:35:58.261434,64873.0,1514.257254
2015-09-17 18:51:00.278389,slurm_normal_16gb,,main_w1_handler0,2442497,10346970,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10272235.0,bam,10305941.0,bam,13600937.0,bam,,,,,,,4630015.roundup,slurm,,corral-repl,,,1,advanced,uint64,False,"""/galaxy-repl/localdata/chrom/hg_g1k_v37.len""",,"""hg_g1k_v37""","""""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': 21152261}, {'__index__': 1, 'input_bam': 21152240}, {'__index__': 2, 'input_bam': 21152222}]",hg_g1k_v37,,,cached,[],"""True""","""True""",,,,,,25168061,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-09-17 18:52:48.761194,68906.0,108.48280500000001
2015-05-29 18:34:56.917125,slurm_normal_16gb,,main_w1_handler1,2320931,9563789,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1054679227.0,bam,,,,,,,,,,,3876976.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""20""","""20""","""10""","""2""",0.0,"[{'__index__': 0, 'input_bam': 19830838}]",hg19,,,cached,[],"""True""","""False""",,,,,,23313916,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-05-30 10:18:45.590252,64212.0,56628.673127
2015-08-19 06:25:46.966656,slurm_normal_16gb,,main_w2_handler1,2412295,10146581,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",21775112.0,bam,,,,,,,,,,,4417323.roundup,slurm,,corral-repl,,"""1812c4d0463b11e5bccf005056a51846""",1,advanced,uint8,False,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""uint16""","""Homo_sapiens_nuHg19_mtrCRS""","""20""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': 20819401}]",Homo_sapiens_nuHg19_mtrCRS,,,cached,[],"""True""","""True""",,,,,,24648754,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-08-19 06:32:05.471060,67665.0,378.504404
2015-09-11 16:02:57.176155,slurm_normal_16gb,,main_w2_handler0,2434418,10303639,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4651433.0,bam,,,,,,,,,,,4589537.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 21080998}]",hg19,,,cached,[],"""False""","""False""",,,,,,25104196,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-09-11 22:44:07.410732,68990.0,24070.234577000003
2015-08-27 03:38:07.212714,slurm_normal_16gb,,main_w2_handler1,2420855,10208180,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",33037696.0,bam,,,,,,,,,,,4477977.roundup,slurm,,corral-repl,,"""f48c95bc4c6c11e59c8f005056a51846""",0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 20921559}]",12931,,,cached,[],"""False""","""False""",,,,,,24529498,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-08-27 08:56:20.851925,67450.0,19093.639211
2015-08-23 21:42:28.656649,slurm_normal_16gb,,main_w2_handler1,2416523,10184530,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10433218.0,bam,10469042.0,bam,13819476.0,bam,,,,,,,4453216.roundup,slurm,,corral-repl,,,1,advanced,uint8,False,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""""","""""","""1""","""2""",0.0,"[{'__index__': 0, 'input_bam': 20882015}, {'__index__': 1, 'input_bam': 20882051}, {'__index__': 2, 'input_bam': 20882070}]",hg19,,,cached,[],"""False""","""False""",,,,,,24459419,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-08-24 02:45:24.330045,67373.0,18175.673396000002
2015-02-24 09:59:48.179429,slurm_normal_single_16gb,,main_w2_handler0,2205360,8801408,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12513652.0,bam,,,,,,,,,,,2924742.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""30""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 18625226}]",hg19,,,cached,[],"""False""","""False""",,,,,,21240481,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-02-26 08:49:48.558582,59612.0,168600.37915300002
2015-09-09 08:06:23.416024,slurm_normal_16gb,,main_w2_handler1,2432627,10282634,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",17783566.0,bam,,,,,,,,,,,4568374.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""","""""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 21051249}]",hg19,,,cached,[],"""False""","""False""",,,,,,24887549,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-09-09 08:12:41.185904,54854.0,377.76988
2015-02-03 19:10:41.686825,slurm_normal_single_16gb,,main_w2_handler0,2194104,8658451,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7195.0,bam,,,,,,,,,,,2634060.roundup,slurm,,corral-repl,,,1,advanced,uint16,False,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""uint16""","""Homo_sapiens_nuHg19_mtrCRS""","""20""","""""","""10""","""1""",0.0,"[{'__index__': 0, 'input_bam': 18401658}]",Homo_sapiens_nuHg19_mtrCRS,,,cached,[],"""True""","""True""",,,,,,20662697,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-02-03 19:22:29.481224,5254.0,707.794399
2015-08-23 19:40:44.529262,slurm_normal_16gb,,main_w2_handler0,2414929,10182097,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",33779064.0,bam,,,,,,,,,,,4451830.roundup,slurm,,corral-repl,,,1,advanced,uint8,False,"""/galaxy-repl/localdata/chrom/hg18.len""",,"""hg18""","""20""","""""","""10""","""2""",0.0,"[{'__index__': 0, 'input_bam': 20877213}]",Homo_sapiens_AK1,,,cached,[],"""True""","""True""",,,,,,24697886,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-08-23 19:45:42.454394,66277.0,297.925132
2015-07-22 21:32:53.184729,slurm_normal_16gb,,main_w1_handler1,2372937,9947372,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",29651857.0,bam,,,,,,,,,,,4232379.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""","""20""","""""","""10""","""2""",0.0,"[{'__index__': 0, 'input_bam': 20467360}]",hg19,,,cached,[],"""True""","""True""",,,,,,24156449,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-07-22 21:37:21.049953,66007.0,267.865224
2015-03-25 18:43:04.690082,slurm_normal_single_16gb,,main_w2_handler0,2234990,9037529,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3345272.0,bam,,,,,,,,,,,3322693.roundup,slurm,,corral-repl,,,1,advanced,uint64,False,"""/galaxy-repl/localdata/chrom/hg19.len""",,"""hg19""","""20""","""""","""0""","""2""",0.0,"[{'__index__': 0, 'input_bam': 18996077}]",hg19,,,cached,[],"""True""","""False""",,,,,,22019235,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-03-25 19:04:29.048135,60145.0,1284.3580530000002
2015-09-10 07:53:36.894365,slurm_normal_16gb,,main_w1_handler0,2434168,10292171,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",17783566.0,bam,,,,,,,,,,,4577464.roundup,slurm,,corral-repl,,,0,basic,,,"""/galaxy-repl/localdata/chrom/?.len""",,"""?""","""""","""""","""400""","""2""",0.0,"[{'__index__': 0, 'input_bam': 21066940}]",hg19,,,cached,[],"""False""","""False""",,,,,,25103368,error,toolshed.g2.bx.psu.edu/repos/blankenberg/naive_variant_caller/naive_variant_caller/0.0.1,0.0.1,,2015-09-10 08:06:26.869932,54854.0,769.9755670000001
