create_time,destination_id,exit_code,handler,history_id,id,imported,infile_control_cond1,infile_control_cond1_filetype,infile_control_cond2,infile_control_cond2_filetype,infile_pileup_cond1,infile_pileup_cond1_filetype,infile_pileup_cond2,infile_pileup_cond2_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.chromInfo,parameters.cutoff,parameters.dbkey,parameters.depth1,parameters.depth2,parameters.infile_control_cond1,parameters.infile_control_cond1.values,parameters.infile_control_cond2,parameters.infile_control_cond2.values,parameters.infile_pileup_cond1,parameters.infile_pileup_cond1.values,parameters.infile_pileup_cond2,parameters.infile_pileup_cond2.values,parameters.maxgap,parameters.minlen,parameters.outputs,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-09-14 01:38:56.809358,slurm_normal,,main_w4_handler0,3227524,16813507,False,3756508610,bedgraph,3756508610,bedgraph,4103616235,bedgraph,4103616235,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10882917.roundup,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""0.01""","""hg38""","""100""","""100""",,"[{'src': 'hda', 'id': 31101126}]",,"[{'src': 'hda', 'id': 31101126}]",,"[{'src': 'hda', 'id': 31101125}]",,"[{'src': 'hda', 'id': 31101125}]","""100""","""100""","[""--ofile-cond1"", ""--ofile-both-conditions""]",,40259414,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2017-09-14 01:55:13.892012,108379,977.082654
2017-09-08 02:04:52.912335,slurm_normal,,main_w3_handler1,3227524,16768406,False,3756508610,bedgraph,3756508610,bedgraph,4103616235,bedgraph,4103616235,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10835733.roundup,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""1.0""","""hg38""","""100""","""100""",,"[{'src': 'hda', 'id': 31101126}]",,"[{'src': 'hda', 'id': 31101126}]",,"[{'src': 'hda', 'id': 31101125}]",,"[{'src': 'hda', 'id': 31101125}]","""100""","""100""","[""--ofile-cond1""]",,40259414,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2017-09-08 02:22:06.987861,108379,1034.075526
2017-01-20 00:17:58.526768,slurm_normal,,main_w3_handler0,2923824,14825788,False,2655220632,bedgraph,2724284069,bedgraph,2636222908,bedgraph,2629703255,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8986740.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""1.0""","""mm9""","""1""","""1""",,"[{'src': 'hda', 'id': 28010144}]",,"[{'src': 'hda', 'id': 28010136}]",,"[{'src': 'hda', 'id': 28010145}]",,"[{'src': 'hda', 'id': 28010137}]","""100""","""200""","[""--ofile-cond1""]",,35179543,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2017-01-20 00:34:19.550472,96598,981.0237040000001
2016-03-16 14:10:40.196486,slurm_normal,,main_w2_handler0,2557147,12155134,False,4819268818,bedgraph,1378692020,bedgraph,2721980931,bedgraph,2515724045,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6371840.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",22997353,,22997354,,22997328,,22997329,,"""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",,28980415,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-03-16 14:30:45.633231,76207,1205.436745
2016-11-16 21:01:33.094000,reserved,,main_w4_handler1,2897749,14360154,False,3542556473,bedgraph,2855485830,bedgraph,4794027338,bedgraph,4510905855,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8566032.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""1.0""","""hg38""","""1""","""1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b526666f0836af4efa'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cb5caffd8a66a492'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b575d034a75d405067'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e6d61827f365646a'}]","""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",,32443707,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-11-16 21:26:29.761836,5254,1496.667836
2016-12-23 19:44:30.350247,slurm_normal,,main_w3_handler0,2598507,14639990,False,2452014577,bedgraph,2367772726,bedgraph,3393140001,bedgraph,3318746396,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8815356.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""1.0""","""mm10""","""1""","""1""",,"[{'src': 'hda', 'id': 25384399}]",,"[{'src': 'hda', 'id': 25384418}]",,"[{'src': 'hda', 'id': 25384398}]",,"[{'src': 'hda', 'id': 25384417}]","""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",,35056741,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-12-23 20:00:36.084446,11728,965.7341990000001
2016-11-14 18:51:20.168998,slurm_normal,,main_w3_handler1,2888084,14337190,False,2855485830,bedgraph,2855486829,bedgraph,4794027338,bedgraph,2709673807,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8543279.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""1.0""","""hg38""","""1""","""1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5158dea375127aa04'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54464ecef869387c9'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b592951e89e5f5ac18'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c3ab3913510d0ea9'}]","""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",,34242378,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-11-14 19:35:25.371520,94427,2645.202522
2016-05-20 14:07:14.662894,slurm_normal,,main_w1_handler1,2704671,12949329,False,2071236113,bedgraph,2060499042,bedgraph,4193377225,bedgraph,3570143179,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7142901.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""1.0""","""mm10""","""1""","""1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56679ee2d5f2a8231'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bcd4b02d58d1b5c7'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53f14cc205924ef3f'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54ddb1ebacbcf717b'}]","""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",,30171572,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-05-20 14:27:33.421716,84275,1218.758822
2016-05-20 13:46:28.078877,slurm_normal,,main_w1_handler1,2704671,12949179,False,2071236113,bedgraph,2060499042,bedgraph,4193377225,bedgraph,3570143179,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7142801.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""1.0""","""mm10""","""1""","""1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56679ee2d5f2a8231'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bcd4b02d58d1b5c7'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53f14cc205924ef3f'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54ddb1ebacbcf717b'}]","""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",,30171572,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-05-20 14:03:56.360795,84275,1048.2819180000001
2016-07-18 19:10:20.726332,slurm_normal,,main_w2_handler1,2704671,13435098,False,2071236113,bedgraph,2060499042,bedgraph,4193377225,bedgraph,3570143179,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7646479.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""1.0""","""mm10""","""1000""","""1000""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56679ee2d5f2a8231'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bcd4b02d58d1b5c7'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53f14cc205924ef3f'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54ddb1ebacbcf717b'}]","""50""","""100""","[""--ofile-cond1"", ""--ofile-cond2""]",,30171572,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-07-18 19:30:26.052581,84275,1205.326249
2017-04-04 22:19:27.076735,slurm_normal,,main_w3_handler1,3049750,15489044,False,4358947323,bedgraph,4358947323,bedgraph,2455960339,bedgraph,2835697185,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9616821.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""1.0""","""mm9""","""48""","""57""",,"[{'src': 'hda', 'id': 29071642}]",,"[{'src': 'hda', 'id': 29071642}]",,"[{'src': 'hda', 'id': 28971688}]",,"[{'src': 'hda', 'id': 28971701}]","""100""","""200""","[""--ofile-cond1""]",,36959687,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2017-04-04 22:37:26.557736,95216,1079.481001
2016-11-15 08:49:57.678678,slurm_normal,,main_w4_handler1,2890574,14342440,False,2855476572,bedgraph,2855486829,bedgraph,2709673807,bedgraph,3273445194,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8548726.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""1.0""","""hg38""","""1""","""1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5852937c8114407c6'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b035eb9547e4466e'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56b09974f165ac598'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51373f582b5f22cf7'}]","""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",,34242378,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-11-15 09:08:54.098278,94427,1136.4196000000002
2016-07-20 15:17:24.560183,slurm_normal,,main_w1_handler1,2704671,13453027,False,2060499042,bedgraph,2071236113,bedgraph,3570143179,bedgraph,4193377225,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7666958.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""1.0""","""mm10""","""1""","""1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bcd4b02d58d1b5c7'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b56679ee2d5f2a8231'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54ddb1ebacbcf717b'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53f14cc205924ef3f'}]","""30""","""60""","[""--ofile-cond2""]",,30171572,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-07-20 15:42:41.897882,84275,1517.3376990000002
2017-09-08 01:46:23.205529,slurm_normal,,main_w3_handler0,3227524,16768357,False,3756508610,bedgraph,3756508610,bedgraph,4103616235,bedgraph,4103616235,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10835675.roundup,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""1.0""","""hg38""","""1""","""1""",,"[{'src': 'hda', 'id': 31101126}]",,"[{'src': 'hda', 'id': 31101126}]",,"[{'src': 'hda', 'id': 31101125}]",,"[{'src': 'hda', 'id': 31101125}]","""100""","""100""","[""--ofile-cond1""]",,40259414,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2017-09-08 02:03:22.245969,108379,1019.0404400000001
2017-06-29 18:38:23.993280,slurm_normal,,main_w3_handler1,3148470,16225394,False,3044204186,bedgraph,2585958308,bedgraph,2883342461,bedgraph,2695207808,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10301360.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""1.0""","""?""","""46""","""43""",,"[{'src': 'hda', 'id': 30236829}]",,"[{'src': 'hda', 'id': 30226660}]",,"[{'src': 'hda', 'id': 30236828}]",,"[{'src': 'hda', 'id': 30226659}]","""100""","""200""","[""--ofile-both-conditions""]",,38978381,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2017-06-29 19:00:28.158031,106954,1324.164751
2016-12-08 12:31:17.053264,slurm_normal,,main_w3_handler1,2922985,14515086,False,4848354367,bedgraph,5177909416,bedgraph,5445223852,bedgraph,5254291409,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8697659.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",,"[{'src': 'hda', 'id': 27538949}]",,"[{'src': 'hda', 'id': 27538947}]",,"[{'src': 'hda', 'id': 27538950}]",,"[{'src': 'hda', 'id': 27538948}]","""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",,34562445,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-12-08 12:52:38.585411,90306,1281.5321470000001
2016-04-08 21:50:56.405884,slurm_normal,,main_w2_handler0,2662525,12396536,False,1740506076,bedgraph,4336919715,bedgraph,1740506076,bedgraph,4336919715,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",6593487.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg18.len""","""1.0""","""hg18""","""1""","""1""",24223112,,24223111,,24223112,,24223111,,"""100""","""200""","[""--ofile-both-conditions""]",,29497621,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-04-08 22:07:36.748216,82153,1000.342332
2016-12-08 15:31:54.220610,slurm_normal,,main_w4_handler1,2922985,14517381,False,4848354367,bedgraph,5177909416,bedgraph,5445223852,bedgraph,5254291409,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8700084.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",,"[{'src': 'hda', 'id': 27538949}]",,"[{'src': 'hda', 'id': 27538947}]",,"[{'src': 'hda', 'id': 27538950}]",,"[{'src': 'hda', 'id': 27538948}]","""100""","""200""","[""--ofile-cond1""]",,34562445,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-12-08 15:54:30.461303,90306,1356.2406930000002
2016-05-30 14:55:42.069185,slurm_normal,,main_w1_handler0,2716089,13024468,False,1415785873,bedgraph,1041461848,bedgraph,6823269781,bedgraph,4553713170,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",7206054.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","""1.0""","""mm10""","""1""","""1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b55f3cbe0cb418e2b8'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d255e27e2f471a0b'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5db2a813d7138a739'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5ef1b6b40286c2e94'}]","""100""","""200""","[""--ofile-both-conditions""]",,30499026,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-05-30 15:12:41.027876,84984,1018.958691
2017-01-19 23:38:06.517082,slurm_normal,,main_w4_handler0,2923824,14825417,False,2655220632,bedgraph,2724284069,bedgraph,2636222908,bedgraph,2629703255,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8986419.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""1.0""","""mm9""","""1""","""1""",,"[{'src': 'hda', 'id': 28010144}]",,"[{'src': 'hda', 'id': 28010136}]",,"[{'src': 'hda', 'id': 28010145}]",,"[{'src': 'hda', 'id': 28010137}]","""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2""]",,35179543,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2017-01-19 23:54:28.899475,96598,982.3823930000001
2016-12-08 14:47:22.940575,slurm_normal,,main_w3_handler0,2922985,14516751,False,4848354367,bedgraph,5177909416,bedgraph,5445223852,bedgraph,5254291409,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8699349.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","""1.0""","""hg19""","""1""","""1""",,"[{'src': 'hda', 'id': 27538949}]",,"[{'src': 'hda', 'id': 27538947}]",,"[{'src': 'hda', 'id': 27538950}]",,"[{'src': 'hda', 'id': 27538948}]","""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",,34562445,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-12-08 15:10:31.201379,90306,1388.260804
2017-02-27 15:55:10.513972,slurm_normal,,main_w3_handler1,2914279,15155540,False,2327351913,bedgraph,2845490763,bedgraph,4087096244,bedgraph,1847173914,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9307372.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","""1.0""","""mm9""","""1""","""1""",,"[{'src': 'hda', 'id': 28533560}]",,"[{'src': 'hda', 'id': 28533546}]",,"[{'src': 'hda', 'id': 28533559}]",,"[{'src': 'hda', 'id': 28533545}]","""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",,36305975,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2017-02-27 16:12:05.636659,74245,1015.122687
2016-09-28 09:05:19.196445,slurm_normal,,main_w4_handler0,2734446,13963379,False,4514039519,bedgraph,4526758814,bedgraph,1235535422,bedgraph,1257452188,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8182841.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""1.0""","""?""","""1""","""1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b3ac2df3c298421f'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5f261ab9668bb5c27'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57bbb219e81dd07ec'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c9ca8bea88a9b208'}]","""100""","""200""","[""--ofile-cond2""]",,33241300,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-09-28 10:32:02.669687,66211,5203.473242
2016-11-14 18:52:00.490816,slurm_normal,,main_w4_handler0,2888084,14337201,False,4510905855,bedgraph,3273445194,bedgraph,4794027338,bedgraph,2709673807,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8543293.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""1.0""","""hg38""","""1""","""1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50146131dede51a2f'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b599c1a8bc2d92a5bb'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b592951e89e5f5ac18'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5c3ab3913510d0ea9'}]","""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",,34242378,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-11-14 19:46:28.799069,94427,3268.308253
2016-11-16 21:00:49.657617,reserved,,main_w3_handler0,2897749,14360148,False,3542556473,bedgraph,2855485830,bedgraph,4794027338,bedgraph,4510905855,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8566027.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","""1.0""","""hg38""","""1""","""1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b526666f0836af4efa'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5cb5caffd8a66a492'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b575d034a75d405067'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e6d61827f365646a'}]","""100""","""200""","[""--ofile-cond1""]",,32443707,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-11-16 21:26:29.219674,5254,1539.562057
2017-09-09 00:19:12.151521,slurm_normal,,main_w4_handler0,3227524,16776872,False,3756508610,bedgraph,3756508610,bedgraph,4103616235,bedgraph,4103616235,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10844776.roundup,slurm,,corral-repl,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""1.0""","""hg38""","""100""","""100""",,"[{'src': 'hda', 'id': 31101126}]",,"[{'src': 'hda', 'id': 31101126}]",,"[{'src': 'hda', 'id': 31101125}]",,"[{'src': 'hda', 'id': 31101125}]","""100""","""100""","[""--ofile-both-conditions""]",,40364993,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2017-09-09 00:35:39.134346,108379,986.982825
2016-11-07 17:33:09.050835,slurm_normal,,main_w4_handler1,2704671,14276469,False,1934547054,bedgraph,2085673417,bedgraph,3961393776,bedgraph,3569717283,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8484773.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""0.1""","""?""","""1""","""1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b538ac30aa82bde065'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53442027656ef011b'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52e25f401c7f15738'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b51110451fa0889bf5'}]","""100""","""200""","[""--ofile-cond1"", ""--ofile-cond2"", ""--ofile-both-conditions""]",,32113529,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-11-07 18:06:58.715523,84275,2029.664688
2016-09-28 09:05:46.550489,slurm_normal,,main_w4_handler1,2734446,13963381,False,4453062665,bedgraph,4618270620,bedgraph,682424624,bedgraph,1192139205,bedgraph,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",8183634.roundup,slurm,,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","""1.0""","""?""","""1""","""1""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b599167a53ff8baab1'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5d44b29cf4c14cccf'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57b42f4ac02a36297'}]",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54dd5ba2feb6030d5'}]","""100""","""200""","[""--ofile-cond2""]",,33241300,error,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_bdgdiff/2.1.0.20151222.0,2.1.0.20151222.0,,2016-09-28 12:02:29.594144,66211,10603.043655000001
