blackListFileName,blackListFileName1,blackListFileName1_filetype,blackListFileName_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.advancedOpt.__current_case__,parameters.advancedOpt.averageTypeBins,parameters.advancedOpt.binSize,parameters.advancedOpt.blackListFileName.values,parameters.advancedOpt.exonID,parameters.advancedOpt.maxThreshold,parameters.advancedOpt.metagene,parameters.advancedOpt.minThreshold,parameters.advancedOpt.missingDataAsZero,parameters.advancedOpt.scale,parameters.advancedOpt.showAdvancedOpt,parameters.advancedOpt.skipZeros,parameters.advancedOpt.sortRegions,parameters.advancedOpt.sortUsing,parameters.advancedOpt.transcriptID,parameters.advancedOpt.transcript_id_designator,parameters.chromInfo,parameters.dbkey,parameters.mode.__current_case__,parameters.mode.afterRegionStartLength,parameters.mode.beforeRegionStartLength,parameters.mode.mode_select,parameters.mode.nanAfterEnd,parameters.mode.referencePoint,parameters.mode.regionBodyLength,parameters.mode.regionStartLength.__current_case__,parameters.mode.regionStartLength.afterRegionStartLength,parameters.mode.regionStartLength.beforeRegionStartLength,parameters.mode.regionStartLength.regionStartLength_select,parameters.mode.regionStartLength.unscaled3prime,parameters.mode.regionStartLength.unscaled5prime,parameters.output.__current_case__,parameters.output.saveMatrix,parameters.output.saveSortedRegions,parameters.output.showOutputSettings,parameters.regionsFiles,parameters.regionsFiles_0|regionsFile|__identifier__,parameters.scoreFileName.values,regionsFiles_0|regionsFile,regionsFiles_0|regionsFile_filetype,regionsFiles_1|regionsFile,regionsFiles_1|regionsFile_filetype,regionsFiles_2|regionsFile,regionsFiles_2|regionsFile_filetype,regionsFiles_3|regionsFile,regionsFiles_3|regionsFile_filetype,runner_name,scoreFileName,scoreFileName1,scoreFileName10,scoreFileName10_filetype,scoreFileName11,scoreFileName11_filetype,scoreFileName12,scoreFileName12_filetype,scoreFileName13,scoreFileName13_filetype,scoreFileName14,scoreFileName14_filetype,scoreFileName15,scoreFileName15_filetype,scoreFileName16,scoreFileName16_filetype,scoreFileName17,scoreFileName17_filetype,scoreFileName18,scoreFileName18_filetype,scoreFileName19,scoreFileName19_filetype,scoreFileName1_filetype,scoreFileName2,scoreFileName20,scoreFileName20_filetype,scoreFileName21,scoreFileName21_filetype,scoreFileName22,scoreFileName22_filetype,scoreFileName23,scoreFileName23_filetype,scoreFileName24,scoreFileName24_filetype,scoreFileName25,scoreFileName25_filetype,scoreFileName26,scoreFileName26_filetype,scoreFileName27,scoreFileName27_filetype,scoreFileName28,scoreFileName28_filetype,scoreFileName29,scoreFileName29_filetype,scoreFileName2_filetype,scoreFileName3,scoreFileName30,scoreFileName30_filetype,scoreFileName31,scoreFileName31_filetype,scoreFileName32,scoreFileName32_filetype,scoreFileName33,scoreFileName33_filetype,scoreFileName34,scoreFileName34_filetype,scoreFileName35,scoreFileName35_filetype,scoreFileName3_filetype,scoreFileName4,scoreFileName4_filetype,scoreFileName5,scoreFileName5_filetype,scoreFileName6,scoreFileName6_filetype,scoreFileName7,scoreFileName7_filetype,scoreFileName8,scoreFileName8_filetype,scoreFileName9,scoreFileName9_filetype,scoreFileName_filetype,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
,,,,2017-06-15 21:57:08.924390,slurm_multi,,main_w4_handler2,3157414,16112581,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10195325,slurm,,corral-repl,,0,no,,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""",1,1000,1000,reference-point,false,center,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 30047203}]}}]",,"[{'src': 'hda', 'id': 30047217}]",1538733938,bed,,,,,,,,90565628,90565628,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,38694702,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-06-15 22:45:20.461998,107740,2891.537608
,,,,2017-05-16 16:16:39.941963,slurm_multi,,main_w3_handler2,3040492,15855922,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9956040,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,5000,5000,reference-point,false,TSS,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 29189851}]}}]",,"[{'src': 'hda', 'id': 29593447}, {'src': 'hda', 'id': 29593437}]",1314211088,bed,,,,,,,,211206501,211206501,,,,,,,,,,,,,,,,,,,,,bigwig,213399652.0,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,37854590,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-05-16 16:52:29.927594,91117,2149.985631
,,,,2017-12-28 16:58:47.858744,slurm_multi,,main_w4_handler2,3359375,17909766,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11984695,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,5000,5000,reference-point,false,center,,,,,,,,1,false,false,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 33100680}]}}]",,"[{'src': 'hda', 'id': 32965348}, {'src': 'hda', 'id': 32965349}]",69368763,bed,,,,,,,,120645921,120645921,,,,,,,,,,,,,,,,,,,,,bigwig,119494850.0,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,42568494,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-12-28 19:37:26.034802,55887,9518.176058000001
,,,,2017-04-18 13:45:52.042106,slurm_multi,,main_w3_handler2,3069871,15614040,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9734132,slurm,,corral-repl,,0,no,,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 29259289}]}}]",,"[{'src': 'hda', 'id': 29249603}]",604878803,bed,,,,,,,,88548512,88548512,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,37379167,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-04-18 17:20:41.711762,28562,12889.669656
,,,,2017-07-13 02:59:03.070920,slurm_multi,,main_w4_handler2,3191136,16327604,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10394359,slurm,,corral-repl,,0,no,,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 30466311}]}}]",,"[{'src': 'hda', 'id': 30466322}]",2140632336,bed,,,,,,,,28332644,28332644,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,39188781,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-07-13 03:36:07.974798,107805,2224.903878
,,,,2017-05-27 23:05:35.830091,slurm_multi,,main_w4_handler2,1653704,15953398,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10051376,slurm,,corral-repl,,0,no,,0.0,,,,,,,,,,no,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/danRer10.len""","""danRer10""",0,,,scale-regions,,,500,1.0,300,100,yes,0,0,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 29789378}]}}, {""__index__"": 1, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 29789388}]}}]",,"[{'src': 'hda', 'id': 29794878}]",1285304995,bed,2505163192.0,bed,,,,,,102868426,102868426,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,38016056,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-05-27 23:25:18.869733,40450,1183.0396420000002
,,,,2017-10-24 14:17:53.645289,slurm_multi,,main_w4_handler2,3285161,17197463,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11256946,slurm,,corral-repl,,0,no,,0.0,,,,,,,,,,no,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/sacCer3.len""","""sacCer3""",1,1000,1000,reference-point,false,center,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 31852047}]}}]",,"[{'src': 'hda', 'id': 31852035}]",235715196,bed,,,,,,,,11369798,11369798,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,41426120,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-10-24 14:24:32.126289,113541,398.48100000000005
,,,,2017-12-13 21:14:02.921049,slurm_multi,,main_w4_handler2,3359375,17800833,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11870271,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,5000,5000,reference-point,false,center,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 32920957}]}}]",,"[{'src': 'hda', 'id': 32893854}]",642531174,bed,,,,,,,,1356999770,1356999770,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,42568494,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-12-13 21:21:31.460960,55887,448.539911
,,,,2017-12-10 11:13:08.237819,slurm_multi,,main_w3_handler2,3334090,17763673,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11831795,slurm,,corral-repl,,0,no,,0.0,,,,,,,,,,no,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0,,,scale-regions,,,5000,1.0,1000,1000,yes,0,0,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 32843299}]}}]",,"[{'src': 'hda', 'id': 32843426}, {'src': 'hda', 'id': 32843427}, {'src': 'hda', 'id': 32844638}]",473718969,bed,,,,,,,,85642904,85642904,,,,,,,,,,,,,,,,,,,,,bigwig,100099210.0,,,,,,,,,,,,,,,,,,,,,bigwig,81607118.0,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,bigwig,42564186,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-12-10 11:25:51.773786,109921,763.535967
,,,,2017-10-30 05:18:48.777443,slurm_multi,,main_w4_handler2,3301221,17261286,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11320223,slurm,,corral-repl,,0,no,,0.0,,,,,,,,,,no,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 31959826}]}}]",,"[{'src': 'hda', 'id': 31959827}]",4119848344,bed,,,,,,,,181972,181972,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,41549713,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-10-30 06:14:58.312311,113548,3369.534868
,,,,2017-10-03 08:39:47.321605,slurm_multi,,main_w3_handler2,2599886,17004346,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11062645.roundup,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",1,5000,5000,reference-point,false,center,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 31529099}]}}]",,"[{'src': 'hda', 'id': 31499430}, {'src': 'hda', 'id': 31499432}, {'src': 'hda', 'id': 31499433}, {'src': 'hda', 'id': 31499435}]",340776966,bed,,,,,,,,10936028,10936028,,,,,,,,,,,,,,,,,,,,,bigwig,8640416.0,,,,,,,,,,,,,,,,,,,,,bigwig,8563594.0,,,,,,,,,,,,,bigwig,4479107.0,bigwig,,,,,,,,,,,bigwig,40176877,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-10-03 08:47:49.042454,78928,481.72084900000004
,,,,2017-07-13 02:59:02.546577,slurm_multi,,main_w4_handler2,3191136,16327603,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10394286,slurm,,corral-repl,,0,no,,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 30466303}]}}]",,"[{'src': 'hda', 'id': 30466322}]",1257697435,bed,,,,,,,,28332644,28332644,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,39188781,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-07-13 03:21:27.668232,107805,1345.1216550000001
,,,,2017-07-13 03:41:22.876861,slurm_multi,,main_w3_handler2,3191138,16327825,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10394912,slurm,,corral-repl,,0,no,,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 30466982}]}}]",,"[{'src': 'hda', 'id': 30466990}]",2140632336,bed,,,,,,,,142183207,142183207,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,39188781,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-07-13 06:00:39.060225,107805,8356.183364
,,,,2017-08-19 14:43:56.879469,slurm_multi,,main_w3_handler2,3218930,16614362,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10686163,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,scale-regions,,,1000,1.0,2000,2000,yes,0,0,1,false,false,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 30907890}]}}, {""__index__"": 1, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 30907859}]}}]",,"[{'src': 'hda', 'id': 30920151}, {'src': 'hda', 'id': 30920153}, {'src': 'hda', 'id': 30920155}]",5801352,bed,21162925.0,bed,,,,,,936661740,936661740,,,,,,,,,,,,,,,,,,,,,bigwig,874352537.0,,,,,,,,,,,,,,,,,,,,,bigwig,821350407.0,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,bigwig,39648648,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-08-20 00:58:11.938503,69475,36855.059034000005
72057.0,72057.0,bed,bed,2018-02-07 16:38:05.261338,slurm_multi,,main_w4_handler2,3419206,18298545,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12380786,slurm,,corral-repl,,0,no,,1.0,mean,50,"[{'src': 'hda', 'id': 33727238}]",exon,,false,,false,,yes,false,keep,mean,transcript,transcript_id,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""",0,,,scale-regions,,,4000,1.0,500,500,yes,0,0,1,false,false,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 33729485}]}}]",,"[{'src': 'hda', 'id': 33727208}, {'src': 'hda', 'id': 33727210}]",232618882,bed,,,,,,,,580364520,580364520,,,,,,,,,,,,,,,,,,,,,bigwig,472859710.0,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,43723554,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2018-02-07 16:42:08.619349,87138,243.358011
,,,,2017-12-13 19:42:03.784560,slurm_multi,,main_w4_handler2,3359375,17800225,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11869636,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,5000,5000,reference-point,false,TSS,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 32903351}]}}]",,"[{'src': 'hda', 'id': 32893854}]",4121182069,bed,,,,,,,,1356999770,1356999770,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,42568494,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-12-13 19:57:32.816361,55887,929.0318010000001
,,,,2017-12-25 21:39:23.636648,slurm_multi,,main_w3_handler2,3359375,17894939,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11969026,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,5000,5000,reference-point,false,center,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 32903351}]}}]",,"[{'src': 'hda', 'id': 32965348}, {'src': 'hda', 'id': 32965349}]",4121182069,bed,,,,,,,,120645921,120645921,,,,,,,,,,,,,,,,,,,,,bigwig,119494850.0,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,42568494,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-12-25 21:53:04.816826,55887,821.1801780000001
9775928.0,9775928.0,bed,bed,2017-04-21 19:01:19.211767,slurm_multi,,main_w4_handler2,2758387,15646485,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9763851,slurm,,corral-repl,,0,no,,1.0,mean,1,"[{'src': 'hda', 'id': 29267581}]",exon,,false,,false,,yes,false,keep,mean,transcript,transcript_id,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,20000,20000,reference-point,false,center,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 29310597}]}}]",,"[{'src': 'hda', 'id': 29262812}]",7815486,bed,,,,,,,,169002871,169002871,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,37403145,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-04-22 04:57:48.108215,64623,35788.896448
,,,,2017-06-02 22:27:13.342895,slurm_multi,,main_w4_handler2,2575666,16002885,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10097001,slurm,,corral-repl,,0,no,,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 29871621}]}}]",,"[{'src': 'hda', 'id': 29841016}]",1265911186,bed,,,,,,,,400239376,400239376,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,38343864,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-06-02 22:54:04.999243,38228,1611.6563480000002
,,,,2017-05-04 12:53:21.027167,slurm_multi,,main_w4_handler2,3095781,15747965,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",9856888,slurm,,corral-repl,,0,no,,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 29462671}]}}]","""RKO_CONT Filtred_Combined""","[{'src': 'hdca', 'id': 55214}]",304201462,bed,,,,,,,,16747431,16747431,,,,,,,,,,,,,,,,,,,,,bigwig,16313100.0,,,,,,,,,,,,,,,,,,,,,bigwig,16999760.0,,,,,,,,,,,,,bigwig,15964950.0,bigwig,16158583.0,bigwig,0.0,bigwig,,,,,,,bigwig,37619346,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-05-04 13:03:47.758275,104859,626.7311080000001
,,,,2017-12-15 14:08:03.261447,slurm_multi,,main_w3_handler2,3359375,17818908,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",11887665,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,5000,5000,reference-point,false,center,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 32950260}]}}]",,"[{'src': 'hda', 'id': 32893854}, {'src': 'hda', 'id': 32897512}]",275306325,bed,,,,,,,,1356999770,1356999770,,,,,,,,,,,,,,,,,,,,,bigwig,305404920.0,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,42568494,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-12-15 14:12:00.339045,55887,237.07759800000002
,,,,2017-08-29 08:00:18.585817,slurm_multi,,main_w3_handler2,3125029,16679999,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10751924,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",1,3000,3000,reference-point,false,center,,,,,,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 31025465}]}}]",,"[{'src': 'hda', 'id': 31025066}]",1803587222,bed,,,,,,,,4397213,4397213,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,40002328,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-08-29 08:10:47.048678,62429,628.4628610000001
,,,,2017-07-13 03:00:49.843325,slurm_multi,,main_w4_handler2,3191136,16327624,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",10394416,slurm,,corral-repl,,0,no,,0.0,,,,,,,,,,no,,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",0,,,scale-regions,,,500,0.0,,,no,,,0,,,no,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 30466715}]}}]",,"[{'src': 'hda', 'id': 30466322}]",1159984570,bed,,,,,,,,28332644,28332644,,,,,,,,,,,,,,,,,,,,,bigwig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bigwig,39188781,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2017-07-13 03:53:15.569121,107805,3145.725796
,,,,2018-02-27 15:20:07.743472,slurm_multi,,main_w3_handler2,3251344,18536470,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",12637543,slurm,,corral-repl,,0,no,,,,,,,,,,,,,,,,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""",1,5000,5000,reference-point,false,center,,,,,,,,1,false,false,yes,"[{""__index__"": 0, ""regionsFile"": {""values"": [{""src"": ""hda"", ""id"": 34093546}]}}]",,"[{'src': 'hda', 'id': 34096990}, {'src': 'hda', 'id': 34096991}, {'src': 'hda', 'id': 34096992}, {'src': 'hda', 'id': 34096994}, {'src': 'hda', 'id': 34096995}, {'src': 'hda', 'id': 34096997}, {'src': 'hda', 'id': 34096998}, {'src': 'hda', 'id': 34096999}, {'src': 'hda', 'id': 34097000}]",20400014,bed,,,,,,,,560550106,560550106,,,,,,,,,,,,,,,,,,,,,bigwig,424115513.0,,,,,,,,,,,,,,,,,,,,,bigwig,487191473.0,,,,,,,,,,,,,bigwig,351633927.0,bigwig,512884373.0,bigwig,402431206.0,bigwig,539274296.0,bigwig,527880805.0,bigwig,299147962.0,bigwig,bigwig,44058300,error,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_compute_matrix/deeptools_compute_matrix/2.5.0.0,2.5.0.0,,2018-02-28 04:22:17.544538,111397,46929.801066
