create_time,destination_id,exit_code,handler,history_id,id,imported,info,input_file,input_file_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.graph_size,parameters.input_file,parameters.input_file.values,parameters.lwcol,parameters.lwcol.__class__,parameters.lwcol.value,parameters.medcol,parameters.medcol.__class__,parameters.medcol.value,parameters.q1col,parameters.q1col.__class__,parameters.q1col.value,parameters.q3col,parameters.q3col.__class__,parameters.q3col.value,parameters.rwcol,parameters.rwcol.__class__,parameters.rwcol.value,parameters.title,parameters.use_outliers.__current_case__,parameters.use_outliers.outliercol,parameters.use_outliers.outliercol.__class__,parameters.use_outliers.outliercol.value,parameters.use_outliers.use_outliers_type,parameters.xcol,parameters.xcol.__class__,parameters.xcol.value,parameters.xlabel,parameters.ylabel,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2015-05-19 15:47:21.409813,slurm_normal,,main_w1_handler1,526655,9496806,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3084909859,sam,3818797.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2048,768""",19725079,,"""11""",,,"""8""",,,"""7""",,,"""9""",,,"""12""",,,"""AGO2 mapped reads Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,23110795,error,qual_stats_boxplot,1.0.0,,2015-05-19 15:51:40.992690,10590.0,259.582877
2016-03-18 15:49:33.877333,slurm_normal,,main_w1_handler2,2634896,12182033,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",726694586,tabular,6397179.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2048,768""",23907391,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,28509455,error,qual_stats_boxplot,1.0.0,,2016-03-18 16:25:19.292413,78891.0,2145.41508
2016-03-18 15:49:31.520810,slurm_normal,,main_w1_handler2,2634896,12182030,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1402825218,tabular,6397148.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2048,768""",23907388,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,28509455,error,qual_stats_boxplot,1.0.0,,2016-03-18 16:25:04.447473,78891.0,2132.926663
2016-03-18 15:49:33.311613,slurm_normal,,main_w1_handler1,2634896,12182032,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",733463495,tabular,6396942.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2048,768""",23907390,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,28509455,error,qual_stats_boxplot,1.0.0,,2016-03-18 16:09:50.138317,78891.0,1216.826704
2016-03-18 15:49:35.340692,slurm_normal,,main_w1_handler1,2634896,12182035,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",452232718,tabular,6396812.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2048,768""",23907393,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,28509455,error,qual_stats_boxplot,1.0.0,,2016-03-18 16:03:01.238146,78891.0,805.897454
2015-03-10 18:08:09.470422,rodeo_normal,,main_w2_handler0,1312032,8910442,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",22914266150,sam,3096349.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""","""2048,768""",18807310,,,UnvalidatedValue,1,,UnvalidatedValue,1,,UnvalidatedValue,1,,UnvalidatedValue,1,,UnvalidatedValue,1,"""Box plot in Galaxy""",0,,UnvalidatedValue,1,use_outliers,,UnvalidatedValue,1,"""X Axis Label""","""Score Value""",,21400509,error,qual_stats_boxplot,1.0.0,,2015-03-10 19:19:08.311632,8187.0,4258.8412100000005
2017-04-12 05:20:20.159639,slurm_normal,,main_w3_handler0,3068141,15562336,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3499205685,tabular,9686008.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""2048,768""",,"[{'src': 'hda', 'id': 29181882}]","""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,37115835,error,qual_stats_boxplot,1.0.0,,2017-04-12 05:22:17.532200,80321.0,117.372561
2015-08-04 09:48:01.364402,slurm_normal,,main_w1_handler2,2339164,10060149,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1402120098,interval,4339209.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm8.len""","""mm8""","""2048,768""",19987500,,"""11""",,,"""8""",,,"""7""",,,"""9""",,,"""12""",,,"""Box plot in Galaxy""",0,13,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,23607507,error,qual_stats_boxplot,1.0.0,,2015-08-04 09:49:49.572436,64801.0,108.20803400000001
2018-01-13 04:43:42.772862,slurm_normal,,main_w4_handler0,3231159,18024985,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2064134986,sam,12102379,slurm,,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","""2048,768""",,"[{'src': 'hda', 'id': 33298398}]","""11""",,,"""8""",,,"""7""",,,"""9""",,,"""12""",,,"""Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,43175623,error,qual_stats_boxplot,1.0.0,,2018-01-13 04:44:48.125363,110468.0,65.352501
2017-02-26 02:21:46.489723,slurm_normal,,main_w4_handler0,3010500,15144983,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",289235693,tabular,9298626.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2048,768""",,"[{'src': 'hda', 'id': 28519577}]","""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,36286549,error,qual_stats_boxplot,1.0.0,,2017-02-26 12:35:02.044294,,36795.554571
2016-05-10 20:23:12.853273,slurm_normal,,main_w1_handler0,2635859,12848173,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",769450844,gg,7048053.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2048,768""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b58cfeb7709f8cb056'}]","""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,30060525,error,qual_stats_boxplot,1.0.0,,2016-05-10 20:24:54.266694,17286.0,101.413421
2015-07-23 08:46:01.707011,slurm_normal,,main_w1_handler2,2385288,9951197,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1066126768,bed,4236239.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""2048,768""",20493643,,"""11""",,,"""8""",,,"""7""",,,"""9""",,,"""12""",,,"""Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,24168868,error,qual_stats_boxplot,1.0.0,,2015-07-23 08:47:23.825115,66282.0,82.118104
2016-05-09 20:22:37.865148,slurm_normal,,main_w2_handler0,2697306,12835858,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",4101631499,bed,7037062.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2048,768""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5e298653c609623e8'}]","""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,29483001,error,qual_stats_boxplot,1.0.0,,2016-05-09 20:28:04.656178,82005.0,326.79103000000003
2016-05-09 20:22:29.891851,slurm_normal,,main_w1_handler0,2697306,12835846,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1896344245,bed,7037057.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2048,768""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57b21b727eacd9720'}]","""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,29483001,error,qual_stats_boxplot,1.0.0,,2016-05-09 20:26:33.315969,82005.0,243.42411800000002
2017-07-02 13:54:47.289673,slurm_normal,,main_w3_handler0,3171740,16242388,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",5402984951,sam,10317624.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2048,768""",,"[{'src': 'hda', 'id': 30160782}]","""11""",,,"""8""",,,"""7""",,,"""9""",,,"""12""",,,"""Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,38914403,error,qual_stats_boxplot,1.0.0,,2017-07-02 13:58:08.311171,108158.0,201.021498
2015-06-22 23:53:08.717813,slurm_normal,,main_w2_handler0,2351185,9712291,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3807449166,tabular,4019187,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2048,768""",20098718,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,23747131,error,qual_stats_boxplot,1.0.0,,2015-06-22 23:56:36.030693,65129.0,207.31288
2015-06-22 23:53:09.296515,slurm_normal,,main_w2_handler1,2351185,9712292,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3807449166,tabular,4019186,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2048,768""",20098720,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,23747131,error,qual_stats_boxplot,1.0.0,,2015-06-22 23:55:46.188976,65129.0,156.892461
2016-05-09 20:22:31.697015,slurm_normal,,main_w2_handler1,2697306,12835850,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3249193886,bed,7037095.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2048,768""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bc36daa2ffb9c51d'}]","""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,29483001,error,qual_stats_boxplot,1.0.0,,2016-05-09 20:28:16.067171,82005.0,344.370156
2016-03-18 15:49:44.889139,slurm_normal,,main_w2_handler0,2634896,12182051,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",949003158,tabular,6396881.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2048,768""",23907411,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,28509455,error,qual_stats_boxplot,1.0.0,,2016-03-18 16:06:22.884184,78891.0,997.9950450000001
2017-04-13 00:33:57.353887,slurm_normal,,main_w3_handler1,3068141,15571116,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3499205685,tabular,9694446.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""2048,768""",,"[{'src': 'hda', 'id': 29181882}]","""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,37115835,error,qual_stats_boxplot,1.0.0,,2017-04-13 00:35:53.090711,80321.0,115.73682400000001
2015-05-19 18:18:50.017175,slurm_normal,,main_w1_handler1,526655,9497973,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3084909859,sam,3819847.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2048,768""",19725079,,"""11""",,,"""8""",,,"""7""",,,"""9""",,,"""12""",,,"""AGO2 mapped reads Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,23110795,error,qual_stats_boxplot,1.0.0,,2015-05-19 18:21:56.806148,10590.0,186.788973
2016-05-09 20:22:27.250604,slurm_normal,,main_w2_handler1,2697306,12835843,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2460177697,bed,7037063.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2048,768""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5bc37053dc96ecf02'}]","""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,29483001,error,qual_stats_boxplot,1.0.0,,2016-05-09 20:26:34.233704,82005.0,246.9831
2015-03-10 20:43:21.185422,rodeo_normal,,main_w1_handler1,1312032,8911843,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",22914266150,sam,3098245.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""","""2048,768""",18807310,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,21620046,error,qual_stats_boxplot,1.0.0,,2015-03-10 20:59:45.556418,8187.0,984.3709960000001
2016-03-18 15:49:36.238224,slurm_normal,,main_w2_handler0,2634896,12182037,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1185038425,tabular,6396740.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2048,768""",23907395,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,28509455,error,qual_stats_boxplot,1.0.0,,2016-03-18 15:58:09.438505,78891.0,513.200281
2017-02-26 02:21:45.544537,slurm_normal,,main_w4_handler1,3010500,15144980,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",289236938,tabular,9297813.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2048,768""",,"[{'src': 'hda', 'id': 28519574}]","""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,36286549,error,qual_stats_boxplot,1.0.0,,2017-02-26 06:20:46.803759,,14341.259222
2017-02-26 02:21:19.841006,slurm_normal,,main_w4_handler1,3010500,15144976,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",289235970,tabular,9297655.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2048,768""",,"[{'src': 'hda', 'id': 28519571}]","""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,36286549,error,qual_stats_boxplot,1.0.0,,2017-02-26 04:35:42.452037,,8062.611031
2016-05-09 20:22:35.726590,slurm_normal,,main_w2_handler1,2697306,12835855,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2849470347,bed,7037127.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2048,768""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b57e6b411088f4ac5d'}]","""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,29483001,error,qual_stats_boxplot,1.0.0,,2016-05-09 20:29:52.201973,82005.0,436.475383
2016-03-18 15:49:39.989532,slurm_normal,,main_w1_handler2,2634896,12182042,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1124612477,tabular,6397271.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2048,768""",23907400,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,28509455,error,qual_stats_boxplot,1.0.0,,2016-03-18 16:35:24.142284,78891.0,2744.152752
2016-03-18 15:49:37.322315,slurm_normal,,main_w1_handler2,2634896,12182039,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1190976858,tabular,6397207.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2048,768""",23907397,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,28509455,error,qual_stats_boxplot,1.0.0,,2016-03-18 16:26:46.279898,78891.0,2228.9575830000003
2016-03-18 15:49:46.506989,slurm_normal,,main_w1_handler1,2634896,12182055,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",888895629,tabular,6397068.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2048,768""",23907415,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,28509455,error,qual_stats_boxplot,1.0.0,,2016-03-18 16:18:25.341567,78891.0,1718.8345780000002
2016-05-09 20:22:25.511813,slurm_normal,,main_w1_handler0,2697306,12835840,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2284161457,bed,7037014.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2048,768""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50e6efb97280f93c5'}]","""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,29483001,error,qual_stats_boxplot,1.0.0,,2016-05-09 20:24:26.718316,82005.0,121.20650300000001
2016-05-09 20:22:34.830763,slurm_normal,,main_w1_handler0,2697306,12835853,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",3812473758,bed,7037093.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2048,768""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b53f25ef10a2c12f48'}]","""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,29483001,error,qual_stats_boxplot,1.0.0,,2016-05-09 20:29:54.236262,82005.0,439.405499
2016-05-09 20:22:36.752764,slurm_normal,,main_w1_handler1,2697306,12835857,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1428709825,bed,7037056.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2048,768""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50ea9e77a30b753d1'}]","""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,29483001,error,qual_stats_boxplot,1.0.0,,2016-05-09 20:27:18.220429,82005.0,281.467665
2017-02-26 02:21:45.908754,slurm_normal,,main_w4_handler0,3010500,15144981,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",289236011,tabular,9298348.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2048,768""",,"[{'src': 'hda', 'id': 28519575}]","""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,36286549,error,qual_stats_boxplot,1.0.0,,2017-02-26 10:48:57.361134,,30431.452380000002
2015-11-20 14:18:32.002432,slurm_normal,,main_w2_handler0,2307361,10960766,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",2619655984,tabular,5221217.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2048,768""",22090829,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,26364531,error,qual_stats_boxplot,1.0.0,,2015-11-20 14:20:25.187170,63554.0,113.18473800000001
2016-03-18 15:49:40.886034,slurm_normal,,main_w1_handler0,2634896,12182043,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1139947367,tabular,6397239.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2048,768""",23907402,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,28509455,error,qual_stats_boxplot,1.0.0,,2016-03-18 16:31:35.030509,78891.0,2514.144475
2016-03-18 15:49:47.494247,slurm_normal,,main_w1_handler2,2634896,12182056,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",490826919,tabular,6397367.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2048,768""",23907416,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,28509455,error,qual_stats_boxplot,1.0.0,,2016-03-18 16:37:23.512126,78891.0,2856.017879
2015-10-16 05:20:53.815489,slurm_normal,,main_w2_handler1,2466546,10591036,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1020710228,sam,4861803.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""","""2048,768""",21547552,,"""11""",,,"""8""",,,"""7""",,,"""9""",,,"""12""",,,"""Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,25601154,error,qual_stats_boxplot,1.0.0,,2015-10-16 05:22:33.235155,70891.0,99.419666
2015-03-23 06:23:54.933588,rodeo_normal,,main_w1_handler1,2239175,9010795,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",23120864268,sam,3284122.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg18.len""","""hg18""","""2048,768""",18910886,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,21852300,error,qual_stats_boxplot,1.0.0,,2015-03-23 06:28:09.666154,60908.0,254.73256600000002
2016-05-09 20:22:23.993867,slurm_normal,,main_w2_handler0,2697306,12835837,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1645691832,bed,7037024.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2048,768""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b54684164d631d3a7b'}]","""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,29483001,error,qual_stats_boxplot,1.0.0,,2016-05-09 20:25:58.705556,82005.0,214.711689
2016-03-18 15:49:26.830906,slurm_normal,,main_w1_handler2,2634896,12182027,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",506543773,tabular,6397115.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2048,768""",23907385,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,28509455,error,qual_stats_boxplot,1.0.0,,2016-03-18 16:20:40.470595,78891.0,1873.639689
2016-03-18 15:49:45.944865,slurm_normal,,main_w1_handler0,2634896,12182054,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",631421744,tabular,6397299.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2048,768""",23907414,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,28509455,error,qual_stats_boxplot,1.0.0,,2016-03-18 16:33:34.452837,78891.0,2628.5079720000003
2016-03-18 15:49:43.476627,slurm_normal,,main_w1_handler0,2634896,12182048,False,"This job was terminated because it used more memory than it was allocated.
Please click the bug icon to report this problem if you need help.",1032221592,tabular,6397267.roundup,slurm,,corral-repl,,,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""2048,768""",23907408,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""1""",,,"""Box plot in Galaxy""",0,1,,,use_outliers,"""1""",,,"""X Axis Label""","""Score Value""",,28509455,error,qual_stats_boxplot,1.0.0,,2016-03-18 16:33:25.003463,78891.0,2621.526836
